"infant","age","wavFile","x","y"
"54","6","300_187_7879.14_7883.78.wav","0.635676751249147","-4.18372780504046"
"204","6","204_189_1846.59_1847.93.wav","-1.9258186363175","-2.59205683859924"
"833","18","437_548_15498.71_15500.6.wav","1.53342505084704","2.14971031165011"
"54","6","340_91_2176.49_2177.35.wav","2.5001922966811","1.70114569818666"
"196","9","196_272_21266.23_21267.14.wav","-2.76195156695631","2.60233491795585"
"204","6","204_189_1153.19_1155.63.wav","-0.469365885822822","-0.660309740596671"
"857","3","54_183_19386.06_19386.66.wav","1.24244567845518","3.22784688162943"
"833","18","437_548_26330.75_26333.07.wav","-1.26403101539634","-1.89010309773055"
"833","18","344_283_9454.07_9457.79.wav","0.782370952044574","-3.37396064578565"
"204","6","204_189_17484.32_17485.42.wav","2.36597739513137","0.259643810835506"
"857","3","437_548_27135.24_27136.61.wav","-0.163379749838766","4.27348145544938"
"857","3","437_548_27104.99_27106.65.wav","-0.504900524169521","3.93382307409637"
"340","3","204_189_12942.3_12942.9.wav","0.193770519514043","-0.82099644545715"
"833","18","437_548_29971.81_29972.42.wav","0.000886400109131561","-3.08087295755789"
"437","18","204_189_90.1_90.78.wav","-0.332341032907828","2.45397891360995"
"344","9","204_189_36191.7_36195.54.wav","-0.946989327351445","-3.22411189813686"
"437","18","204_189_44034.81_44035.61.wav","1.34867621440487","-2.42048504112536"
"833","18","340_91_31023.32_31023.92.wav","1.91217662371089","0.5862998293575"
"857","3","437_548_27429.69_27430.38.wav","-0.688962121216591","3.78653319129475"
"204","6","204_189_2333.34_2335.19.wav","2.60690634299039","0.737019717771323"
"204","6","196_272_25766.52_25769.14.wav","0.382193865339911","-0.834374497963805"
"437","18","274_81_27646.05_27647.56.wav","0.997010865762391","-0.772169649310723"
"54","6","340_91_37407.02_37407.62.wav","2.87733376833864","-0.467344903060814"
"833","18","437_548_26379.79_26381.32.wav","-0.710070154878336","-3.11281107830332"
"196","9","196_272_37173.95_37175.22.wav","0.600721816831712","0.627888333240784"
"54","6","340_91_3865.5_3866.1.wav","0.370559893436691","-0.0759767697707251"
"204","6","196_272_36056.77_36057.66.wav","0.0889402459631344","3.92454263941897"
"196","9","196_272_40112.14_40112.74.wav","0.163789285396619","-3.03564403735127"
"857","3","437_548_26595.46_26596.42.wav","-0.447125725294483","4.37028161748693"
"857","3","437_548_32612.1_32612.72.wav","-2.79824188183335","3.45424731633754"
"54","6","340_91_34320.09_34320.71.wav","0.947664781072978","2.26416440794412"
"196","9","196_272_41463.96_41464.58.wav","0.678113435868118","-4.4089109593304"
"340","3","204_189_14707.67_14708.58.wav","1.53657952210624","1.66055854918909"
"54","6","340_91_13686.67_13687.61.wav","2.64286106094256","1.66810123384736"
"196","9","196_272_20998.97_21000.01.wav","-2.56966284095246","2.47595068939405"
"857","3","437_548_33295.34_33295.94.wav","-0.764498384575355","4.73702273481898"
"204","6","196_272_40782.58_40783.37.wav","2.61430884477086","-0.406341053071455"
"54","6","340_91_13679.16_13681.06.wav","2.01018544841999","-0.051696610909069"
"833","18","437_548_42460.06_42460.7.wav","-0.365844488163068","1.71855382903506"
"204","6","196_272_386.68_387.28.wav","0.735830662401993","-0.887428105902283"
"437","18","300_187_46550.27_46550.88.wav","0.536591317199475","-1.86202655118379"
"833","18","340_91_32959.47_32960.86.wav","2.13108629809497","-1.04084634575935"
"340","3","204_189_30466.15_30466.87.wav","-0.303892794954704","4.21443164315941"
"204","6","196_272_23031.43_23032.25.wav","0.699402070560492","-4.00674582101306"
"340","3","204_189_14846.48_14847.53.wav","-0.295145040551354","-4.11554988636071"
"833","18","340_91_31706.59_31709.35.wav","-1.90033569152079","-1.63882494281199"
"204","6","196_272_25374.7_25376.41.wav","-0.713263880317731","-5.11888646919404"
"833","18","344_283_36706.65_36707.39.wav","-0.287828365661738","-4.4158292007401"
"340","3","204_189_14147.22_14148.39.wav","0.759421507800766","4.13303393123637"
"196","9","196_272_38404.96_38405.81.wav","1.34435874583641","-0.945672490759772"
