"infant","age","wavFile","x","y"
"833","18","340_91_14090.51_14092.2.wav","0.939498440371939","-1.54347931030662"
"196","9","196_272_23296.57_23297.17.wav","-1.61205650269989","-2.40961596968594"
"833","18","340_91_380_380.9.wav","2.69918640197057","2.52742077301528"
"54","6","340_91_20505.7_20507.26.wav","0.186964450404676","2.56964500026592"
"833","18","340_91_37178.53_37179.15.wav","2.70371062823171","-1.29656426295051"
"204","6","204_189_2338.93_2339.81.wav","-1.03768955423016","-2.85901621366008"
"54","6","300_187_573.7_576.65.wav","0.788853870921543","-3.23702359528826"
"437","18","204_189_30870.16_30870.81.wav","1.67354107465074","1.66257849353382"
"54","6","300_187_8246.26_8247.26.wav","0.131324919352801","-3.74663445071831"
"857","3","54_183_23943.95_23947.25.wav","-2.87344473978544","0.711767794020911"
"204","6","196_272_40115.6_40116.2.wav","-1.71691175419472","0.610280103674181"
"204","6","196_272_26723.15_26723.84.wav","-0.40509046319438","-0.281636931766924"
"340","3","204_189_54064.35_54065.34.wav","-0.124944561576465","0.670674547590874"
"833","18","340_91_31581.17_31583.43.wav","2.33105894382625","2.13028312225277"
"833","18","437_548_4685.28_4687.15.wav","-1.33224849417825","0.63719580773782"
"344","9","204_189_29166.01_29170.37.wav","-2.91852465091624","-1.09975499127511"
"833","18","344_283_9782.66_9783.84.wav","1.75720002687962","-2.38930872991854"
"54","6","300_187_2411.29_2411.89.wav","-0.105975484525124","-1.93453399075825"
"204","6","196_272_36822.1_36823.2.wav","-0.0624825112234784","0.858358995874423"
"833","18","340_91_29883.38_29884.63.wav","-0.0382970870615493","0.8393383200869"
"340","3","204_189_17720.36_17722.22.wav","-0.163764057365067","-0.143842610502364"
"833","18","340_91_32246.23_32247.58.wav","-2.65811362705767","-1.26056029013511"
"204","6","196_272_36052.13_36056.77.wav","-2.21507897489696","-2.63333882100693"
"344","9","204_189_3711.06_3719.24.wav","2.56364823334976","-1.97728057590806"
"54","6","300_187_11776.97_11777.57.wav","0.956028026146261","-1.96139155392237"
"833","18","437_548_11553.15_11553.88.wav","2.7348411071936","2.51661444522203"
"204","6","196_272_24584.21_24584.81.wav","-0.817244139322006","-0.263965652903769"
"833","18","437_548_6584.9_6585.63.wav","2.41249792105361","2.02083816524068"
"437","18","204_189_3623.63_3625.66.wav","1.92009773460648","1.46332712808672"
"437","18","300_187_5419.27_5419.87.wav","-3.46405097766269","0.94637639099931"
"54","6","340_91_232.91_233.71.wav","-1.67860776952831","1.33467085948506"
"833","18","340_91_18413.13_18413.96.wav","1.69862438608694","-0.0864428988604823"
"340","3","204_189_46673.24_46674.98.wav","-2.27090664012391","1.02669646324604"
"204","6","204_189_2383.14_2384.27.wav","-0.0482123177731751","0.213728136426472"
"204","6","196_272_25141.18_25142.46.wav","-0.745571937683993","-1.87204976551432"
"54","6","340_91_13987.62_13989.11.wav","0.902088249614703","4.82114117192342"
"344","9","204_189_1416.96_1417.56.wav","-0.128146366129931","-0.71850005744594"
"437","18","274_81_16364.68_16366.28.wav","1.45215637457916","2.38979414302547"
"196","9","196_272_37158.04_37161.1.wav","-1.72349025396247","-0.348383703775423"
"833","18","344_283_2161.67_2162.48.wav","0.704512503328784","2.28667332758303"
"340","3","204_189_3704.98_3708.93.wav","0.683518176470182","-0.698886689445697"
"54","6","340_91_14080.46_14081.17.wav","1.17553013466928","-2.09863756658263"
"833","18","437_548_38492.37_38494.02.wav","0.301689253706602","-0.8966978095892"
"54","6","300_187_3958.5_3960.62.wav","0.324247984512172","-0.883014578546436"
"340","3","204_189_17415.43_17419.04.wav","2.37962115930796","0.237772935146989"
"833","18","437_548_15043.94_15044.55.wav","2.92611934410828","-1.35068197354818"
"833","18","344_283_36720.38_36720.98.wav","-1.97638945689365","-1.52257170904765"
"437","18","204_189_3288.43_3289.86.wav","-0.246911428544477","-0.948694752408718"
"833","18","437_548_14501.01_14501.67.wav","0.815506000545051","1.06554102271499"
"54","6","340_91_31194.47_31195.54.wav","0.452684812207246","-2.50048848721571"
"857","3","54_183_10607.46_10610.22.wav","2.73517865539863","1.36461645389754"
"340","3","204_189_17257.19_17258.01.wav","-1.64537710164306","-0.627214781861608"
"857","3","54_183_5427.26_5428.93.wav","1.03815176119829","2.75409840386213"
"54","6","340_91_23255.99_23256.86.wav","2.58580864508492","2.04621314036341"
"437","18","300_187_595.72_597.69.wav","2.84999043472526","-2.08859952586081"
