"infant","age","wavFile","x","y"
"204","6","196_272_27014.04_27016.69.wav","-0.696487158890044","0.557870565164652"
"204","6","204_189_38.89_39.77.wav","0.158630048448928","1.43596387350869"
"833","18","340_91_32866.06_32867.1.wav","-1.15437018767043","-0.838240611447952"
"833","18","340_91_13780.3_13784.27.wav","-1.90534236304047","1.86669113955031"
"300","6","204_189_36949.35_36950.39.wav","2.15598927166765","-0.636700190721336"
"340","3","204_189_37180.5_37182.6.wav","3.13663999115324","-2.07671131723053"
"54","6","300_187_7932.86_7933.48.wav","1.7887096828872","1.27873065783343"
"300","6","204_189_37317.45_37318.19.wav","3.00423023198075","-0.331224327275279"
"437","18","300_187_5754.35_5756.83.wav","-1.84858739725142","-1.4848406091932"
"857","3","437_548_15680.94_15681.61.wav","1.32407369605748","-1.08179282300851"
"196","9","196_272_36426.49_36429.16.wav","-0.322776716738768","1.55560169127717"
"833","18","437_548_5239.06_5239.96.wav","-1.45917032209316","1.06686033429482"
"54","6","340_91_385.27_386.32.wav","-0.975987305089001","2.75728142315055"
"857","3","54_183_13988.95_13989.57.wav","1.72459708589507","-1.52394608673721"
"857","3","437_548_29393.31_29395.61.wav","3.48477691653151","-0.341763518416985"
"54","6","300_187_8246.26_8247.26.wav","-0.730458075797431","3.32567104593619"
"437","18","300_187_27838.89_27839.72.wav","-0.385956143548446","3.04498470934572"
"54","6","340_91_37259.7_37262.34.wav","1.20258624424878","0.578440571489385"
"857","3","54_183_5488.66_5490.21.wav","3.19134987349381","-0.366735598599818"
"196","9","196_272_22990.26_22994.1.wav","2.33139236749924","0.782936582111919"
"344","9","204_189_17808.81_17809.79.wav","-3.4434129166102","0.132945291738804"
"857","3","437_548_27937.65_27938.28.wav","1.07062763740011","-2.25892251435362"
"204","6","204_189_3285.79_3287.57.wav","2.38619665629221","-3.12296024605091"
"833","18","344_283_34481.56_34483.61.wav","-1.74199548336765","3.24632875421696"
"857","3","54_183_10446.8_10447.4.wav","-0.674698747786083","3.04312185643339"
"857","3","54_183_30097.43_30098.23.wav","2.845467003635","-2.57197263578643"
"833","18","437_548_28951.2_28951.8.wav","0.772652158187146","0.764064310687111"
"300","6","204_189_36061.71_36063.86.wav","2.42643120679955","-1.85045047870616"
"54","6","300_187_522.97_523.69.wav","-0.92446419620914","1.77493507131798"
"833","18","340_91_969.56_970.52.wav","-2.58726706778251","0.96597844250101"
"437","18","204_189_30466.15_30466.87.wav","-1.08824633744263","1.29836215714824"
"204","6","196_272_41727.31_41728.33.wav","-2.38834155248069","3.06462590370842"
"340","3","204_189_30877.7_30878.85.wav","-2.69958420839614","1.08531056636923"
"437","18","300_187_6713.12_6714.12.wav","2.35721649342214","0.180741469038527"
"437","18","300_187_132.03_132.72.wav","-0.00156190488899043","-1.29981421717957"
"54","6","340_91_31020.41_31021.19.wav","-0.511679918455717","1.80490450328705"
"54","6","340_91_12559.07_12559.67.wav","1.96209834649426","1.06823499637417"
"54","6","340_91_34257.34_34262.54.wav","1.75578654998753","0.251850927290227"
"196","9","196_272_37249.23_37250.79.wav","0.699566704937657","1.64228231034355"
"196","9","196_272_4384.67_4385.36.wav","-2.95532057774867","-0.299342975821049"
"196","9","196_272_19754.58_19755.91.wav","0.271761099154685","0.985704278138733"
"857","3","437_548_40073.88_40074.7.wav","3.54883271464578","-1.10677999196025"
"437","18","274_81_28320.91_28321.63.wav","-1.39339599098327","3.62330395262426"
"833","18","437_548_27837.48_27838.08.wav","-1.9322164904731","0.198184831508439"
"833","18","437_548_15693.75_15694.38.wav","-1.46915683185126","-0.00506267483642612"
"833","18","344_283_12861.07_12861.69.wav","-2.33633167725007","-0.76882070222302"
"833","18","437_548_29934.02_29934.62.wav","1.20707490899349","-2.8832056538072"
"833","18","340_91_37268.85_37274.2.wav","-1.01056876892989","-1.1747394085774"
"833","18","344_283_27589.54_27590.34.wav","-0.61435862350707","-0.608745726104108"
"54","6","300_187_7862.71_7870.28.wav","1.41421427860437","-2.88364625043789"
"340","3","204_189_28734.07_28735.04.wav","0.232323919284523","1.02176227071273"
"196","9","196_272_3397.02_3398.02.wav","-2.66978911594236","2.46076627898307"
"54","6","340_91_20468.21_20469.78.wav","-2.07870790616636","2.13863175154398"
"204","6","204_189_46558.72_46559.32.wav","1.78647017061119","-2.88547309949999"
"204","6","196_272_25934.11_25934.71.wav","3.49644382907785","0.205202698384231"
"54","6","340_91_166.79_169.11.wav","3.60984526317194","-2.04093544719562"
"204","6","204_189_14713.59_14715.1.wav","-2.66276403268521","1.87669856915373"
"344","9","204_189_13421.5_13422.46.wav","-2.19968715487343","0.501469969129884"
"54","6","300_187_7879.14_7883.78.wav","0.963807210791868","1.45640697274073"
"833","18","344_283_23613.57_23614.17.wav","-0.736262313099255","-0.325949342315568"
"857","3","54_183_30613.41_30614.63.wav","3.11701382111422","-0.54000991081777"
"54","6","340_91_3461.63_3462.26.wav","0.239625805013067","-1.09231347167438"
"833","18","437_548_30170.82_30173.41.wav","-0.824094716833675","-2.64150068338056"
"300","6","204_189_2402.24_2402.88.wav","-2.15786800009929","-0.778041834916797"
"344","9","204_189_30904.74_30905.34.wav","-1.6916022202647","0.0194249156651291"
"340","3","204_189_46587.05_46589.55.wav","3.266393372343","-2.22552573563375"
"437","18","300_187_3037.99_3038.87.wav","0.63348182393767","1.44627488935919"
"300","6","204_189_18347.96_18348.56.wav","1.69811439477072","0.438589811707211"
"437","18","300_187_8276.4_8277.72.wav","0.652821453646019","-3.02435441113794"
"857","3","437_548_29934.02_29934.62.wav","2.81706544158053","-1.36880999355228"
"833","18","437_548_31835.87_31836.49.wav","-0.436183381162178","-1.07337384129274"
"833","18","437_548_32621.33_32622.wav","-1.42997843703588","-0.0800293794348956"
"340","3","204_189_29505.53_29506.71.wav","3.23158697037078","-2.19203437720744"
"833","18","437_548_35275.09_35277.05.wav","3.11078222897846","-0.718125436145857"
"344","9","204_189_44020.29_44021.76.wav","2.6285599131153","-2.68756324532497"
"857","3","54_183_30036.27_30037.07.wav","3.57861843972641","0.0158256247412194"
"274","3","204_189_44025.94_44026.75.wav","-1.84270046203203","0.852066672112354"
"340","3","204_189_46411.67_46412.32.wav","3.65473616494264","-1.21692412026046"
"833","18","340_91_13548.4_13551.32.wav","-1.08007188010029","1.67898587207847"
"204","6","204_189_17269.89_17275.12.wav","-3.20415343813367","0.170171657808342"
"204","6","204_189_46268.15_46268.75.wav","-2.37716838440146","1.00255139047312"
"437","18","274_81_28252.09_28255.99.wav","-1.73886759255894","1.1677724310134"
"437","18","274_81_28335.15_28336.35.wav","-1.81551852996266","-0.581789094541671"
"204","6","204_189_46587.05_46589.55.wav","-3.10603442178774","1.55590465360962"
"340","3","204_189_35961.39_35962.21.wav","3.61640069698911","-0.575938621166857"
"204","6","196_272_22684.46_22688.45.wav","3.51166710125783","-1.46720661255297"
"204","6","196_272_25766.52_25769.14.wav","1.09085812434679","-2.75023507336782"
"54","6","340_91_12564.62_12565.22.wav","4.18064135291401","0.03758418747215"
"54","6","340_91_13733.8_13735.05.wav","1.88474514052213","-2.28541258266184"
"857","3","437_548_39596.53_39598.47.wav","3.51657848977168","-2.09585915677176"
"54","6","340_91_37275_37282.9.wav","-1.5996304142922","3.04670410859558"
"857","3","437_548_15916.11_15919.96.wav","3.54126951099734","-1.93643719051916"
"204","6","196_272_23441.47_23442.4.wav","-0.119232282993249","1.32032906411575"
"204","6","204_189_35930.14_35930.84.wav","-1.85506598783303","-2.01545467289222"
"340","3","204_189_43429.58_43430.18.wav","-3.30695853945641","2.75547993965337"
"54","6","340_91_34293.23_34293.83.wav","3.3639098660525","-2.90440657030074"
"437","18","204_189_3608.97_3609.57.wav","-1.1960960695732","3.1947339022487"
"274","3","204_189_14788.58_14789.18.wav","-3.09789152810926","1.51245347266195"
"340","3","204_189_982.9_985.52.wav","-0.659707615730802","-0.0997027261148337"
"833","18","340_91_562.39_564.39.wav","-1.68117148928471","2.96624010021192"
"54","6","340_91_18307.05_18307.75.wav","-0.944149478563228","-2.51512763640317"
"54","6","340_91_12574.79_12575.94.wav","2.29006559977626","0.85095253133049"
"54","6","300_187_561.14_561.74.wav","2.28751345147004","0.655786784401977"
"857","3","437_548_36828.9_36829.51.wav","0.9655780137348","-1.21388041776688"
"833","18","437_548_33807.41_33808.76.wav","3.61184014418861","-0.662284599843498"
"344","9","204_189_17464.57_17465.37.wav","-0.871355220213129","-0.300683312383077"
