"infant","age","wavFile","x","y"
"204","6","204_189_13293.38_13294.12.wav","-2.12099469336385","-1.00170575957955"
"204","6","204_189_3417.17_3418.14.wav","0.182212212699161","-3.12143807351135"
"833","18","340_91_1490.09_1490.83.wav","3.38877297094982","-0.689930271122204"
"196","9","196_272_27438.42_27439.37.wav","-1.51417677321303","-2.89702519112053"
"857","3","437_548_29601.67_29603.49.wav","-1.41921311047967","1.5515961479222"
"340","3","204_189_3418.94_3420.81.wav","-1.44243273611609","1.19052569267871"
"344","9","204_189_36506.01_36506.78.wav","3.65703968485147","0.0063675055571765"
"196","9","196_272_586.02_586.62.wav","2.73235716225168","-1.24841327918308"
"54","6","340_91_37198.33_37200.4.wav","0.429611089601445","-1.58653641286908"
"833","18","340_91_342.11_343.05.wav","-1.9664404326457","-2.54074567532579"
"344","9","204_189_17464.57_17465.37.wav","-1.21860696471481","0.19255485773046"
"833","18","437_548_31835.87_31836.49.wav","-1.00154702138517","2.86806510765413"
"340","3","204_189_3653.84_3655.75.wav","0.5819464947054","-2.07867362308766"
"833","18","340_91_364.32_368.92.wav","1.63402687550438","2.78246587222138"
"204","6","204_189_974.18_976.78.wav","-0.466881564475767","1.69472465237068"
"54","6","300_187_6671.14_6672.96.wav","-2.27914201229979","-0.103545422606093"
"833","18","437_548_36812.14_36812.75.wav","-1.81327533097404","1.91313972368506"
"437","18","300_187_3265.14_3267.88.wav","-0.691591515396365","-0.631277556166128"
"54","6","300_187_11910.11_11910.71.wav","0.939623483856557","-1.22526494972087"
"833","18","437_548_27824.03_27825.03.wav","-0.76200474272184","3.45247803833524"
"833","18","340_91_4942.31_4942.91.wav","1.93003424374162","-0.420813967741514"
"300","6","204_189_13247.56_13248.39.wav","-2.19232414645065","2.2454827340958"
"204","6","204_189_36082.08_36083.31.wav","1.29425396289551","0.0765364421637007"
"857","3","54_183_13988.95_13989.57.wav","-2.84378451048831","-3.42387309443886"
"340","3","204_189_13202.93_13204.9.wav","2.41488656638602","2.7014255966715"
"857","3","437_548_29973.51_29974.95.wav","-2.56840478790257","1.07157822845371"
"340","3","204_189_54584.24_54584.96.wav","1.11582156552418","-2.27967419817643"
"54","6","340_91_37407.02_37407.62.wav","-1.21495912136433","2.6320453448498"
"857","3","54_183_29868.49_29873.15.wav","-1.38121153323847","-3.16126424884408"
"340","3","204_189_17720.36_17722.22.wav","-2.37713237312868","-0.169725624540249"
"340","3","204_189_30490.13_30491.13.wav","-1.51748161029694","1.36284191964108"
"204","6","204_189_13550.55_13551.36.wav","-2.10414360865856","-3.40361353823046"
"196","9","196_272_17605.59_17606.66.wav","3.08654546068433","-1.03911429358505"
"833","18","437_548_15375.8_15376.44.wav","0.580641213310413","2.03838585940772"
"833","18","344_283_2161.67_2162.48.wav","-2.29429432404776","-1.58723227577479"
"300","6","204_189_30848.66_30851.23.wav","1.99723771534943","-1.2286297169066"
"833","18","344_283_36234.94_36235.55.wav","1.76033622990067","-1.57138062163392"
"833","18","344_283_29308.21_29309.02.wav","0.220543871948528","-1.22016048096807"
"54","6","340_91_13960.94_13972.31.wav","1.39809111041491","2.47265294979082"
"857","3","54_183_28803_28803.6.wav","-2.31750658749807","-0.189040488853489"
"340","3","204_189_46268.15_46268.75.wav","3.02118722188579","-0.783015261008042"
"54","6","340_91_37315.14_37326.43.wav","1.50534078273552","2.64676473876276"
"54","6","300_187_126.89_128.02.wav","0.120815239584839","-2.25787057100013"
"833","18","344_283_34478.78_34480.76.wav","-2.4055523449319","-0.0085907314652849"
"196","9","196_272_38082.24_38082.84.wav","-1.62245706937869","-1.27758108346481"
"857","3","437_548_28146.58_28147.26.wav","-0.588384258569611","2.49999227961151"
"437","18","274_81_28264.33_28265.29.wav","0.805585214313546","-1.33188975208856"
"857","3","437_548_26946.77_26948.03.wav","-2.21765462638107","-4.01229024602236"
"833","18","437_548_39309.06_39310.24.wav","-2.1626739717512","-4.52365832377089"
"833","18","340_91_14099.86_14102.55.wav","-2.00807843827661","1.80236181287592"
"833","18","340_91_18413.13_18413.96.wav","-0.362461886115636","-0.466159700056301"
"833","18","340_91_13800.32_13807.46.wav","1.92020661091367","0.731617204323717"
"857","3","437_548_14318.49_14319.09.wav","0.306108866606584","2.07397811192235"
"204","6","196_272_25857.95_25859.69.wav","0.897440339441769","2.69800010407268"
"54","6","300_187_505.43_509.53.wav","2.95181260777556","-0.935944646817775"
"300","6","204_189_36573.17_36574.21.wav","-1.32180408229273","2.69778953185867"
"204","6","196_272_40037.21_40037.93.wav","0.013060396295245","3.09113820698482"
"340","3","204_189_31112.76_31113.36.wav","-0.881839345457917","1.19260906906235"
"344","9","204_189_44115.34_44116.04.wav","-0.0729690298899363","3.18774118125029"
"833","18","344_283_11002.71_11003.98.wav","-1.82756619830574","2.69616624728266"
"833","18","437_548_5323.31_5323.91.wav","1.152047852318","1.75326909149221"
"54","6","300_187_8370.18_8370.79.wav","1.76196622299786","1.29945953583536"
"857","3","54_183_30774.55_30777.31.wav","0.713065624544367","-0.472750523910011"
"340","3","204_189_46854.81_46855.41.wav","3.45935923998577","-0.233778869158645"
"833","18","344_283_36712.82_36713.61.wav","-0.20007097945094","0.291450496521407"
"204","6","204_189_17395.71_17396.31.wav","-0.533373211643727","3.07425751336459"
"54","6","340_91_14087.52_14088.86.wav","-1.34635820732706","2.05843872840567"
"54","6","300_187_3052.11_3053.27.wav","-1.02133487128389","-0.222700160449934"
"204","6","196_272_22834.59_22835.36.wav","-1.01848087747453","1.94567783978958"
"833","18","340_91_12588.93_12590.22.wav","1.64370295713236","1.93270942492716"
"54","6","340_91_38721.32_38721.92.wav","2.06443422220514","-1.40447120236709"
"833","18","437_548_16074.83_16075.43.wav","-1.56901187169916","2.08550441898621"
"437","18","204_189_35990.31_35991.45.wav","-2.84186608512089","-3.26897390434634"
"340","3","204_189_982.9_985.52.wav","-0.753031603403433","2.40923646592563"
"833","18","340_91_343.05_343.83.wav","3.79864329034664","-0.0227630376538545"
"833","18","344_283_14423.6_14425.3.wav","2.64282546509104","2.39664491348462"
"196","9","196_272_41122.86_41123.47.wav","-2.7657395662653","-3.02576263612756"
"204","6","196_272_26723.15_26723.84.wav","0.423780007403417","-1.56518452913112"
"857","3","437_548_33503.97_33504.63.wav","-1.5817038301271","-1.34476038354657"
"204","6","196_272_20111.34_20112.wav","2.00184944208241","0.515835944747824"
