"","wavFile","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37"
"1","833_551_10035.4_10036.15.wav","70.4434198059031","-7.56306477003227","-6.36573198095024","-4.25009181129827","-2.12648302376458","-0.693754786893884","-7.59822473732337","-0.485559039357736","-4.95662485833378","3.21857717960444","-1.67799688641517","-1.3819939170621","-745.984934319916","-728.454581881446","-667.404934651898","-499.86298008726","-279.276309953266","49.4112129967183","35.7048594292462","23.2841138009792","16.457830957084","17.3814941566209","24.7243094338089","-1.76698591098233","2779.89071193908","5152.53437049982","6674.95646747404","7366.00578818603","7260.48092940154","6396.20795813821","4885.59158169943","2821.07936871398","928.638979810798","-358.964052598687","-280.638794300535","-219.667104932043"
"2","833_551_10090.27_10091.07.wav","99.7070134436786","-15.8097305605818","1.47353520297764","-6.07299490330209","-4.29380721761057","-8.54571012944075","-6.68495387523899","-8.09023647255597","-9.35666894818143","4.04465304794016","0.110100712069997","5.5867505176486","-1045.32700817176","-1054.80685121101","-948.590945660327","-741.604203179997","-431.885940685935","40.5012921844745","15.2289560858394","82.3597167546639","107.644611577419","130.165699407681","121.546714943533","108.099051103304","3548.92496690222","6887.81807637738","9039.79354110178","10399.7360842439","10733.1314817505","10003.6396108291","8016.77987927537","5330.8554539596","2623.17474428184","614.382092791103","427.54061386317","46.7396955232321"
"3","833_551_10109.73_10110.33.wav","82.3780133115069","-6.11568053347571","-4.0415054602694","-3.37363982168762","2.82112920169457","0.69366355970845","-4.01712651467375","0.530736613731922","-7.56776399139392","-2.481492565688","0.760717916477787","-3.79705312725028","-836.815227227368","-823.330876374796","-747.005336067955","-566.09320342131","-335.727796497393","4.92847343224798","0.944621942834222","-17.775836805414","-33.4014196937723","-17.6297441596572","-5.87721450652766","-13.1879185383505","3009.61992750947","5501.49103359992","7135.68303307309","7857.23334838307","7697.24194171767","6796.92342965512","5191.85130740024","3121.71040868402","1222.31275567141","-78.1631476045771","2.10242080860169","80.56512374531"
"4","833_551_10157.53_10158.71.wav","96.9521450375138","-11.0558259142368","-1.12961700164136","-7.9699156664167","0.111680110862778","-1.07413096881283","-9.62042256169222","-3.39501988365138","-10.3757204201982","4.7547568216618","-6.22666246142459","-5.55601594698549","-1006.29953684846","-990.552382252275","-910.964118021286","-699.901675478926","-416.41487016159","34.9217095808992","-5.50985435185786","1.54304888330608","-21.1791422600625","-5.90725423646493","9.10327444660286","-14.1357698565536","3485.15024310657","6642.67012734425","8597.24250942154","9579.23682194289","9462.499784159","8421.72990388111","6519.3456287044","3922.29084077114","1483.71991738494","-223.182885036954","-75.6818890514336","-81.2812332922462"
"5","833_551_10182.34_10182.94.wav","66.230420256082","-6.95619933022045","-4.17146090285808","-6.16335800179593","0.33476532263486","0.259703836267088","-6.85224526966132","-0.50468784034749","-7.19648569273971","-0.307124346885607","-2.89852266400853","-1.18955762230403","-694.754336411605","-676.759268154297","-621.241279900888","-467.25039640448","-273.291596221211","21.6515552942951","6.83356021276551","8.71744076865369","-2.34006745070141","14.1192405726055","31.7275641090125","15.2254035743485","2533.38396206169","4658.53272391974","6008.00361374579","6663.42212917101","6571.13883453855","5852.27850303841","4584.95322998623","2820.72242379914","1189.97935161884","46.5544803760653","89.3283669152589","64.4384297667511"
"6","833_551_1019.46_1020.21.wav","65.1131479166106","-3.89120580836182","5.09971534890995","-3.26745534380951","-8.46983359063454","-0.594254727178307","-6.39278368695578","-3.28218420621574","-6.25680449133903","-3.10938944566372","-4.27914797846118","-5.25150561259474","-688.504954670614","-680.353194185431","-629.68814689557","-495.074770079182","-303.96454228046","-28.8947018910883","-35.3031268954935","-0.258434479974882","3.30162543345115","-17.1661556184628","-1.47437033113533","-10.1179789572788","2244.23757937018","4237.73942524647","5545.99731832561","6341.23215329171","6462.46070772088","5810.01155783832","4589.74955247883","2909.35952520978","1282.46621408438","126.167250830687","51.3709262006709","-74.2442463851808"
"7","833_551_10195.76_10196.36.wav","55.4995397229831","-3.7711809151462","1.47894742877307","-4.06440012901359","-4.14093378560559","-4.06250030182957","-9.82228296472138","-4.16866345582803","-2.27011975687345","-2.12705038210348","-2.74189128907085","0.115200172231327","-584.565618816894","-590.31805262322","-559.547577056301","-440.840800766104","-254.871646501277","-10.5605552575135","-7.4358407271795","32.338591741884","45.760033678556","54.6192070310231","59.6144138445333","31.6330068695236","1794.2339931297","3597.56984904655","4839.39949952535","5663.1971017907","5923.77626124395","5589.46646161162","4607.19049435378","3016.90881056275","1428.98042429688","298.424001719513","102.918381990166","-119.157227214548"
"8","833_551_10199.9_10200.5.wav","62.641639336764","-3.52470585919007","-5.45327440348925","-8.5934064653586","-0.746497236223663","-4.24397880129031","-4.52891541020876","4.31842667122301","-6.88339078777794","-2.79560234169866","-1.23178201440914","2.25724735060387","-669.613856374779","-668.271887615678","-601.184047154198","-431.536283620017","-248.372577256299","20.6673130162776","30.5680002967051","42.4890384709076","30.9988945816703","47.8926430221451","44.2952390504593","32.7719258822869","2537.39942193846","4569.43346964977","5950.78909709173","6679.64702055901","6650.44147362365","5988.19816949376","4600.76859387568","2790.11784122619","1193.74993321112","48.8923475123296","-31.9102899621601","-75.3141039005216"
"9","833_551_10234.97_10235.57.wav","80.8851124193191","-2.72738602176063","2.28788693583597","-3.40896534455161","-9.99694597251574","-4.82008845131602","-5.93543827131116","-5.06400832881337","-5.96410652651466","-9.1158601065254","-4.83532707100297","-3.95811133229694","-857.217416266997","-862.652359669269","-786.843501480887","-620.728372831883","-372.264516225552","-49.5584549934301","-37.7917812987722","4.66806118793476","24.8896405408369","12.7204627416636","20.3967379082701","21.6342868558819","2784.59161664107","5228.84654687494","6912.50921061388","7946.58560933142","8199.66284800563","7521.95631867532","5977.84229399141","3934.67365846232","1913.60287784148","492.488720564536","291.006066366765","77.1640387929715"
"10","833_551_10237.87_10239.03.wav","78.8926055632676","-6.7739072250006","-3.35885163730443","-7.06215390000512","-5.70750900542739","-0.947581624634541","-7.5474795563028","-2.10309046520035","-4.61378059498042","-1.02216566591669","-3.89126232283313","-7.62501906554338","-846.43416385401","-827.32206858481","-754.769377854382","-573.999045639973","-322.275777916217","27.3203356820417","17.0222699404787","5.9818102643879","-19.3089932969674","-37.2637072198959","-29.501274178744","-48.0608933550246","3116.38056566173","5704.02817838528","7376.72902860652","8141.81160632892","7953.3149956875","6865.87435879731","5095.87347378363","2816.57677131089","734.423245410841","-615.052094155378","-490.761750291494","-342.58050609836"
