"infant","age","wavFile","MFCC1","MFCC2","MFCC3","MFCC4","MFCC5","MFCC6","MFCC7","MFCC8","MFCC9","MFCC10","MFCC11","MFCC12","dMFCC1","dMFCC2","dMFCC3","dMFCC4","dMFCC5","dMFCC6","dMFCC7","dMFCC8","dMFCC9","dMFCC10","dMFCC11","dMFCC12","ddMFCC1","ddMFCC2","ddMFCC3","ddMFCC4","ddMFCC5","ddMFCC6","ddMFCC7","ddMFCC8","ddMFCC9","ddMFCC10","ddMFCC11","ddMFCC12"
"all","scaled:center","NA","80.0696106916454","-5.75553554032411","-3.49303452385972","-4.97760220126271","-5.56908882938473","-3.09839608158903","-4.96074607464319","-0.822972628204383","-4.75889742703814","-0.881848353092595","-3.77466135602613","-1.74541586577564","-850.646873425821","-843.245196657349","-760.124913087854","-575.423178966319","-325.572560720268","24.6147619402489","15.0565604739226","22.946971866622","21.6669262142225","14.1972610857257","15.2573867325985","5.65278219838683","3114.41393164514","5717.23882883793","7406.56928479934","8261.7579524318","8238.23259216224","7312.51477173861","5563.2017032333","3332.56905104868","1259.66737418548","-145.057172612151","-130.07044902586","-143.912753029337"
"all","scaled:scale","NA","13.4031501153996","4.25701882940834","4.5903500644811","3.22016456222554","4.48651189935874","3.67699164301335","4.10806346720299","4.33344693298537","4.35300324073248","4.62610309831183","4.46497236814475","4.82624777097588","144.882256811332","140.496258444819","122.784903889201","95.6496587757218","57.7311526379313","38.7468028236657","36.5177151400739","35.208065645827","42.96632983947","49.6808509974435","54.0278173114753","52.9331121297434","668.626956167455","1101.75092523339","1354.96410144179","1444.61369466658","1412.38417497109","1263.92546573477","1044.06887565741","822.497382596888","668.026720407915","601.043307043311","509.558932886615","370.088844718674"
"54","6","300_187_7879.14_7883.78.wav","-1.18283644826847","0.840012955451653","0.0682558842307487","0.498599394677314","0.282069424753521","1.71841025035415","0.780788735189303","0.601637784458456","0.0875638046998963","-0.288100720857297","0.871118705725662","0.0105670768727981","1.19144113282416","1.36041097117753","1.42550183823335","1.43717020573341","1.25642171707329","-0.39967655280781","0.000264081332899907","-0.467942305458383","-0.610634955256322","-0.727521575165227","-0.362242452606275","-0.23210648483568","-0.721569357197577","-1.01707901754201","-1.11337752414203","-1.23904149795501","-1.36027977675152","-1.49796183776039","-1.43454451777118","-1.1463661449653","-0.581583222881572","-0.0150454769573518","0.0297191267879695","0.306978632494282"
"204","6","204_189_1846.59_1847.93.wav","-1.18527686753559","1.46249216597645","0.428477198431248","0.70818392751022","-0.144222148755076","-0.775118191565554","-2.09100885102685","0.0731237785820112","0.548983025928762","-0.977502847903897","0.596718027939197","0.211224530865177","1.19598636731906","1.08223992454091","0.772311552613769","0.689357326011234","0.504640053654185","-1.38316117006927","-0.229397617654527","0.355766051517076","0.836567299413988","0.925629263948742","0.802293240425009","0.153727233417489","-1.61034607363126","-1.4822244788517","-1.31489042715682","-1.15252301784727","-0.916072856941871","-0.589625597516598","-0.178187441983848","0.0667716680468387","0.356442196767486","0.490961507589636","-0.0796200148613821","-0.572515663292838"
"833","18","437_548_15498.71_15500.6.wav","1.15489916655965","0.123208273731401","-2.27043304996975","-0.583164336095946","2.63145362097095","0.485403150126573","-0.592112375006105","0.37650788379298","-0.937684487740393","-0.728255792767486","1.02702044910003","-0.36670241658436","-0.921589713070064","-0.899762640478045","-0.997509776755432","-0.882148771082708","-0.957557324304227","-0.0973625545734945","0.647046735227234","-0.942564260091357","-1.30175642632292","-0.208650823464582","-0.024625898350879","-0.185643520183106","0.732236657053787","0.78334743375406","0.897713427106366","0.820479815484078","0.681729408716712","0.668650156030392","0.647383992365689","0.446574165613609","0.204416674255712","-0.0387048924452532","0.0569225019202929","0.606162656106696"
"54","6","340_91_2176.49_2177.35.wav","0.923581126179368","-0.437021417057584","-2.05940535541735","-0.829571014428274","0.165109267343395","-0.356986618103507","0.80458802226298","-0.498089922013022","-1.26694952872062","1.98447268249899","0.569980391065123","0.188791309903862","-1.03261204140745","-1.00795082649009","-0.826292144037474","-0.774497953403738","-0.789759779127704","1.53737986910221","1.92211188832608","0.906277317963413","0.39963954892688","0.320282529045504","0.0780223276187601","0.252861203387698","1.11710952675103","1.22345936721978","1.31537067037527","1.27624626853778","1.17858959683797","1.0394165139467","0.75716529825056","0.436420543836976","-0.075723708874017","-0.674089960594525","-0.574803082162083","-0.219779951089794"
"196","9","196_272_21266.23_21267.14.wav","-0.674166742252011","1.00464509671759","0.820702062675244","-0.257151400670224","0.0336388885715311","-1.18624390174229","-2.49141144260953","-0.522489574042604","0.290487233739656","0.237091476993833","1.83830565939025","2.67396054597733","0.692220503313315","0.537212019787805","0.183212017930974","0.0271486748142237","-0.172510558902074","-0.864236654134905","0.762975019551828","2.88345455234788","3.32969620899357","3.53799260724761","3.20498262470582","2.34094691988483","-1.36770393305568","-1.03384421777393","-0.726530692316964","-0.320323569075676","0.158512723843501","0.790041693191719","1.497244835001","1.90679783377004","2.05460830083563","1.651517340005","0.70889726542966","-0.326518975012057"
"204","6","204_189_1153.19_1155.63.wav","-0.633454963335169","0.31188046491978","-1.3840822228416","-0.0373554057343119","0.547838382123797","-0.1510470153885","0.548992802074139","-0.504711150805196","0.889387695402251","-0.348212460176177","-1.19285639329244","0.939372284788426","0.572840461391514","0.594044093078085","0.710473465811693","0.653369039822055","0.964558400902023","0.376400457190177","0.0228158745103039","-0.148569734865161","0.209087022103677","0.632742639905807","0.680103608735181","0.963825280868739","-0.241971299267695","-0.356094331089131","-0.449798191525429","-0.532106583243904","-0.554263517149056","-0.500947975535303","-0.391123151820628","-0.0740116702291706","0.298076985892685","0.726320631795726","0.928528407421577","1.09308921174067"
"857","3","54_183_19386.06_19386.66.wav","1.60862963890379","-1.54861539615852","0.621722225301025","-1.13980895281839","-0.761182436971242","1.71746031069343","-0.589768852364764","1.35005710547582","-0.98826400768569","-0.303842102578536","-1.15780542892756","-1.10723807479038","-1.66454487688596","-1.4596736102153","-1.53683637231883","-1.20487188371926","-1.15517922428786","0.498461653561085","-0.754101841207912","-0.831564283632741","-1.29034085718992","-1.5831980674505","-0.949299613995127","-1.05705343268975","1.81963172827464","1.69695741782192","1.53119162644496","1.42544076537733","1.22287818934269","0.883407219536248","0.606593526862411","0.0723814736607505","-0.418743498627561","-0.724591613008052","-0.337563732280048","-0.182385194503853"
"833","18","437_548_26330.75_26333.07.wav","-0.449795551533078","0.237010754329358","1.56933829378381","0.727276201076895","0.576118066264961","0.715894200602601","-0.18805528464311","-0.85690286206309","-0.91991304806723","0.65817083711686","-0.699797912418478","-0.23057574934622","0.642371591529977","0.643847130691127","0.53400249814369","0.247334322563798","-0.37643554863252","-1.05684203886645","-1.60823536054134","-0.947341417398672","-0.557918829658643","-0.19968594758768","0.149294338828582","0.241312371852684","-1.0843794889457","-0.950117923349434","-0.963599751886753","-0.907644329501987","-0.816205790827217","-0.649684085013019","-0.313795167852325","0.17346307134025","0.682927223956551","0.921216256972075","1.02162209518874","0.931778004868507"
"833","18","344_283_9454.07_9457.79.wav","-0.870929108781894","-0.501850056684444","-0.87697790057229","-0.127680110417382","1.57788571403837","1.60833135720366","-0.87538537989176","1.20002659838961","1.09461931286529","-0.765774313474901","0.00468051117673905","0.217626287996855","0.9223188660284","1.11587947623722","1.01233365542406","1.24339383584053","1.64462636703499","0.549576987482818","0.039699175483738","-0.735080436747879","-0.935960200644316","-0.373554158413033","0.0610754270279874","-0.331139857528846","-0.290633846231867","-0.548309748845453","-0.723946225229641","-0.924043253314286","-1.12340368617937","-1.2484929872391","-1.16272131934831","-1.14546653386198","-0.831318887206601","-0.252901702877166","-0.0087354098547591","0.223465092834072"
"204","6","204_189_17484.32_17485.42.wav","0.806767014163186","1.83372632934029","-0.214567569178813","-2.73040900192748","-2.8493310294495","-1.40418438049524","0.169361335818801","1.09118885498188","3.22470861056392","1.62350293365194","-0.643060443050534","-0.590299151812814","-1.24105739478186","-1.32178065489472","-1.23949437560726","-0.966320637641081","0.184537486606076","2.17836592349799","2.87248474861018","2.61870191792291","0.985169966206702","-0.673107355746328","-1.50002249140751","-1.92063095185664","1.60525065490939","1.66154054309651","1.77543401180198","1.83107947890264","1.70864831559052","1.31029729755542","0.510217270141646","-0.742001644291914","-2.25290722341262","-3.11968251836865","-3.4619196268673","-3.68698178957876"
"857","3","437_548_27135.24_27136.61.wav","1.33516369776253","-2.29173167296021","-0.731618967247445","-0.398633472729851","1.1298296835244","1.50158533343102","-0.953976586728411","-1.85844511712064","1.84897646453887","0.186821767113214","2.11725093763077","1.72671684546514","-1.23549796045983","-1.05047254938785","-1.15291341113287","-1.36181117126447","-0.49533078604306","1.39815828020394","1.37126885068392","1.54157317800596","1.33028985017708","1.65427128299276","1.96584992782023","1.51553047116335","1.27747579145869","1.37858020743343","1.42732870804689","1.47917037545257","1.49954265157843","1.55308459155036","1.72404328611293","1.59202794507599","0.978394301177585","0.4917674254152","0.476071810127225","0.386554198135464"
"857","3","437_548_27104.99_27106.65.wav","1.40652837262957","-2.05831705964954","-0.373954182217556","0.185085235144256","0.953602455669887","-0.111675778059965","-0.52657306777712","-0.515410417461292","0.566318313472551","-0.838394715647452","0.0174884124703593","1.10862553919083","-1.25490283686448","-1.26587824657184","-1.31642303958682","-1.30359818352484","-0.829021994025242","0.515653202543832","-0.320229558608863","0.116730016633763","0.568109343416972","1.1748295416221","1.25502827321857","1.18493673930271","1.12394346117355","1.21938240924729","1.18595287582591","1.22073320409067","1.28529348881215","1.42158190138182","1.5282601722021","1.47054790839452","1.17333067186981","0.923130146016709","1.0881663959945","0.95386911599027"
