"","jvfs_1_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","szch_1_targetChildProminence","modal_prominence","clean","recording","startSecond","endSecond"
"40",2,3,2,2,2,FALSE,"0054_000603_scrubbed.wav",1447.78,1448.38
"41",2,2,2,2,2,FALSE,"0054_000603_scrubbed.wav",1452.38,1453.62
"42",2,2,2,2,2,FALSE,"0054_000603_scrubbed.wav",1464.86,1466.18
"43",2,2,2,2,2,FALSE,"0054_000603_scrubbed.wav",1466.98,1467.84
"44",2,2,2,1,2,FALSE,"0054_000603_scrubbed.wav",1468.68,1470.22
"45",2,2,2,2,2,FALSE,"0054_000603_scrubbed.wav",1471.13,1473.31
"46",2,1,2,1,1,TRUE,"0054_000603_scrubbed.wav",1477.29,1479.04
"47",2,2,2,1,2,FALSE,"0054_000603_scrubbed.wav",1480,1481.47
"48",2,2,2,2,2,FALSE,"0054_000603_scrubbed.wav",1482.87,1485.51
"49",2,2,2,2,2,FALSE,"0054_000603_scrubbed.wav",1494.95,1495.98
"50",2,2,2,2,2,FALSE,"0054_000603_scrubbed.wav",1497.74,1498.35
"51",2,3,2,2,2,FALSE,"0054_000603_scrubbed.wav",1517.18,1517.78
"52",2,2,2,2,2,FALSE,"0054_000603_scrubbed.wav",1518.8,1519.67
"53",1,2,2,1,1,TRUE,"0054_000603_scrubbed.wav",1523.73,1524.64
"54",2,2,2,2,2,FALSE,"0054_000603_scrubbed.wav",1536.51,1538.26
"55",3,2,2,2,2,FALSE,"0054_000603_scrubbed.wav",1567.97,1569.98
