"","recording","startSeconds","endSeconds","blky_1_targetChildProminence","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_1_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","lskw_1_targetChildProminence","pdav_1_targetChildProminence","pwwr_1_targetChildProminence","qoth_2_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_2_targetChildProminence","ztcp_1_targetChildProminence","modal_prominence","clean"
"194","0274_000221_scrubbed.wav",2040.95,2043.9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"195","0274_000221_scrubbed.wav",2072.55,2079.7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"196","0274_000221_scrubbed.wav",2136.75,2138,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"197","0274_000221_scrubbed.wav",2138,2138.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"198","0274_000221_scrubbed.wav",2138.6,2139.85,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"199","0274_000221_scrubbed.wav",2139.85,2140.55,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,FALSE
"200","0274_000221_scrubbed.wav",2140.55,2145.96,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"201","0274_000221_scrubbed.wav",2145.96,2147,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"202","0274_000221_scrubbed.wav",2148,2151.26,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"203","0274_000221_scrubbed.wav",2151.26,2151.99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"204","0274_000221_scrubbed.wav",2151.99,2153.9,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"205","0274_000221_scrubbed.wav",2153.9,2154.51,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"206","0274_000221_scrubbed.wav",2154.51,2155.71,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"207","0274_000221_scrubbed.wav",2155.71,2156.46,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,FALSE
"208","0274_000221_scrubbed.wav",2156.46,2161.16,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"209","0274_000221_scrubbed.wav",2161.16,2161.77,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,FALSE
"210","0274_000221_scrubbed.wav",2161.77,2168.03,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"211","0274_000221_scrubbed.wav",2172.51,2176.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"212","0274_000221_scrubbed.wav",2190.32,2200.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"213","0274_000221_scrubbed.wav",2235.85,2255.59,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"214","0274_000221_scrubbed.wav",2255.59,2256.19,5,5,4,5,5,4,4,5,5,5,5,5,4,5,4,5,5,FALSE
"215","0274_000221_scrubbed.wav",2264.21,2264.86,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"216","0274_000221_scrubbed.wav",2323.19,2332.83,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"217","0274_000221_scrubbed.wav",2342.83,2343.48,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,FALSE
"218","0274_000221_scrubbed.wav",2345.29,2346.7,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,FALSE
"219","0274_000221_scrubbed.wav",2347.82,2349.47,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"220","0274_000221_scrubbed.wav",2352.11,2353.47,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"221","0274_000221_scrubbed.wav",2360.72,2361.37,4,4,4,4,4,3,4,4,4,4,5,4,4,5,4,4,4,FALSE
"222","0274_000221_scrubbed.wav",2361.37,2362.37,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,FALSE
"223","0274_000221_scrubbed.wav",2367.76,2368.36,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"224","0274_000221_scrubbed.wav",2369.29,2370.04,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"225","0274_000221_scrubbed.wav",2370.04,2371.51,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"226","0274_000221_scrubbed.wav",2372.18,2377.91,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"227","0274_000221_scrubbed.wav",2378.71,2380.09,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"228","0274_000221_scrubbed.wav",2380.09,2383.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"229","0274_000221_scrubbed.wav",2383.5,2384.1,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"230","0274_000221_scrubbed.wav",2391.14,2392.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"231","0274_000221_scrubbed.wav",2393.35,2396.51,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"232","0274_000221_scrubbed.wav",2396.51,2397.87,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"233","0274_000221_scrubbed.wav",2397.87,2401.05,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"234","0274_000221_scrubbed.wav",2401.66,2405.15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"235","0274_000221_scrubbed.wav",2405.95,2414.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"236","0274_000221_scrubbed.wav",2425.24,2429.13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"237","0274_000221_scrubbed.wav",2429.93,2431.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"238","0274_000221_scrubbed.wav",2431.8,2432.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"239","0274_000221_scrubbed.wav",2432.4,2433.42,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"240","0274_000221_scrubbed.wav",2441.38,2442.84,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"241","0274_000221_scrubbed.wav",2445.84,2461.39,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"242","0274_000221_scrubbed.wav",2461.39,2461.99,4,5,5,4,5,5,4,4,5,5,5,5,5,5,4,5,5,FALSE
"243","0274_000221_scrubbed.wav",2476.77,2485.01,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"244","0274_000221_scrubbed.wav",2486.06,2486.88,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"245","0274_000221_scrubbed.wav",2490,2491.76,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"246","0274_000221_scrubbed.wav",2491.76,2498.17,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,FALSE
"247","0274_000221_scrubbed.wav",2501.89,2502.49,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,FALSE
"248","0274_000221_scrubbed.wav",2564.19,2564.79,4,4,2,5,2,5,5,5,2,5,5,5,1,2,5,3,5,FALSE
"249","0274_000221_scrubbed.wav",2577.48,2578.1,5,4,2,5,3,5,5,4,5,5,5,5,2,5,5,2,5,FALSE
"250","0274_000221_scrubbed.wav",2587.9,2589.47,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"251","0274_000221_scrubbed.wav",2612.49,2613.21,5,2,2,2,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"252","0274_000221_scrubbed.wav",2621.9,2622.92,4,2,2,3,3,3,3,4,5,4,2,3,3,5,2,3,3,FALSE
"253","0274_000221_scrubbed.wav",2625.43,2626.24,3,2,3,3,2,3,3,4,4,2,2,3,3,3,2,3,3,FALSE
"254","0274_000221_scrubbed.wav",2635.45,2636.37,4,3,4,4,5,5,5,5,5,4,5,4,5,5,4,5,5,FALSE
"255","0274_000221_scrubbed.wav",2778.93,2779.56,5,4,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"256","0274_000221_scrubbed.wav",2836.72,2838.04,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"257","0274_000221_scrubbed.wav",2870.6,2871.2,4,3,2,2,2,3,2,3,4,4,5,2,2,4,2,4,2,FALSE
"258","0274_000221_scrubbed.wav",2884.76,2885.37,5,2,5,2,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"259","0274_000221_scrubbed.wav",2926.87,2927.65,5,2,5,2,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"260","0274_000221_scrubbed.wav",2929.24,2929.97,5,2,5,2,5,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"261","0274_000221_scrubbed.wav",3107.26,3108.22,5,2,2,3,3,2,2,2,5,2,2,2,2,2,2,2,2,FALSE
"262","0274_000221_scrubbed.wav",3147.37,3147.97,5,2,2,2,2,2,2,1,4,2,2,1,2,2,1,2,2,FALSE
"263","0274_000221_scrubbed.wav",3197.15,3197.8,5,2,2,2,2,2,2,1,4,2,2,1,2,1,1,2,2,FALSE
"264","0274_000221_scrubbed.wav",3274.86,3275.46,5,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"265","0274_000221_scrubbed.wav",3277.81,3278.41,5,2,5,2,2,2,2,1,2,2,2,2,2,1,2,2,2,FALSE
"266","0274_000221_scrubbed.wav",3334.37,3335.02,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"267","0274_000221_scrubbed.wav",3336.18,3336.85,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"268","0274_000221_scrubbed.wav",3418.46,3419.07,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,FALSE
"269","0274_000221_scrubbed.wav",3432.12,3433.12,1,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,FALSE
"270","0274_000221_scrubbed.wav",3438.75,3439.35,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,FALSE
"271","0274_000221_scrubbed.wav",3445.17,3445.97,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"272","0274_000221_scrubbed.wav",3447.12,3447.72,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"273","0274_000221_scrubbed.wav",3462.78,3463.41,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"274","0274_000221_scrubbed.wav",3470.05,3470.66,4,2,2,5,3,3,3,4,2,3,2,2,2,1,2,2,2,FALSE
"275","0274_000221_scrubbed.wav",3471.55,3472.4,4,2,2,4,3,2,3,2,2,3,2,1,2,1,2,2,2,FALSE
"276","0274_000221_scrubbed.wav",3478.74,3481.07,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,FALSE
"277","0274_000221_scrubbed.wav",3481.87,3482.84,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"278","0274_000221_scrubbed.wav",3491.59,3492.25,2,3,2,5,2,2,5,2,2,2,2,1,5,1,2,5,2,FALSE
"279","0274_000221_scrubbed.wav",3498.44,3499.04,2,4,2,5,5,5,5,2,4,2,3,1,5,1,2,5,5,FALSE
"280","0274_000221_scrubbed.wav",3500.79,3501.39,2,5,5,5,5,5,5,2,5,2,3,2,5,5,5,5,5,FALSE
"281","0274_000221_scrubbed.wav",3511.25,3512.13,4,4,5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,FALSE
"282","0274_000221_scrubbed.wav",3524.99,3525.6,4,3,5,5,5,5,5,2,5,4,5,5,5,5,2,5,5,FALSE
"283","0274_000221_scrubbed.wav",3527.62,3528.5,4,5,2,4,5,5,5,4,4,4,5,5,5,2,5,4,5,FALSE
"284","0274_000221_scrubbed.wav",3528.5,3529.36,5,2,2,2,5,5,5,3,3,4,5,5,2,2,1,4,5,FALSE
"285","0274_000221_scrubbed.wav",3548.77,3549.38,5,2,2,2,5,5,5,5,3,4,5,5,2,2,2,5,5,FALSE
"286","0274_000221_scrubbed.wav",3554.97,3555.58,1,2,2,2,2,5,2,1,2,4,2,2,2,2,1,2,2,FALSE
"287","0274_000221_scrubbed.wav",3626.05,3626.65,1,2,2,2,2,5,2,2,2,2,2,2,2,1,2,3,2,FALSE
"288","0274_000221_scrubbed.wav",3645.21,3646.02,1,2,2,3,2,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"289","0274_000221_scrubbed.wav",3686.82,3687.42,1,2,2,2,3,3,3,4,4,2,2,2,2,1,2,2,2,FALSE
"290","0274_000221_scrubbed.wav",3807.61,3808.24,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"291","0274_000221_scrubbed.wav",3825.12,3825.72,1,2,2,5,2,1,2,2,5,2,2,1,2,1,1,2,2,FALSE
"292","0274_000221_scrubbed.wav",3841.99,3842.6,1,2,2,2,2,1,2,1,4,2,2,1,2,1,1,2,2,FALSE
"293","0274_000221_scrubbed.wav",3907.99,3908.6,1,2,2,3,2,2,2,2,2,3,2,2,2,1,2,2,2,FALSE
"294","0274_000221_scrubbed.wav",3986.69,3987.39,1,2,2,5,2,2,2,2,2,3,2,1,2,1,1,2,2,FALSE
"295","0274_000221_scrubbed.wav",4018.31,4018.94,1,2,2,3,2,2,2,2,5,3,2,1,2,1,1,1,2,FALSE
"296","0274_000221_scrubbed.wav",4061.69,4062.29,1,2,2,4,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"297","0274_000221_scrubbed.wav",4075.55,4076.15,5,3,2,5,2,2,2,5,2,2,2,1,2,1,1,2,2,FALSE
"298","0274_000221_scrubbed.wav",4157.44,4158.04,1,3,2,5,3,2,2,2,2,3,2,1,2,1,2,2,2,FALSE
"299","0274_000221_scrubbed.wav",4216.61,4217.79,2,3,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"300","0274_000221_scrubbed.wav",4672.34,4673.03,4,2,2,5,3,3,5,4,4,2,5,2,5,1,2,5,2,FALSE
"301","0274_000221_scrubbed.wav",7080.6,7081.2,1,2,2,2,2,2,2,3,4,2,2,2,2,1,2,3,2,FALSE
"302","0274_000221_scrubbed.wav",7087.75,7088.35,1,2,2,2,5,3,4,4,2,2,2,3,3,1,2,2,2,FALSE
"303","0274_000221_scrubbed.wav",9543.12,9543.79,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"304","0274_000221_scrubbed.wav",9580.67,9581.27,1,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,FALSE
"305","0274_000221_scrubbed.wav",10551.67,10552.27,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"306","0274_000221_scrubbed.wav",10653.84,10654.47,5,5,5,2,5,5,5,5,5,2,2,5,5,1,5,5,5,FALSE
"307","0274_000221_scrubbed.wav",10662.43,10663.05,5,5,5,2,5,5,5,5,2,5,5,5,5,5,5,5,5,FALSE
"308","0274_000221_scrubbed.wav",10664.01,10664.78,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"309","0274_000221_scrubbed.wav",12868.5,12869.1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,FALSE
"310","0274_000221_scrubbed.wav",13347.29,13348.52,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"311","0274_000221_scrubbed.wav",13350.02,13351.22,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"312","0274_000221_scrubbed.wav",13355.35,13356.08,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"313","0274_000221_scrubbed.wav",13363.37,13363.99,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"314","0274_000221_scrubbed.wav",13621.42,13622.51,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"315","0274_000221_scrubbed.wav",13624.89,13625.6,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"316","0274_000221_scrubbed.wav",13629.28,13629.93,5,4,5,3,5,5,5,5,5,5,4,2,5,5,5,5,5,FALSE
"317","0274_000221_scrubbed.wav",13629.93,13630.93,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"318","0274_000221_scrubbed.wav",13631.78,13632.58,5,5,5,3,5,5,5,5,5,5,5,5,4,5,4,4,5,FALSE
"319","0274_000221_scrubbed.wav",13632.58,13633.4,5,4,5,2,5,5,5,4,5,5,5,5,4,5,5,5,5,FALSE
"320","0274_000221_scrubbed.wav",13634.37,13635.48,5,5,5,3,5,5,5,5,5,2,5,5,5,5,5,5,5,FALSE
"321","0274_000221_scrubbed.wav",13636.33,13637.35,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,FALSE
"322","0274_000221_scrubbed.wav",13777.61,13778.3,5,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"323","0274_000221_scrubbed.wav",13838.23,13838.86,5,3,2,3,2,3,4,4,5,5,3,4,2,5,2,4,2,FALSE
"324","0274_000221_scrubbed.wav",13929.19,13929.79,5,4,5,4,5,5,4,4,5,5,5,5,5,5,5,3,5,FALSE
"325","0274_000221_scrubbed.wav",13935.64,13936.24,5,4,5,5,5,2,2,3,2,2,3,1,2,4,2,2,2,FALSE
"326","0274_000221_scrubbed.wav",13984.28,13984.88,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"327","0274_000221_scrubbed.wav",13986.23,13986.86,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"328","0274_000221_scrubbed.wav",14000.85,14001.48,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"329","0274_000221_scrubbed.wav",14001.48,14002.28,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"330","0274_000221_scrubbed.wav",14002.28,14002.88,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"331","0274_000221_scrubbed.wav",14032.66,14035.19,5,2,2,2,2,2,2,3,5,2,2,2,2,2,2,2,2,FALSE
"332","0274_000221_scrubbed.wav",14054.95,14055.55,5,3,2,2,2,3,2,2,2,2,2,2,2,1,2,3,2,FALSE
"333","0274_000221_scrubbed.wav",14061.2,14061.8,1,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3,2,FALSE
"334","0274_000221_scrubbed.wav",14072.71,14073.31,1,2,2,2,2,2,3,2,3,2,2,2,2,1,2,2,2,FALSE
"335","0274_000221_scrubbed.wav",14111.66,14112.88,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"336","0274_000221_scrubbed.wav",14114.68,14115.28,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,FALSE
"337","0274_000221_scrubbed.wav",14134.71,14135.31,1,2,2,2,2,4,4,5,2,2,2,4,5,1,4,5,2,FALSE
"338","0274_000221_scrubbed.wav",14136.11,14136.71,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"339","0274_000221_scrubbed.wav",14141.99,14142.65,1,2,2,2,2,3,3,3,2,2,2,2,2,1,2,3,2,FALSE
"340","0274_000221_scrubbed.wav",14150.42,14151.59,1,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,FALSE
"341","0274_000221_scrubbed.wav",14152.44,14153.65,2,2,2,2,2,2,3,3,2,2,2,2,2,1,2,2,2,FALSE
"342","0274_000221_scrubbed.wav",14161.8,14162.95,5,5,5,5,2,4,4,4,5,2,5,5,5,1,4,5,5,FALSE
"343","0274_000221_scrubbed.wav",14162.95,14163.91,5,4,5,5,5,5,5,5,5,2,5,5,4,5,4,5,5,FALSE
"344","0274_000221_scrubbed.wav",14165.33,14165.94,2,3,5,3,2,2,2,3,5,2,2,2,2,1,2,4,2,FALSE
"345","0274_000221_scrubbed.wav",14169.81,14170.84,2,2,1,2,2,2,2,2,3,2,2,2,2,1,2,4,2,FALSE
"346","0274_000221_scrubbed.wav",14172.7,14174,2,3,3,3,2,3,3,3,3,3,3,2,3,1,3,3,3,FALSE
"347","0274_000221_scrubbed.wav",14176.28,14177.33,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,3,2,FALSE
"348","0274_000221_scrubbed.wav",14179.28,14182.11,4,3,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,FALSE
"349","0274_000221_scrubbed.wav",14183.8,14184.92,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,FALSE
"350","0274_000221_scrubbed.wav",14186.15,14186.97,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"351","0274_000221_scrubbed.wav",14198.81,14199.41,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"352","0274_000221_scrubbed.wav",14200.21,14201.14,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"353","0274_000221_scrubbed.wav",14202.81,14204.07,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"354","0274_000221_scrubbed.wav",14208.4,14209.8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"355","0274_000221_scrubbed.wav",14210.86,14211.62,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"356","0274_000221_scrubbed.wav",14213.67,14217.13,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"357","0274_000221_scrubbed.wav",14218.05,14220.14,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"358","0274_000221_scrubbed.wav",14220.96,14221.77,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,FALSE
"359","0274_000221_scrubbed.wav",14223.37,14225.04,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"360","0274_000221_scrubbed.wav",14228.76,14230.52,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"361","0274_000221_scrubbed.wav",14235.87,14236.64,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,2,2,FALSE
"362","0274_000221_scrubbed.wav",14237.44,14238.97,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"363","0274_000221_scrubbed.wav",14239.9,14240.77,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"364","0274_000221_scrubbed.wav",14241.64,14243.46,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"365","0274_000221_scrubbed.wav",14244.34,14245.52,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"366","0274_000221_scrubbed.wav",14246.49,14247.2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"367","0274_000221_scrubbed.wav",14249.17,14251.78,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"368","0274_000221_scrubbed.wav",14256.18,14256.78,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,FALSE
"369","0274_000221_scrubbed.wav",14265.51,14266.84,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,FALSE
"370","0274_000221_scrubbed.wav",14267.64,14268.77,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,3,2,FALSE
"371","0274_000221_scrubbed.wav",14269.94,14271.27,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,FALSE
"372","0274_000221_scrubbed.wav",14272.07,14272.98,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"373","0274_000221_scrubbed.wav",14275.78,14277.84,2,2,2,2,2,3,2,3,2,2,2,2,2,1,2,3,2,FALSE
"374","0274_000221_scrubbed.wav",14280.12,14281.32,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"375","0274_000221_scrubbed.wav",14282.13,14282.82,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,FALSE
"376","0274_000221_scrubbed.wav",14283.85,14285.19,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,FALSE
"377","0274_000221_scrubbed.wav",14286.15,14287.5,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,FALSE
"378","0274_000221_scrubbed.wav",14288.61,14289.22,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"379","0274_000221_scrubbed.wav",14290.36,14291.12,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"380","0274_000221_scrubbed.wav",14292.04,14293.08,2,2,1,2,2,3,3,2,2,2,2,2,2,1,2,2,2,FALSE
"381","0274_000221_scrubbed.wav",14293.88,14294.92,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"382","0274_000221_scrubbed.wav",14295.94,14298.07,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,FALSE
"383","0274_000221_scrubbed.wav",14298.88,14299.97,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"384","0274_000221_scrubbed.wav",14300.77,14302.35,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"385","0274_000221_scrubbed.wav",14303.95,14304.65,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"386","0274_000221_scrubbed.wav",14307.07,14310.58,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"387","0274_000221_scrubbed.wav",14311.88,14315.03,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,FALSE
"388","0274_000221_scrubbed.wav",14316.06,14317.36,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"389","0274_000221_scrubbed.wav",14318.23,14319.09,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,FALSE
"390","0274_000221_scrubbed.wav",14319.89,14322.39,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"391","0274_000221_scrubbed.wav",14323.41,14324.63,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"392","0274_000221_scrubbed.wav",14325.73,14326.33,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"393","0274_000221_scrubbed.wav",14327.13,14328.73,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"394","0274_000221_scrubbed.wav",14328.73,14329.78,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"395","0274_000221_scrubbed.wav",14329.78,14330.38,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,FALSE
"396","0274_000221_scrubbed.wav",14331.45,14332.4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,FALSE
"397","0274_000221_scrubbed.wav",14333.22,14334.73,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,FALSE
"398","0274_000221_scrubbed.wav",14334.73,14335.73,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
