"","jvfs_1_targetChildProminence","lant_2_targetChildProminence","szch_2_targetChildProminence","modal_prominence","clean"
"855",4,4,3,4,FALSE
"856",2,3,2,2,FALSE
"857",2,2,2,2,FALSE
"858",5,5,5,5,FALSE
"859",2,2,2,2,FALSE
"860",5,4,5,5,FALSE
"861",5,4,4,4,FALSE
"862",3,3,3,3,FALSE
"863",3,3,3,3,FALSE
"864",5,3,3,3,FALSE
"865",5,5,5,5,FALSE
"866",5,5,5,5,FALSE
"867",4,4,5,4,FALSE
"868",3,3,2,3,FALSE
"869",5,4,4,4,FALSE
"870",5,5,5,5,FALSE
"871",5,5,5,5,FALSE
"872",5,5,5,5,FALSE
"873",5,5,5,5,FALSE
"874",5,5,5,5,FALSE
"875",5,5,5,5,FALSE
"876",5,5,5,5,FALSE
"877",5,5,5,5,FALSE
"878",4,2,2,2,FALSE
"879",5,5,5,5,FALSE
"880",5,5,5,5,FALSE
"881",5,5,5,5,FALSE
"882",5,5,5,5,FALSE
"883",5,5,5,5,FALSE
"884",5,5,5,5,FALSE
"885",5,5,5,5,FALSE
"886",5,5,5,5,FALSE
"887",5,5,5,5,FALSE
"888",5,5,5,5,FALSE
"889",5,5,5,5,FALSE
"890",5,5,5,5,FALSE
"891",5,5,5,5,FALSE
"892",5,5,5,5,FALSE
"893",5,5,5,5,FALSE
"894",5,5,5,5,FALSE
"895",5,5,5,5,FALSE
"896",3,2,1,1,TRUE
"897",2,2,2,2,FALSE
"898",5,4,3,3,FALSE
"899",5,5,5,5,FALSE
"900",5,5,5,5,FALSE
"901",5,3,5,5,FALSE
"902",5,5,5,5,FALSE
"903",5,5,5,5,FALSE
"904",5,5,5,5,FALSE
"905",3,3,2,3,FALSE
"906",2,2,1,2,FALSE
"907",3,2,2,2,FALSE
"908",2,2,2,2,FALSE
"909",1,2,1,1,TRUE
"910",1,2,2,2,FALSE
"911",1,2,2,2,FALSE
"912",1,2,2,2,FALSE
"913",1,1,1,1,TRUE
"914",2,2,1,2,FALSE
"915",5,5,5,5,FALSE
"916",2,1,1,1,TRUE
"917",1,1,1,1,TRUE
"918",1,2,1,1,TRUE
"919",4,3,2,2,FALSE
"920",2,2,2,2,FALSE
"921",1,1,1,1,TRUE
"922",4,3,3,3,FALSE
"923",2,2,2,2,FALSE
"924",5,5,5,5,FALSE
"925",2,2,1,2,FALSE
"926",4,3,3,3,FALSE
"927",1,1,1,1,TRUE
"928",4,3,2,2,FALSE
"929",3,2,2,2,FALSE
"930",1,2,1,1,TRUE
"931",1,2,1,1,TRUE
"932",1,2,1,1,TRUE
"933",2,3,3,3,FALSE
"934",3,2,1,1,TRUE
"935",3,2,1,1,TRUE
"936",3,2,1,1,TRUE
"937",3,2,1,1,TRUE
"938",5,5,5,5,FALSE
"939",1,2,1,1,TRUE
"940",1,2,1,1,TRUE
"941",2,2,2,2,FALSE
"942",2,2,1,2,FALSE
"943",1,1,1,1,TRUE
"944",1,2,1,1,TRUE
"945",5,3,3,3,FALSE
"946",2,2,1,2,FALSE
"947",1,2,1,1,TRUE
"948",3,3,3,3,FALSE
"949",5,5,5,5,FALSE
"950",4,3,3,3,FALSE
"951",2,3,3,3,FALSE
"952",3,3,3,3,FALSE
"953",2,2,2,2,FALSE
"954",1,2,1,1,TRUE
"955",2,2,1,2,FALSE
"956",4,3,3,3,FALSE
"957",2,2,1,2,FALSE
"958",1,2,1,1,TRUE
"959",1,2,1,1,TRUE
"960",2,2,1,2,FALSE
"961",1,2,1,1,TRUE
"962",1,2,1,1,TRUE
"963",2,5,4,2,FALSE
"964",2,2,1,2,FALSE
"965",2,3,3,3,FALSE
"966",2,3,2,2,FALSE
"967",4,4,3,4,FALSE
"968",2,2,1,2,FALSE
"969",2,2,1,2,FALSE
"970",5,4,4,4,FALSE
"971",3,2,2,2,FALSE
"972",2,2,2,2,FALSE
"973",2,2,2,2,FALSE
"974",4,3,2,2,FALSE
"975",3,2,2,2,FALSE
"976",3,3,2,3,FALSE
"977",2,2,1,2,FALSE
"978",2,2,1,2,FALSE
"979",2,2,1,2,FALSE
"980",3,3,2,3,FALSE
"981",1,2,1,1,TRUE
"982",2,2,2,2,FALSE
"983",1,1,1,1,TRUE
"984",2,2,1,2,FALSE
"985",2,2,1,2,FALSE
"986",2,2,1,2,FALSE
"987",2,3,1,1,TRUE
"988",2,3,2,2,FALSE
"989",2,2,2,2,FALSE
"990",2,3,1,1,TRUE
"991",2,2,1,2,FALSE
"992",2,3,1,1,TRUE
"993",2,3,2,2,FALSE
"994",2,2,1,2,FALSE
"995",2,2,1,2,FALSE
"996",2,3,1,1,TRUE
"997",1,1,1,1,TRUE
"998",2,2,1,2,FALSE
"999",3,3,2,3,FALSE
"1000",2,2,2,2,FALSE
"1001",4,4,4,4,FALSE
"1002",2,2,1,2,FALSE
"1003",2,2,1,2,FALSE
"1004",2,2,1,2,FALSE
"1005",2,2,2,2,FALSE
"1006",2,2,1,2,FALSE
"1007",2,2,2,2,FALSE
"1008",2,2,1,2,FALSE
"1009",1,2,1,1,TRUE
"1010",2,2,1,2,FALSE
"1011",2,2,1,2,FALSE
"1012",2,2,1,2,FALSE
"1013",2,2,1,2,FALSE
"1014",2,2,1,2,FALSE
"1015",2,2,1,2,FALSE
"1016",1,2,1,1,TRUE
"1017",2,2,1,2,FALSE
"1018",2,2,1,2,FALSE
"1019",2,2,1,2,FALSE
"1020",2,2,1,2,FALSE
"1021",1,2,1,1,TRUE
"1022",2,2,2,2,FALSE
"1023",2,3,2,2,FALSE
"1024",2,2,2,2,FALSE
"1025",3,3,2,3,FALSE
"1026",1,2,1,1,TRUE
"1027",1,1,1,1,TRUE
"1028",2,2,1,2,FALSE
"1029",2,2,1,2,FALSE
"1030",2,2,1,2,FALSE
"1031",2,3,2,2,FALSE
"1032",2,2,2,2,FALSE
"1033",2,2,1,2,FALSE
"1034",2,2,2,2,FALSE
"1035",2,2,2,2,FALSE
"1036",2,2,2,2,FALSE
"1037",3,2,2,2,FALSE
"1038",3,3,2,3,FALSE
"1039",2,3,2,2,FALSE
"1040",2,2,2,2,FALSE
"1041",2,3,2,2,FALSE
"1042",2,2,1,2,FALSE
"1043",2,2,2,2,FALSE
"1044",2,2,2,2,FALSE
"1045",2,2,2,2,FALSE
"1046",2,2,2,2,FALSE
"1047",2,2,2,2,FALSE
"1048",2,2,1,2,FALSE
"1049",2,2,1,2,FALSE
"1050",2,2,2,2,FALSE
"1051",1,2,1,1,TRUE
"1052",2,2,1,2,FALSE
"1053",2,2,1,2,FALSE
"1054",2,2,1,2,FALSE
"1055",2,2,1,2,FALSE
"1056",3,3,2,3,FALSE
"1057",3,3,2,3,FALSE
"1058",3,3,2,3,FALSE
"1059",2,2,2,2,FALSE
"1060",2,2,1,2,FALSE
"1061",2,2,1,2,FALSE
"1062",3,4,2,2,FALSE
"1063",2,2,2,2,FALSE
"1064",2,2,1,2,FALSE
"1065",3,2,2,2,FALSE
"1066",2,2,1,2,FALSE
"1067",3,2,2,2,FALSE
"1068",3,2,2,2,FALSE
"1069",2,2,1,2,FALSE
"1070",2,3,2,2,FALSE
"1071",2,2,1,2,FALSE
"1072",2,2,2,2,FALSE
"1073",3,2,2,2,FALSE
"1074",2,2,2,2,FALSE
"1075",1,2,1,1,TRUE
"1076",1,2,1,1,TRUE
"1077",1,2,1,1,TRUE
"1078",2,3,1,1,TRUE
"1079",2,2,1,2,FALSE
"1080",1,2,1,1,TRUE
"1081",2,2,1,2,FALSE
"1082",2,2,1,2,FALSE
"1083",2,2,1,2,FALSE
"1084",2,2,2,2,FALSE
"1085",2,3,2,2,FALSE
"1086",2,3,2,2,FALSE
"1087",2,2,1,2,FALSE
"1088",2,3,2,2,FALSE
"1089",2,2,2,2,FALSE
"1090",2,2,1,2,FALSE
"1091",2,3,3,3,FALSE
"1092",2,2,1,2,FALSE
"1093",2,2,2,2,FALSE
"1094",2,2,1,2,FALSE
"1095",2,2,1,2,FALSE
"1096",2,2,2,2,FALSE
"1097",2,2,1,2,FALSE
"1098",2,3,2,2,FALSE
"1099",2,2,1,2,FALSE
"1100",1,2,1,1,TRUE
"1101",2,2,2,2,FALSE
"1102",1,2,1,1,TRUE
"1103",3,2,1,1,TRUE
"1104",3,2,1,1,TRUE
"1105",3,2,1,1,TRUE
"1106",3,2,1,1,TRUE
"1107",3,2,1,1,TRUE
"1108",1,2,1,1,TRUE
"1109",1,2,1,1,TRUE
"1110",1,2,1,1,TRUE
"1111",2,2,2,2,FALSE
"1112",1,2,1,1,TRUE
"1113",1,2,1,1,TRUE
"1114",1,2,1,1,TRUE
"1115",3,2,1,1,TRUE
"1116",2,2,1,2,FALSE
"1117",1,2,1,1,TRUE
"1118",2,2,1,2,FALSE
"1119",3,2,2,2,FALSE
"1120",3,2,2,2,FALSE
"1121",2,2,1,2,FALSE
"1122",2,2,1,2,FALSE
"1123",2,2,1,2,FALSE
"1124",2,2,2,2,FALSE
"1125",1,2,1,1,TRUE
"1126",1,1,1,1,TRUE
"1127",1,2,1,1,TRUE
"1128",2,2,1,2,FALSE
"1129",1,2,1,1,TRUE
"1130",2,2,1,2,FALSE
"1131",2,2,1,2,FALSE
"1132",1,1,1,1,TRUE
"1133",1,2,1,1,TRUE
"1134",2,4,1,1,TRUE
"1135",1,2,1,1,TRUE
"1136",2,2,2,2,FALSE
"1137",3,3,2,3,FALSE
"1138",2,2,1,2,FALSE
"1139",2,2,1,2,FALSE
"1140",2,2,1,2,FALSE
"1141",2,2,1,2,FALSE
"1142",2,2,1,2,FALSE
"1143",1,2,1,1,TRUE
"1144",2,3,1,1,TRUE
"1145",2,2,1,2,FALSE
"1146",2,2,1,2,FALSE
"1147",2,2,1,2,FALSE
"1148",1,2,1,1,TRUE
"1149",5,5,5,5,FALSE
"1150",1,2,1,1,TRUE
"1151",1,2,1,1,TRUE
"1152",2,2,1,2,FALSE
"1153",2,2,1,2,FALSE
"1154",3,3,1,3,FALSE
"1155",2,2,1,2,FALSE
"1156",1,2,1,1,TRUE
"1157",1,2,1,1,TRUE
"1158",1,1,1,1,TRUE
"1159",1,2,1,1,TRUE
"1160",2,2,1,2,FALSE
"1161",1,2,1,1,TRUE
"1162",2,2,1,2,FALSE
"1163",2,2,1,2,FALSE
"1164",2,2,2,2,FALSE
"1165",4,3,3,3,FALSE
"1166",2,1,1,1,TRUE
"1167",4,4,4,4,FALSE
"1168",5,5,5,5,FALSE
"1169",2,2,1,2,FALSE
"1170",2,2,1,2,FALSE
"1171",4,3,2,2,FALSE
"1172",1,2,1,1,TRUE
"1173",2,2,2,2,FALSE
"1174",3,2,2,2,FALSE
"1175",2,2,2,2,FALSE
"1176",1,1,1,1,TRUE
"1177",2,2,1,2,FALSE
"1178",2,2,1,2,FALSE
"1179",1,2,1,1,TRUE
"1180",1,2,1,1,TRUE
"1181",3,3,1,3,FALSE
"1182",2,2,1,2,FALSE
"1183",1,2,2,2,FALSE
"1184",1,2,1,1,TRUE
"1185",4,3,2,2,FALSE
"1186",2,2,1,2,FALSE
"1187",2,2,1,2,FALSE
"1188",4,3,2,2,FALSE
"1189",2,2,2,2,FALSE
"1190",2,2,2,2,FALSE
"1191",2,2,2,2,FALSE
"1192",2,2,2,2,FALSE
"1193",2,2,1,2,FALSE
"1194",2,2,1,2,FALSE
"1195",2,2,1,2,FALSE
"1196",2,2,1,2,FALSE
"1197",2,2,2,2,FALSE
"1198",2,2,2,2,FALSE
"1199",2,2,2,2,FALSE
"1200",2,2,1,2,FALSE
"1201",2,2,1,2,FALSE
"1202",2,3,2,2,FALSE
"1203",4,4,3,4,FALSE
"1204",2,2,1,2,FALSE
"1205",2,2,1,2,FALSE
"1206",1,2,1,1,TRUE
"1207",2,2,1,2,FALSE
"1208",3,3,2,3,FALSE
"1209",2,2,2,2,FALSE
"1210",2,2,2,2,FALSE
"1211",2,2,2,2,FALSE
"1212",2,2,2,2,FALSE
"1213",3,2,2,2,FALSE
"1214",2,2,1,2,FALSE
"1215",2,2,2,2,FALSE
"1216",2,2,2,2,FALSE
"1217",3,3,2,3,FALSE
"1218",2,3,2,2,FALSE
"1219",3,2,2,2,FALSE
"1220",3,2,2,2,FALSE
"1221",2,2,1,2,FALSE
"1222",2,2,2,2,FALSE
"1223",2,2,1,2,FALSE
"1224",1,2,1,1,TRUE
"1225",2,2,1,2,FALSE
"1226",2,2,1,2,FALSE
"1227",2,2,1,2,FALSE
"1228",1,2,1,1,TRUE
"1229",2,2,2,2,FALSE
"1230",2,2,1,2,FALSE
"1231",3,3,3,3,FALSE
"1232",2,4,1,1,TRUE
"1233",3,3,3,3,FALSE
"1234",2,2,1,2,FALSE
"1235",2,2,2,2,FALSE
"1236",2,2,1,2,FALSE
"1237",1,2,1,1,TRUE
"1238",1,2,1,1,TRUE
"1239",1,2,1,1,TRUE
"1240",1,2,2,2,FALSE
"1241",1,2,1,1,TRUE
"1242",2,2,2,2,FALSE
"1243",2,2,2,2,FALSE
"1244",1,2,1,1,TRUE
"1245",1,2,1,1,TRUE
"1246",1,2,1,1,TRUE
"1247",2,2,1,2,FALSE
"1248",2,2,1,2,FALSE
"1249",2,2,2,2,FALSE
"1250",2,2,2,2,FALSE
"1251",3,3,2,3,FALSE
"1252",3,3,2,3,FALSE
"1253",1,2,1,1,TRUE
"1254",1,2,1,1,TRUE
"1255",1,2,1,1,TRUE
"1256",2,3,2,2,FALSE
"1257",1,2,1,1,TRUE
"1258",2,2,1,2,FALSE
"1259",2,2,1,2,FALSE
"1260",3,2,2,2,FALSE
"1261",3,3,2,3,FALSE
"1262",2,3,2,2,FALSE
"1263",3,3,2,3,FALSE
"1264",2,3,2,2,FALSE
"1265",2,3,2,2,FALSE
"1266",3,2,2,2,FALSE
"1267",5,5,5,5,FALSE
"1268",1,2,1,1,TRUE
"1269",4,2,1,1,TRUE
"1270",1,2,1,1,TRUE
"1271",2,2,1,2,FALSE
"1272",2,2,1,2,FALSE
"1273",2,2,1,2,FALSE
"1274",1,2,1,1,TRUE
"1275",2,2,1,2,FALSE
"1276",2,2,1,2,FALSE
"1277",1,2,1,1,TRUE
"1278",2,2,2,2,FALSE
"1279",2,2,1,2,FALSE
"1280",2,2,1,2,FALSE
"1281",2,2,1,2,FALSE
"1282",5,5,5,5,FALSE
"1283",2,2,2,2,FALSE
"1284",3,3,2,3,FALSE
"1285",3,3,2,3,FALSE
"1286",5,5,5,5,FALSE
"1287",1,2,1,1,TRUE
"1288",2,2,2,2,FALSE
"1289",1,2,1,1,TRUE
"1290",1,2,1,1,TRUE
"1291",2,2,2,2,FALSE
"1292",2,2,2,2,FALSE
"1293",1,2,1,1,TRUE
"1294",2,2,2,2,FALSE
"1295",2,2,1,2,FALSE
"1296",4,3,2,2,FALSE
"1297",5,5,5,5,FALSE
"1298",5,5,5,5,FALSE
"1299",2,3,2,2,FALSE
"1300",3,3,2,3,FALSE
"1301",3,3,2,3,FALSE
"1302",2,2,2,2,FALSE
"1303",2,3,2,2,FALSE
"1304",2,3,2,2,FALSE
"1305",2,2,1,2,FALSE
"1306",2,2,2,2,FALSE
"1307",3,4,3,3,FALSE
"1308",2,2,1,2,FALSE
"1309",2,2,1,2,FALSE
"1310",3,3,2,3,FALSE
"1311",2,2,1,2,FALSE
"1312",2,2,1,2,FALSE
"1313",2,2,1,2,FALSE
"1314",2,2,1,2,FALSE
"1315",2,2,1,2,FALSE
"1316",2,2,1,2,FALSE
"1317",3,3,2,3,FALSE
"1318",3,3,3,3,FALSE
"1319",2,3,2,2,FALSE
"1320",2,2,1,2,FALSE
"1321",2,2,1,2,FALSE
"1322",3,2,2,2,FALSE
"1323",3,2,1,1,TRUE
"1324",2,2,2,2,FALSE
"1325",3,2,2,2,FALSE
"1326",4,4,2,4,FALSE
"1327",3,2,2,2,FALSE
"1328",3,2,2,2,FALSE
"1329",2,2,2,2,FALSE
"1330",3,2,1,1,TRUE
"1331",3,2,2,2,FALSE
"1332",2,3,2,2,FALSE
"1333",3,3,2,3,FALSE
"1334",3,2,2,2,FALSE
"1335",2,2,1,2,FALSE
"1336",2,3,2,2,FALSE
"1337",3,2,1,1,TRUE
"1338",2,2,1,2,FALSE
"1339",3,3,2,3,FALSE
"1340",3,2,1,1,TRUE
"1341",2,3,2,2,FALSE
"1342",2,2,1,2,FALSE
"1343",4,2,2,2,FALSE
"1344",2,2,1,2,FALSE
"1345",2,2,1,2,FALSE
"1346",2,2,1,2,FALSE
"1347",2,2,1,2,FALSE
"1348",3,2,1,1,TRUE
"1349",2,3,1,1,TRUE
"1350",2,2,1,2,FALSE
"1351",2,2,1,2,FALSE
"1352",2,2,1,2,FALSE
"1353",2,2,1,2,FALSE
"1354",2,2,1,2,FALSE
"1355",2,2,1,2,FALSE
"1356",2,2,1,2,FALSE
"1357",2,2,2,2,FALSE
"1358",2,2,1,2,FALSE
"1359",1,2,1,1,TRUE
"1360",3,2,2,2,FALSE
"1361",4,3,2,2,FALSE
"1362",3,2,1,1,TRUE
"1363",2,3,2,2,FALSE
"1364",2,2,2,2,FALSE
"1365",2,2,2,2,FALSE
"1366",2,2,1,2,FALSE
"1367",1,2,1,1,TRUE
"1368",3,2,1,1,TRUE
"1369",2,2,1,2,FALSE
"1370",1,2,1,1,TRUE
"1371",1,2,1,1,TRUE
"1372",2,2,1,2,FALSE
"1373",2,2,1,2,FALSE
"1374",3,2,2,2,FALSE
"1375",2,2,1,2,FALSE
"1376",3,2,2,2,FALSE
"1377",2,2,2,2,FALSE
"1378",1,2,1,1,TRUE
"1379",2,2,2,2,FALSE
"1380",5,4,2,2,FALSE
"1381",3,2,1,1,TRUE
"1382",3,2,2,2,FALSE
"1383",2,2,1,2,FALSE
"1384",2,2,1,2,FALSE
"1385",2,2,1,2,FALSE
"1386",2,2,1,2,FALSE
"1387",2,2,2,2,FALSE
"1388",3,3,2,3,FALSE
"1389",2,2,1,2,FALSE
"1390",2,2,1,2,FALSE
"1391",2,3,2,2,FALSE
"1392",2,2,2,2,FALSE
"1393",2,2,2,2,FALSE
"1394",2,2,2,2,FALSE
"1395",3,2,2,2,FALSE
"1396",3,3,2,3,FALSE
"1397",3,2,2,2,FALSE
"1398",2,2,1,2,FALSE
"1399",3,3,2,3,FALSE
"1400",3,3,2,3,FALSE
"1401",3,2,2,2,FALSE
"1402",3,2,2,2,FALSE
"1403",2,2,2,2,FALSE
"1404",2,2,2,2,FALSE
"1405",2,2,2,2,FALSE
"1406",2,2,2,2,FALSE
"1407",2,2,1,2,FALSE
"1408",1,2,1,1,TRUE
"1409",1,2,1,1,TRUE
"1410",1,2,1,1,TRUE
"1411",1,2,1,1,TRUE
"1412",1,2,1,1,TRUE
"1413",1,2,1,1,TRUE
"1414",2,2,1,2,FALSE
"1415",2,2,1,2,FALSE
"1416",1,2,1,1,TRUE
"1417",1,2,1,1,TRUE
"1418",1,2,1,1,TRUE
"1419",2,2,1,2,FALSE
"1420",2,2,1,2,FALSE
"1421",2,2,1,2,FALSE
"1422",1,2,1,1,TRUE
"1423",1,2,1,1,TRUE
"1424",2,2,1,2,FALSE
"1425",2,2,1,2,FALSE
"1426",2,2,2,2,FALSE
"1427",2,3,1,1,TRUE
"1428",2,2,1,2,FALSE
"1429",2,2,1,2,FALSE
"1430",2,2,1,2,FALSE
"1431",2,2,1,2,FALSE
"1432",1,2,1,1,TRUE
"1433",1,2,1,1,TRUE
"1434",2,2,1,2,FALSE
"1435",2,2,1,2,FALSE
"1436",2,2,1,2,FALSE
"1437",2,2,1,2,FALSE
"1438",2,2,1,2,FALSE
"1439",1,2,1,1,TRUE
"1440",2,2,1,2,FALSE
"1441",2,2,1,2,FALSE
"1442",1,2,1,1,TRUE
"1443",1,2,1,1,TRUE
"1444",2,2,1,2,FALSE
"1445",3,2,1,1,TRUE
"1446",2,2,1,2,FALSE
"1447",2,2,1,2,FALSE
"1448",2,2,1,2,FALSE
"1449",2,2,1,2,FALSE
"1450",1,2,1,1,TRUE
"1451",2,2,1,2,FALSE
"1452",2,2,1,2,FALSE
"1453",1,2,1,1,TRUE
"1454",2,2,1,2,FALSE
"1455",1,2,1,1,TRUE
"1456",2,2,2,2,FALSE
"1457",2,2,1,2,FALSE
"1458",2,2,1,2,FALSE
"1459",2,2,1,2,FALSE
"1460",2,2,2,2,FALSE
"1461",5,4,1,1,TRUE
"1462",1,2,1,1,TRUE
"1463",3,2,1,1,TRUE
"1464",1,2,1,1,TRUE
"1465",2,2,1,2,FALSE
"1466",1,2,1,1,TRUE
"1467",2,2,1,2,FALSE
"1468",2,2,2,2,FALSE
"1469",1,2,1,1,TRUE
"1470",2,2,1,2,FALSE
"1471",3,3,1,3,FALSE
"1472",2,2,1,2,FALSE
"1473",2,2,1,2,FALSE
"1474",2,2,1,2,FALSE
"1475",2,2,1,2,FALSE
"1476",2,2,1,2,FALSE
"1477",1,2,1,1,TRUE
"1478",2,2,1,2,FALSE
"1479",2,3,2,2,FALSE
"1480",1,2,1,1,TRUE
"1481",2,2,1,2,FALSE
"1482",2,2,1,2,FALSE
"1483",1,2,1,1,TRUE
"1484",1,2,1,1,TRUE
"1485",2,2,1,2,FALSE
"1486",2,2,1,2,FALSE
"1487",2,2,1,2,FALSE
"1488",2,2,1,2,FALSE
"1489",2,2,1,2,FALSE
"1490",2,2,1,2,FALSE
"1491",3,3,1,3,FALSE
"1492",3,2,2,2,FALSE
"1493",2,2,1,2,FALSE
"1494",3,2,2,2,FALSE
"1495",2,2,1,2,FALSE
"1496",2,2,1,2,FALSE
"1497",2,2,1,2,FALSE
"1498",2,2,1,2,FALSE
"1499",2,2,2,2,FALSE
"1500",1,2,1,1,TRUE
"1501",2,4,2,2,FALSE
"1502",2,2,2,2,FALSE
"1503",2,2,1,2,FALSE
"1504",1,2,1,1,TRUE
"1505",2,2,1,2,FALSE
"1506",1,2,1,1,TRUE
"1507",2,2,1,2,FALSE
"1508",1,2,1,1,TRUE
"1509",2,2,1,2,FALSE
"1510",2,2,2,2,FALSE
"1511",1,2,1,1,TRUE
"1512",2,3,2,2,FALSE
"1513",2,2,2,2,FALSE
"1514",2,2,2,2,FALSE
"1515",1,2,1,1,TRUE
"1516",2,2,1,2,FALSE
"1517",2,2,1,2,FALSE
"1518",2,2,1,2,FALSE
"1519",2,2,1,2,FALSE
"1520",3,2,2,2,FALSE
"1521",1,2,1,1,TRUE
"1522",2,2,1,2,FALSE
"1523",2,2,2,2,FALSE
"1524",2,2,1,2,FALSE
"1525",2,3,1,1,TRUE
"1526",3,3,2,3,FALSE
"1527",2,3,2,2,FALSE
"1528",2,2,1,2,FALSE
"1529",3,3,2,3,FALSE
"1530",3,3,2,3,FALSE
"1531",2,2,1,2,FALSE
"1532",2,2,1,2,FALSE
"1533",2,3,1,1,TRUE
"1534",2,3,2,2,FALSE
"1535",2,2,1,2,FALSE
"1536",1,2,1,1,TRUE
"1537",2,2,2,2,FALSE
"1538",2,2,1,2,FALSE
"1539",2,2,2,2,FALSE
"1540",2,2,2,2,FALSE
"1541",2,3,2,2,FALSE
"1542",2,2,1,2,FALSE
"1543",2,2,2,2,FALSE
"1544",2,2,1,2,FALSE
"1545",3,3,3,3,FALSE
"1546",4,4,3,4,FALSE
"1547",4,3,2,2,FALSE
"1548",2,2,1,2,FALSE
"1549",2,3,2,2,FALSE
"1550",1,2,1,1,TRUE
"1551",2,2,1,2,FALSE
"1552",3,2,1,1,TRUE
"1553",2,2,1,2,FALSE
"1554",2,2,1,2,FALSE
"1555",3,2,1,1,TRUE
"1556",2,3,2,2,FALSE
"1557",2,2,1,2,FALSE
"1558",3,3,2,3,FALSE
"1559",4,2,1,1,TRUE
"1560",2,2,1,2,FALSE
"1561",3,2,1,1,TRUE
"1562",2,3,1,1,TRUE
"1563",3,3,2,3,FALSE
"1564",3,2,2,2,FALSE
"1565",3,2,1,1,TRUE
"1566",2,2,1,2,FALSE
"1567",2,2,1,2,FALSE
"1568",2,2,1,2,FALSE
"1569",4,3,3,3,FALSE
"1570",1,2,1,1,TRUE
"1571",2,2,1,2,FALSE
"1572",1,2,1,1,TRUE
"1573",1,2,1,1,TRUE
"1574",2,2,1,2,FALSE
"1575",2,2,1,2,FALSE
"1576",3,2,1,1,TRUE
"1577",3,3,2,3,FALSE
"1578",3,2,2,2,FALSE
"1579",2,2,1,2,FALSE
"1580",2,2,1,2,FALSE
"1581",2,2,2,2,FALSE
"1582",2,2,1,2,FALSE
"1583",2,2,1,2,FALSE
"1584",2,2,1,2,FALSE
"1585",2,2,1,2,FALSE
"1586",1,2,1,1,TRUE
"1587",2,2,1,2,FALSE
"1588",2,2,1,2,FALSE
"1589",2,2,1,2,FALSE
"1590",2,2,2,2,FALSE
"1591",3,3,2,3,FALSE
"1592",2,2,1,2,FALSE
"1593",2,2,1,2,FALSE
"1594",3,2,1,1,TRUE
"1595",2,2,1,2,FALSE
"1596",3,2,2,2,FALSE
"1597",2,2,2,2,FALSE
"1598",1,2,1,1,TRUE
"1599",2,2,2,2,FALSE
"1600",2,2,1,2,FALSE
"1601",1,2,1,1,TRUE
"1602",2,2,1,2,FALSE
"1603",2,2,1,2,FALSE
"1604",2,2,1,2,FALSE
"1605",2,2,1,2,FALSE
"1606",2,2,1,2,FALSE
"1607",2,2,1,2,FALSE
"1608",2,2,1,2,FALSE
"1609",2,1,1,1,TRUE
"1610",2,2,1,2,FALSE
"1611",2,2,1,2,FALSE
"1612",2,2,1,2,FALSE
"1613",2,2,1,2,FALSE
"1614",1,2,1,1,TRUE
"1615",1,2,1,1,TRUE
"1616",2,2,2,2,FALSE
"1617",2,2,1,2,FALSE
"1618",2,2,1,2,FALSE
"1619",2,2,1,2,FALSE
"1620",2,2,1,2,FALSE
"1621",1,2,1,1,TRUE
"1622",1,2,1,1,TRUE
"1623",1,2,1,1,TRUE
"1624",1,2,1,1,TRUE
"1625",2,2,1,2,FALSE
"1626",2,2,1,2,FALSE
"1627",2,2,1,2,FALSE
"1628",2,2,1,2,FALSE
"1629",1,2,1,1,TRUE
"1630",2,3,2,2,FALSE
"1631",2,2,1,2,FALSE
"1632",2,2,2,2,FALSE
"1633",2,2,2,2,FALSE
"1634",2,2,1,2,FALSE
"1635",2,4,2,2,FALSE
"1636",2,2,2,2,FALSE
"1637",5,5,5,5,FALSE
"1638",2,2,2,2,FALSE
"1639",3,3,2,3,FALSE
"1640",5,5,5,5,FALSE
"1641",2,2,2,2,FALSE
"1642",2,2,2,2,FALSE
"1643",2,2,2,2,FALSE
"1644",2,2,2,2,FALSE
"1645",2,3,2,2,FALSE
"1646",2,2,2,2,FALSE
"1647",5,5,5,5,FALSE
"1648",2,2,1,2,FALSE
"1649",5,4,5,5,FALSE
"1650",4,2,2,2,FALSE
"1651",2,2,2,2,FALSE
"1652",2,2,2,2,FALSE
"1653",5,5,5,5,FALSE
"1654",3,3,1,3,FALSE
"1655",2,2,1,2,FALSE
"1656",2,3,2,2,FALSE
"1657",2,2,1,2,FALSE
"1658",2,2,1,2,FALSE
"1659",2,2,1,2,FALSE
"1660",2,2,1,2,FALSE
"1661",5,4,5,5,FALSE
"1662",2,2,1,2,FALSE
"1663",2,2,1,2,FALSE
"1664",2,2,1,2,FALSE
"1665",3,3,2,3,FALSE
"1666",3,3,2,3,FALSE
"1667",2,2,1,2,FALSE
"1668",5,5,5,5,FALSE
"1669",4,3,2,2,FALSE
"1670",2,3,2,2,FALSE
"1671",3,3,2,3,FALSE
"1672",3,3,2,3,FALSE
"1673",2,2,1,2,FALSE
"1674",2,2,1,2,FALSE
"1675",2,2,1,2,FALSE
"1676",2,2,1,2,FALSE
"1677",2,2,1,2,FALSE
"1678",2,2,1,2,FALSE
"1679",3,2,2,2,FALSE
"1680",2,2,1,2,FALSE
"1681",2,2,1,2,FALSE
"1682",3,3,2,3,FALSE
