"","recording","startSeconds","endSeconds","blky_1_targetChildProminence","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_1_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","lplf_1_targetChildProminence","lskw_1_targetChildProminence","pdav_1_targetChildProminence","pwwr_1_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_2_targetChildProminence","ztcp_1_targetChildProminence","modal_prominence","clean"
"176","0340_000301_scrubbed.wav",3072.94,3073.6,5,2,1,3,5,5,5,5,2,2,2,5,2,2,1,2,2,FALSE
"177","0340_000301_scrubbed.wav",3222.73,3223.58,1,2,1,4,2,3,2,1,2,2,3,2,1,2,2,2,2,FALSE
"178","0340_000301_scrubbed.wav",3224.38,3224.98,5,4,3,4,4,5,3,4,4,3,4,3,3,2,3,2,3,FALSE
"179","0340_000301_scrubbed.wav",3234.19,3234.83,1,2,2,3,2,3,2,2,2,3,3,2,1,2,2,2,2,FALSE
"180","0340_000301_scrubbed.wav",3238.5,3239.52,5,5,1,3,5,5,5,5,5,2,2,5,1,2,2,2,5,FALSE
"181","0340_000301_scrubbed.wav",3274.76,3275.36,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,FALSE
"182","0340_000301_scrubbed.wav",3307.58,3308.18,5,2,1,1,5,5,5,5,2,2,2,1,1,2,1,2,2,FALSE
"183","0340_000301_scrubbed.wav",3318.89,3319.79,1,2,2,2,5,3,3,1,2,2,2,1,1,2,1,2,2,FALSE
"184","0340_000301_scrubbed.wav",3320.85,3321.46,5,2,2,5,2,5,3,3,2,2,3,1,1,2,1,2,2,FALSE
"185","0340_000301_scrubbed.wav",3332.87,3333.47,1,2,2,4,3,3,2,3,2,2,3,2,2,2,2,2,2,FALSE
"186","0340_000301_scrubbed.wav",3345.28,3345.88,2,3,2,4,3,3,3,3,2,2,2,2,2,2,2,3,2,FALSE
"187","0340_000301_scrubbed.wav",3414.28,3414.88,2,3,3,4,3,3,3,3,2,2,2,2,2,2,3,2,2,FALSE
"188","0340_000301_scrubbed.wav",3419.61,3420.21,2,2,3,4,3,3,3,3,2,2,3,2,2,2,2,2,2,FALSE
"189","0340_000301_scrubbed.wav",3424.56,3425.16,5,3,3,4,5,5,5,5,2,2,3,5,2,2,2,3,2,FALSE
"190","0340_000301_scrubbed.wav",3437.72,3438.33,3,2,3,4,3,4,4,4,4,2,3,5,3,5,3,3,3,FALSE
"191","0340_000301_scrubbed.wav",3449.05,3451.24,2,2,3,3,2,3,2,2,2,2,3,2,2,4,2,3,2,FALSE
"192","0340_000301_scrubbed.wav",3453.1,3453.7,2,2,3,4,4,3,3,3,2,1,2,2,3,5,3,3,3,FALSE
"193","0340_000301_scrubbed.wav",3454.65,3455.25,1,2,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,FALSE
"194","0340_000301_scrubbed.wav",3461.63,3462.26,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,FALSE
"195","0340_000301_scrubbed.wav",3463.06,3463.72,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,FALSE
"196","0340_000301_scrubbed.wav",3664.22,3665.01,1,2,1,4,1,1,1,1,2,2,5,1,1,1,1,2,1,TRUE
"197","0340_000301_scrubbed.wav",3667.42,3668.24,1,2,1,4,1,1,1,1,2,2,2,1,1,1,1,2,1,TRUE
"198","0340_000301_scrubbed.wav",3677.5,3678.36,1,2,1,4,1,1,3,4,2,1,2,1,1,1,1,3,1,TRUE
"199","0340_000301_scrubbed.wav",3865.5,3866.1,5,2,1,5,4,1,3,1,2,2,5,1,1,1,5,5,1,TRUE
"200","0340_000301_scrubbed.wav",4671.27,4671.87,1,1,1,4,1,1,2,1,1,2,2,1,1,1,1,2,1,TRUE
"201","0340_000301_scrubbed.wav",4693.55,4694.16,1,1,1,4,1,1,2,1,1,2,2,1,1,1,1,1,1,TRUE
"202","0340_000301_scrubbed.wav",4706.86,4707.46,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,TRUE
"203","0340_000301_scrubbed.wav",4942.31,4942.91,1,1,5,5,1,1,2,1,1,2,5,1,1,2,1,1,1,TRUE
"204","0340_000301_scrubbed.wav",4976.52,4977.12,1,1,1,5,1,1,2,1,1,2,2,1,1,2,1,1,1,TRUE
"205","0340_000301_scrubbed.wav",10408.59,10409.19,1,1,1,4,1,1,2,1,1,2,4,1,1,1,1,4,1,TRUE
"206","0340_000301_scrubbed.wav",10998.23,10998.89,1,1,1,3,1,1,2,1,1,3,2,1,1,1,1,1,1,TRUE
"207","0340_000301_scrubbed.wav",10999.69,11000.68,1,3,2,3,3,2,3,5,1,2,2,2,2,1,2,3,2,FALSE
"208","0340_000301_scrubbed.wav",11004.06,11005.49,5,1,2,2,5,1,5,5,1,2,2,5,1,5,1,1,1,TRUE
"209","0340_000301_scrubbed.wav",11009.48,11011.85,5,1,1,2,5,1,5,5,2,2,2,5,1,5,1,5,5,FALSE
"210","0340_000301_scrubbed.wav",11020.86,11022.17,5,1,2,3,5,2,3,5,3,2,2,5,2,5,2,2,2,FALSE
"211","0340_000301_scrubbed.wav",11024.38,11025.08,5,1,2,3,5,1,2,5,2,1,2,5,1,5,1,2,2,FALSE
"212","0340_000301_scrubbed.wav",11026.16,11028.55,5,2,2,3,5,2,4,5,5,1,2,5,2,5,2,2,2,FALSE
"213","0340_000301_scrubbed.wav",11031.38,11032.69,5,2,2,2,5,5,5,5,5,2,2,5,2,5,5,5,5,FALSE
"214","0340_000301_scrubbed.wav",11035.19,11037.32,5,1,2,1,5,5,5,5,5,2,2,5,1,5,5,5,5,FALSE
"215","0340_000301_scrubbed.wav",11198.27,11198.87,1,1,1,3,1,1,2,5,5,2,2,1,1,5,1,1,1,TRUE
"216","0340_000301_scrubbed.wav",11559.4,11560,2,2,2,3,3,3,3,2,2,3,2,2,2,5,2,3,2,FALSE
"217","0340_000301_scrubbed.wav",11608.06,11608.84,5,3,2,2,5,5,5,5,5,3,2,5,2,5,5,5,5,FALSE
"218","0340_000301_scrubbed.wav",11608.84,11609.64,5,1,2,1,5,5,5,5,5,2,2,5,1,5,5,5,5,FALSE
"219","0340_000301_scrubbed.wav",11609.64,11610.27,5,2,2,1,5,5,5,5,5,2,2,5,1,5,5,5,5,FALSE
"220","0340_000301_scrubbed.wav",11611.14,11611.94,5,2,2,3,5,5,5,5,5,4,3,5,2,5,5,5,5,FALSE
"221","0340_000301_scrubbed.wav",11611.94,11612.75,5,2,2,3,5,5,5,5,5,5,2,5,1,5,5,5,5,FALSE
"222","0340_000301_scrubbed.wav",11624.79,11625.39,5,2,2,3,5,1,2,1,5,3,2,5,1,5,1,5,5,FALSE
"223","0340_000301_scrubbed.wav",11836.39,11837.51,1,2,2,5,3,3,4,3,3,3,5,4,2,5,3,5,3,FALSE
"224","0340_000301_scrubbed.wav",11838.36,11838.96,1,2,2,4,3,2,3,3,2,2,2,2,2,5,3,2,2,FALSE
"225","0340_000301_scrubbed.wav",11880.63,11882.48,1,2,2,4,2,2,2,2,2,2,3,2,1,5,2,3,2,FALSE
"226","0340_000301_scrubbed.wav",12063.87,12065.05,5,2,2,3,5,2,5,5,5,2,2,5,1,5,2,5,5,FALSE
"227","0340_000301_scrubbed.wav",12065.05,12065.65,5,2,2,3,5,2,5,5,5,2,2,5,2,2,2,5,2,FALSE
"228","0340_000301_scrubbed.wav",12070.71,12071.33,5,2,2,3,5,5,5,5,5,2,2,5,2,2,2,5,2,FALSE
"229","0340_000301_scrubbed.wav",12125.32,12126,5,3,2,3,5,5,5,5,3,2,3,5,3,5,2,4,5,FALSE
"230","0340_000301_scrubbed.wav",12126.9,12127.56,5,2,2,3,5,2,2,5,2,2,2,5,2,5,2,3,2,FALSE
"231","0340_000301_scrubbed.wav",12142.64,12145.84,5,2,1,2,5,5,5,5,5,2,2,5,1,5,5,5,5,FALSE
"232","0340_000301_scrubbed.wav",12159.57,12160.31,5,2,2,2,5,3,5,5,5,3,2,5,2,5,2,5,5,FALSE
"233","0340_000301_scrubbed.wav",12198.05,12198.92,5,2,2,2,5,2,2,5,2,3,2,2,2,5,2,2,2,FALSE
"234","0340_000301_scrubbed.wav",12201.63,12202.64,1,2,2,2,3,2,2,2,2,5,2,2,2,5,2,2,2,FALSE
"235","0340_000301_scrubbed.wav",12202.64,12203.45,1,2,2,2,2,1,2,2,1,3,2,1,1,5,1,2,2,FALSE
"236","0340_000301_scrubbed.wav",12204.92,12205.75,1,2,2,3,3,2,2,2,2,2,2,2,1,5,1,2,2,FALSE
"237","0340_000301_scrubbed.wav",12218.53,12219.66,1,2,2,2,1,1,2,2,2,2,2,1,1,5,1,2,2,FALSE
"238","0340_000301_scrubbed.wav",12226.99,12227.75,1,3,1,4,2,2,3,3,2,2,2,2,2,5,2,2,2,FALSE
"239","0340_000301_scrubbed.wav",12238.31,12240.44,1,2,2,4,3,2,2,2,2,2,2,2,2,5,2,2,2,FALSE
"240","0340_000301_scrubbed.wav",12297.96,12298.56,1,2,1,3,2,1,1,2,2,2,2,1,1,5,1,2,2,FALSE
"241","0340_000301_scrubbed.wav",12310.4,12311.86,1,2,2,3,2,1,2,2,5,2,2,2,2,5,1,2,2,FALSE
"242","0340_000301_scrubbed.wav",12324.09,12325.74,1,2,2,3,2,2,2,2,2,2,2,2,2,5,2,2,2,FALSE
"243","0340_000301_scrubbed.wav",12327.04,12327.64,1,2,2,3,1,2,2,2,2,2,2,1,2,5,1,2,2,FALSE
"244","0340_000301_scrubbed.wav",12331.37,12334.81,5,2,2,4,2,1,2,2,2,2,3,1,1,5,2,2,2,FALSE
"245","0340_000301_scrubbed.wav",12341.67,12346.21,5,2,2,3,2,1,2,2,2,2,2,1,2,5,2,2,2,FALSE
"246","0340_000301_scrubbed.wav",12349.12,12350.11,1,2,1,3,1,1,1,1,2,2,2,1,1,5,1,2,1,TRUE
"247","0340_000301_scrubbed.wav",12350.11,12350.92,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,TRUE
"248","0340_000301_scrubbed.wav",12361.06,12361.98,1,2,2,3,1,2,2,2,2,2,2,1,2,2,2,1,2,FALSE
"249","0340_000301_scrubbed.wav",12467.44,12468.29,1,2,2,4,2,2,3,2,3,2,4,1,3,2,2,5,2,FALSE
"250","0340_000301_scrubbed.wav",12491.96,12494,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,FALSE
"251","0340_000301_scrubbed.wav",12494.87,12495.47,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,FALSE
"252","0340_000301_scrubbed.wav",12513.09,12513.69,1,2,2,1,1,1,2,2,2,4,2,1,2,2,2,1,2,FALSE
"253","0340_000301_scrubbed.wav",12539.44,12540.04,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,FALSE
"254","0340_000301_scrubbed.wav",12542.63,12543.23,1,2,2,3,2,1,2,2,2,2,2,5,1,1,1,1,2,FALSE
"255","0340_000301_scrubbed.wav",12552.24,12553.43,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,FALSE
"256","0340_000301_scrubbed.wav",12559.07,12559.67,1,2,2,4,1,1,2,2,2,1,2,1,1,1,2,2,2,FALSE
"257","0340_000301_scrubbed.wav",12561.58,12562.5,1,2,2,3,1,1,2,2,2,1,2,1,2,1,1,2,2,FALSE
"258","0340_000301_scrubbed.wav",12564.62,12565.22,1,2,2,4,1,1,1,2,2,3,3,1,1,1,1,2,1,TRUE
"259","0340_000301_scrubbed.wav",12566.02,12567.12,1,2,2,4,1,2,2,2,2,3,2,1,1,1,2,2,2,FALSE
"260","0340_000301_scrubbed.wav",12569.83,12570.61,1,2,1,3,1,1,2,2,2,3,2,1,1,1,1,2,1,TRUE
"261","0340_000301_scrubbed.wav",12571.41,12572.01,1,2,1,3,1,2,2,2,2,3,2,1,2,1,2,2,2,FALSE
"262","0340_000301_scrubbed.wav",12573.16,12573.76,1,2,2,4,2,2,2,2,2,3,2,1,2,1,2,2,2,FALSE
"263","0340_000301_scrubbed.wav",12574.79,12575.94,1,2,2,3,1,1,2,2,2,3,2,1,1,1,1,2,2,FALSE
"264","0340_000301_scrubbed.wav",12577.72,12578.32,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,FALSE
"265","0340_000301_scrubbed.wav",12579.9,12581,1,2,2,2,1,1,2,2,2,3,2,1,2,1,1,2,2,FALSE
"266","0340_000301_scrubbed.wav",12581.9,12583.02,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,TRUE
"267","0340_000301_scrubbed.wav",12585.04,12586.37,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,TRUE
"268","0340_000301_scrubbed.wav",12588.93,12590.22,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,TRUE
"269","0340_000301_scrubbed.wav",12591.03,12592.11,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,TRUE
"270","0340_000301_scrubbed.wav",12596.34,12597.01,1,2,1,3,2,1,2,2,2,2,2,1,1,1,1,1,1,TRUE
"271","0340_000301_scrubbed.wav",12601.37,12602.08,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,FALSE
"272","0340_000301_scrubbed.wav",12603.01,12603.61,1,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,FALSE
"273","0340_000301_scrubbed.wav",12605.35,12607.38,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,FALSE
"274","0340_000301_scrubbed.wav",12652.38,12652.98,1,2,2,4,4,2,4,3,3,2,3,2,2,1,3,2,2,FALSE
"275","0340_000301_scrubbed.wav",12882.61,12883.21,1,2,2,3,1,2,2,2,2,1,2,1,1,1,1,1,1,TRUE
"276","0340_000301_scrubbed.wav",12886.26,12887.98,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,FALSE
"277","0340_000301_scrubbed.wav",12939.4,12940.93,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,TRUE
"278","0340_000301_scrubbed.wav",12974.37,12974.97,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,FALSE
"279","0340_000301_scrubbed.wav",12987.83,12989.35,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,TRUE
"280","0340_000301_scrubbed.wav",12994.75,12995.35,1,2,2,4,2,2,2,2,3,2,2,1,1,1,1,1,2,FALSE
"281","0340_000301_scrubbed.wav",13157.93,13158.7,1,2,1,4,1,1,4,1,3,2,4,1,1,1,1,2,1,TRUE
"282","0340_000301_scrubbed.wav",13172.21,13173.3,1,2,2,3,1,1,2,1,2,2,2,1,1,1,1,2,1,TRUE
"283","0340_000301_scrubbed.wav",13176.52,13178.37,1,2,2,4,1,2,2,1,2,1,2,1,1,1,1,1,1,TRUE
"284","0340_000301_scrubbed.wav",13181.37,13182,1,2,2,5,3,1,2,1,4,1,2,1,1,2,1,1,1,TRUE
"285","0340_000301_scrubbed.wav",13183.9,13185.51,1,1,2,3,1,1,2,2,2,1,2,1,1,1,1,1,1,TRUE
"286","0340_000301_scrubbed.wav",13187.54,13188.69,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,FALSE
"287","0340_000301_scrubbed.wav",13229.58,13231.16,1,2,2,3,2,1,2,2,2,2,2,1,2,1,1,1,2,FALSE
"288","0340_000301_scrubbed.wav",13235.78,13236.88,1,1,2,3,2,1,2,2,2,2,2,1,2,1,1,1,2,FALSE
"289","0340_000301_scrubbed.wav",13244.95,13245.96,1,2,2,3,1,1,2,2,2,1,2,1,2,1,1,1,1,TRUE
"290","0340_000301_scrubbed.wav",13247.28,13248.26,1,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,FALSE
"291","0340_000301_scrubbed.wav",13251.13,13252.63,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,FALSE
"292","0340_000301_scrubbed.wav",13254.74,13256.67,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,FALSE
"293","0340_000301_scrubbed.wav",13266.03,13266.63,1,2,3,3,2,1,2,2,2,1,2,2,2,1,2,2,2,FALSE
"294","0340_000301_scrubbed.wav",13268.42,13269.02,1,2,2,3,1,2,2,2,3,2,3,1,1,1,1,2,2,FALSE
"295","0340_000301_scrubbed.wav",13269.86,13271.75,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,FALSE
"296","0340_000301_scrubbed.wav",13272.79,13274.23,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,FALSE
"297","0340_000301_scrubbed.wav",13279.17,13280.56,1,2,2,4,3,2,2,2,2,2,2,1,2,1,1,2,2,FALSE
"298","0340_000301_scrubbed.wav",13283.57,13284.56,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,FALSE
"299","0340_000301_scrubbed.wav",13287.12,13288.76,1,2,2,4,2,2,2,2,2,2,3,2,2,1,2,2,2,FALSE
"300","0340_000301_scrubbed.wav",13386.46,13387.06,1,2,2,4,2,2,2,2,2,2,3,1,1,1,2,2,2,FALSE
"301","0340_000301_scrubbed.wav",13422.27,13422.87,1,2,2,4,3,2,3,2,2,2,4,1,1,1,2,3,2,FALSE
"302","0340_000301_scrubbed.wav",13489.1,13489.7,1,2,2,4,2,2,2,2,2,2,2,1,1,1,1,2,2,FALSE
"303","0340_000301_scrubbed.wav",13490.5,13491.1,1,2,2,4,2,2,2,2,2,3,2,1,1,1,1,2,2,FALSE
"304","0340_000301_scrubbed.wav",13502.31,13502.91,1,2,2,4,4,3,3,2,2,2,3,2,1,1,4,2,2,FALSE
"305","0340_000301_scrubbed.wav",13512.03,13513.02,1,2,2,3,3,2,2,2,2,2,2,2,2,1,1,2,2,FALSE
"306","0340_000301_scrubbed.wav",13526.06,13526.66,1,2,2,4,2,1,3,2,2,3,4,1,2,1,1,2,2,FALSE
"307","0340_000301_scrubbed.wav",13530.39,13531.32,1,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"308","0340_000301_scrubbed.wav",13535.27,13536.15,1,2,2,3,2,2,2,2,2,2,2,2,2,1,3,2,2,FALSE
"309","0340_000301_scrubbed.wav",13537.84,13539.65,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,TRUE
"310","0340_000301_scrubbed.wav",13541.27,13541.87,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,FALSE
"311","0340_000301_scrubbed.wav",13544.47,13546.11,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,FALSE
"312","0340_000301_scrubbed.wav",13548.4,13551.32,1,2,2,3,1,1,2,2,2,2,1,1,1,1,1,2,1,TRUE
"313","0340_000301_scrubbed.wav",13552.59,13553.48,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,FALSE
"314","0340_000301_scrubbed.wav",13554.97,13555.71,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,TRUE
"315","0340_000301_scrubbed.wav",13556.51,13557.71,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,FALSE
"316","0340_000301_scrubbed.wav",13558.55,13560.13,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,TRUE
"317","0340_000301_scrubbed.wav",13562.13,13563.57,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,TRUE
"318","0340_000301_scrubbed.wav",13564.61,13566.11,1,2,1,1,1,1,2,2,2,3,2,1,1,1,1,2,1,TRUE
"319","0340_000301_scrubbed.wav",13567.4,13571.25,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,FALSE
"320","0340_000301_scrubbed.wav",13572.28,13575.27,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,FALSE
"321","0340_000301_scrubbed.wav",13577.07,13579,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"322","0340_000301_scrubbed.wav",13581.06,13582.33,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"323","0340_000301_scrubbed.wav",13590.64,13591.72,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,FALSE
"324","0340_000301_scrubbed.wav",13596.55,13597.25,1,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,FALSE
"325","0340_000301_scrubbed.wav",13609.67,13610.59,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"326","0340_000301_scrubbed.wav",13615.62,13616.32,1,2,2,1,3,2,2,2,2,1,2,2,2,1,2,2,2,FALSE
"327","0340_000301_scrubbed.wav",13618.03,13618.64,1,1,2,4,2,1,3,2,3,2,4,1,3,1,1,2,1,TRUE
"328","0340_000301_scrubbed.wav",13625.37,13625.97,1,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"329","0340_000301_scrubbed.wav",13631.15,13631.89,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,FALSE
"330","0340_000301_scrubbed.wav",13632.7,13633.3,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,FALSE
"331","0340_000301_scrubbed.wav",13636.62,13637.22,1,2,2,2,3,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"332","0340_000301_scrubbed.wav",13638.02,13638.62,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,FALSE
"333","0340_000301_scrubbed.wav",13639.5,13640.89,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,FALSE
"334","0340_000301_scrubbed.wav",13641.99,13648.38,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,FALSE
"335","0340_000301_scrubbed.wav",13649.79,13651.76,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,TRUE
"336","0340_000301_scrubbed.wav",13652.74,13657.18,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,TRUE
"337","0340_000301_scrubbed.wav",13658.82,13660.26,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,FALSE
"338","0340_000301_scrubbed.wav",13662.12,13663.67,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,TRUE
"339","0340_000301_scrubbed.wav",13666.27,13667.58,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,FALSE
"340","0340_000301_scrubbed.wav",13669.51,13671.64,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,FALSE
"341","0340_000301_scrubbed.wav",13672.44,13675.13,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,FALSE
"342","0340_000301_scrubbed.wav",13675.96,13677.48,1,2,1,3,1,1,1,2,2,2,2,1,1,1,1,2,1,TRUE
"343","0340_000301_scrubbed.wav",13679.16,13681.06,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,TRUE
"344","0340_000301_scrubbed.wav",13682.07,13685.36,1,1,1,3,1,1,2,2,2,2,2,1,1,1,1,2,1,TRUE
"345","0340_000301_scrubbed.wav",13686.67,13687.61,1,2,1,3,2,1,2,2,2,1,2,1,2,1,2,2,2,FALSE
"346","0340_000301_scrubbed.wav",13690.14,13691.74,1,2,1,3,1,1,2,2,2,1,2,1,2,1,1,2,1,TRUE
"347","0340_000301_scrubbed.wav",13693.33,13695.05,1,2,2,3,2,1,2,2,2,2,2,1,2,1,1,2,2,FALSE
"348","0340_000301_scrubbed.wav",13696.55,13699.48,2,2,2,4,2,2,3,2,2,2,2,2,2,1,2,2,2,FALSE
"349","0340_000301_scrubbed.wav",13701.19,13701.81,1,2,2,3,1,1,1,1,2,1,2,1,1,1,1,2,1,TRUE
"350","0340_000301_scrubbed.wav",13702.67,13705.32,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,TRUE
"351","0340_000301_scrubbed.wav",13710.36,13711.26,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,FALSE
"352","0340_000301_scrubbed.wav",13713.97,13715.09,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,TRUE
"353","0340_000301_scrubbed.wav",13716.09,13718.27,1,2,2,3,2,1,2,2,2,2,2,1,1,1,1,2,2,FALSE
"354","0340_000301_scrubbed.wav",13720.47,13722.64,1,2,2,4,1,1,1,2,2,1,2,1,1,1,1,2,1,TRUE
"355","0340_000301_scrubbed.wav",13724.41,13727.68,1,1,1,3,1,1,2,1,2,1,2,1,1,1,1,2,1,TRUE
"356","0340_000301_scrubbed.wav",13728.48,13732.91,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,2,1,TRUE
"357","0340_000301_scrubbed.wav",13733.8,13735.05,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,TRUE
"358","0340_000301_scrubbed.wav",13735.91,13737.41,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,TRUE
"359","0340_000301_scrubbed.wav",13738.21,13751.27,1,1,1,3,1,1,1,2,2,2,2,1,1,1,1,2,1,TRUE
"360","0340_000301_scrubbed.wav",13752.12,13758.93,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,TRUE
"361","0340_000301_scrubbed.wav",13759.73,13765.28,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,TRUE
"362","0340_000301_scrubbed.wav",13766.08,13767.19,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,TRUE
"363","0340_000301_scrubbed.wav",13767.99,13768.59,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,TRUE
"364","0340_000301_scrubbed.wav",13772.1,13773.79,1,2,1,2,1,1,2,2,2,1,3,1,1,1,1,2,1,TRUE
"365","0340_000301_scrubbed.wav",13773.79,13774.59,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,FALSE
"366","0340_000301_scrubbed.wav",13774.59,13775.89,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,FALSE
"367","0340_000301_scrubbed.wav",13777.2,13779.21,1,2,1,2,2,1,2,2,2,1,3,1,1,1,1,2,1,TRUE
"368","0340_000301_scrubbed.wav",13780.3,13784.27,1,2,1,3,2,1,2,2,2,1,2,1,2,1,1,2,2,FALSE
"369","0340_000301_scrubbed.wav",13785.25,13789.7,1,2,1,3,2,1,2,2,1,2,2,2,2,1,2,2,2,FALSE
"370","0340_000301_scrubbed.wav",13791.36,13793.07,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"371","0340_000301_scrubbed.wav",13795.15,13795.99,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,TRUE
"372","0340_000301_scrubbed.wav",13796.8,13797.73,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,TRUE
"373","0340_000301_scrubbed.wav",13798.79,13799.52,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"374","0340_000301_scrubbed.wav",13800.32,13807.46,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"375","0340_000301_scrubbed.wav",13808.48,13810.72,1,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,FALSE
"376","0340_000301_scrubbed.wav",13812.09,13815.68,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,TRUE
"377","0340_000301_scrubbed.wav",13816.8,13821.91,1,2,1,1,2,1,2,2,2,1,2,1,2,1,1,2,2,FALSE
"378","0340_000301_scrubbed.wav",13823.73,13824.36,1,2,1,2,2,1,2,2,2,2,3,1,1,1,1,2,2,FALSE
"379","0340_000301_scrubbed.wav",13850.74,13851.43,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,TRUE
"380","0340_000301_scrubbed.wav",13853.88,13854.48,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,TRUE
