"","recording","startSeconds","endSeconds","blky_1_targetChildProminence","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_1_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","lplf_1_targetChildProminence","lskw_1_targetChildProminence","mrkf_1_targetChildProminence","pdav_1_targetChildProminence","pwwr_1_targetChildProminence","qoth_2_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_2_targetChildProminence","modal_prominence","clean"
"186","0204_000609_scrubbed.wav",2844.88,2845.91,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,FALSE
"187","0204_000609_scrubbed.wav",2852.69,2853.44,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,TRUE
"188","0204_000609_scrubbed.wav",2853.44,2854.44,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"189","0204_000609_scrubbed.wav",2854.44,2855.11,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,TRUE
"190","0204_000609_scrubbed.wav",2875.84,2877.08,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,TRUE
"191","0204_000609_scrubbed.wav",2977.09,2977.93,4,2,4,4,3,4,4,4,4,4,4,5,3,4,4,4,4,4,FALSE
"192","0204_000609_scrubbed.wav",3030.34,3031.66,5,5,5,3,5,5,5,5,5,5,5,2,5,5,5,5,5,5,FALSE
"193","0204_000609_scrubbed.wav",3049.52,3050.26,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,FALSE
"194","0204_000609_scrubbed.wav",3059.9,3060.9,5,5,5,4,5,4,5,5,2,5,5,4,3,5,5,1,2,5,FALSE
"195","0204_000609_scrubbed.wav",3072.73,3073.57,1,3,2,1,1,3,2,2,2,1,3,3,2,1,1,1,1,1,TRUE
"196","0204_000609_scrubbed.wav",3074.37,3075.55,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"197","0204_000609_scrubbed.wav",3078.13,3078.73,1,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,FALSE
"198","0204_000609_scrubbed.wav",3081.13,3082.09,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"199","0204_000609_scrubbed.wav",3084.52,3085.16,1,2,2,1,2,1,2,2,2,2,2,3,2,1,1,4,1,2,FALSE
"200","0204_000609_scrubbed.wav",3103.03,3103.63,3,2,2,2,2,2,3,3,3,2,3,3,3,2,2,4,2,2,FALSE
"201","0204_000609_scrubbed.wav",3104.43,3105.23,3,2,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,FALSE
"202","0204_000609_scrubbed.wav",3109.97,3110.58,1,2,2,3,3,2,2,2,2,1,5,2,3,2,2,1,2,2,FALSE
"203","0204_000609_scrubbed.wav",3112.68,3113.31,2,2,2,3,3,2,2,2,2,1,3,2,3,2,2,1,2,2,FALSE
"204","0204_000609_scrubbed.wav",3114.11,3114.91,1,2,2,2,1,1,2,2,2,3,2,2,3,1,2,1,1,2,FALSE
"205","0204_000609_scrubbed.wav",3116.18,3117.39,2,2,2,4,2,2,2,2,2,1,2,2,3,2,2,1,2,2,FALSE
"206","0204_000609_scrubbed.wav",3118.52,3121.25,1,2,2,2,1,1,2,2,2,1,1,2,3,1,2,1,2,1,TRUE
"207","0204_000609_scrubbed.wav",3125.52,3126.23,1,2,2,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,TRUE
"208","0204_000609_scrubbed.wav",3131.2,3131.8,1,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,FALSE
"209","0204_000609_scrubbed.wav",3132.8,3134.01,1,2,2,3,2,2,3,3,3,2,2,3,3,2,2,2,3,2,FALSE
"210","0204_000609_scrubbed.wav",3140.9,3141.57,2,2,2,3,4,2,3,3,3,2,2,3,3,2,2,3,3,2,FALSE
"211","0204_000609_scrubbed.wav",3158.4,3159.21,1,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,TRUE
"212","0204_000609_scrubbed.wav",3167.21,3167.81,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,FALSE
"213","0204_000609_scrubbed.wav",3171.19,3173.93,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"214","0204_000609_scrubbed.wav",3176.91,3178.89,1,2,2,3,2,2,2,2,2,1,1,2,2,1,2,1,2,2,FALSE
"215","0204_000609_scrubbed.wav",3274.78,3275.48,4,3,2,4,3,3,3,3,3,3,3,4,2,5,3,3,3,3,FALSE
"216","0204_000609_scrubbed.wav",3277.08,3278.62,2,3,3,4,3,4,3,3,3,3,4,4,3,5,4,4,3,3,FALSE
"217","0204_000609_scrubbed.wav",3285.79,3287.57,1,1,1,1,1,1,2,1,2,1,2,2,2,5,1,1,1,1,TRUE
"218","0204_000609_scrubbed.wav",3288.43,3289.86,1,2,1,1,1,1,2,1,2,1,2,1,2,5,1,1,1,1,TRUE
"219","0204_000609_scrubbed.wav",3295.35,3296.8,1,2,1,1,1,1,2,1,1,1,3,2,2,1,1,1,1,1,TRUE
"220","0204_000609_scrubbed.wav",3296.8,3297.8,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"221","0204_000609_scrubbed.wav",3299.13,3300.71,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,TRUE
"222","0204_000609_scrubbed.wav",3302.61,3303.21,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"223","0204_000609_scrubbed.wav",3316.01,3317.23,4,3,3,4,4,3,3,4,3,4,4,4,3,3,4,4,4,4,FALSE
"224","0204_000609_scrubbed.wav",3318.43,3320.53,4,4,4,2,4,4,4,4,3,4,4,4,2,4,4,4,4,4,FALSE
"225","0204_000609_scrubbed.wav",3321.6,3322.41,5,4,4,5,4,4,4,4,5,5,5,4,5,4,4,4,4,4,FALSE
"226","0204_000609_scrubbed.wav",3325.68,3326.67,2,1,2,2,1,1,2,1,2,1,3,3,2,1,1,1,1,1,TRUE
"227","0204_000609_scrubbed.wav",3326.67,3328.32,4,2,3,4,3,3,3,3,2,4,4,4,3,3,4,4,4,4,FALSE
"228","0204_000609_scrubbed.wav",3351.21,3351.81,1,1,2,1,1,1,2,2,2,1,3,2,2,1,1,1,1,1,TRUE
"229","0204_000609_scrubbed.wav",3352.61,3359.74,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"230","0204_000609_scrubbed.wav",3365.1,3365.7,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,TRUE
"231","0204_000609_scrubbed.wav",3390.35,3390.95,5,2,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,FALSE
"232","0204_000609_scrubbed.wav",3412.45,3414.53,2,1,1,1,1,1,2,2,5,1,2,2,2,1,1,1,1,1,TRUE
"233","0204_000609_scrubbed.wav",3414.53,3415.66,1,1,1,1,1,1,2,1,2,1,3,2,2,1,1,1,1,1,TRUE
"234","0204_000609_scrubbed.wav",3415.66,3416.33,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,TRUE
"235","0204_000609_scrubbed.wav",3416.33,3417.17,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"236","0204_000609_scrubbed.wav",3417.17,3418.14,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,TRUE
"237","0204_000609_scrubbed.wav",3418.94,3420.81,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"238","0204_000609_scrubbed.wav",3449.27,3450.13,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"239","0204_000609_scrubbed.wav",3477.85,3478.74,1,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"240","0204_000609_scrubbed.wav",3479.54,3482.46,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,TRUE
"241","0204_000609_scrubbed.wav",3482.46,3483.26,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"242","0204_000609_scrubbed.wav",3501.42,3504.88,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,TRUE
"243","0204_000609_scrubbed.wav",3506.77,3508.51,4,3,3,4,4,4,3,3,2,3,4,4,3,3,4,4,4,4,FALSE
"244","0204_000609_scrubbed.wav",3509.51,3511.02,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,FALSE
"245","0204_000609_scrubbed.wav",3518.17,3519.19,2,3,2,2,2,2,2,1,2,1,4,2,2,2,1,2,2,2,FALSE
"246","0204_000609_scrubbed.wav",3520.81,3522.63,2,3,3,4,4,3,3,4,3,3,4,4,2,3,4,3,4,3,FALSE
"247","0204_000609_scrubbed.wav",3523.43,3524.23,3,3,3,4,3,3,3,3,3,3,4,4,2,3,3,3,3,3,FALSE
"248","0204_000609_scrubbed.wav",3525.03,3526.2,3,2,3,4,3,3,3,3,2,4,5,4,2,3,3,3,3,3,FALSE
"249","0204_000609_scrubbed.wav",3526.2,3527.27,2,2,3,4,3,4,3,3,2,1,4,4,3,3,3,3,3,3,FALSE
"250","0204_000609_scrubbed.wav",3527.27,3528.98,2,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,TRUE
"251","0204_000609_scrubbed.wav",3529.82,3531.54,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,3,2,FALSE
"252","0204_000609_scrubbed.wav",3531.54,3532.63,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"253","0204_000609_scrubbed.wav",3539.22,3539.82,2,2,2,2,2,3,3,3,2,1,3,2,3,2,2,2,3,2,FALSE
"254","0204_000609_scrubbed.wav",3541.62,3543.13,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,TRUE
"255","0204_000609_scrubbed.wav",3543.13,3543.98,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,TRUE
"256","0204_000609_scrubbed.wav",3543.98,3544.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE
"257","0204_000609_scrubbed.wav",3546.79,3547.8,4,3,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,4,FALSE
"258","0204_000609_scrubbed.wav",3585.38,3587.58,1,2,2,1,1,1,2,1,2,1,3,3,2,1,1,1,1,1,TRUE
"259","0204_000609_scrubbed.wav",3588.38,3591.9,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"260","0204_000609_scrubbed.wav",3593.5,3594.15,1,1,2,2,1,1,2,1,2,5,2,3,2,1,1,1,1,1,TRUE
"261","0204_000609_scrubbed.wav",3596.05,3601.12,1,2,2,1,1,1,2,1,1,1,2,3,2,1,1,1,1,1,TRUE
"262","0204_000609_scrubbed.wav",3601.12,3601.92,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"263","0204_000609_scrubbed.wav",3601.92,3603,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"264","0204_000609_scrubbed.wav",3603.8,3605.44,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"265","0204_000609_scrubbed.wav",3607.29,3608.17,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,TRUE
"266","0204_000609_scrubbed.wav",3608.97,3609.57,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,TRUE
"267","0204_000609_scrubbed.wav",3623.63,3625.66,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,TRUE
"268","0204_000609_scrubbed.wav",3626.46,3627.48,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,TRUE
"269","0204_000609_scrubbed.wav",3627.48,3628.5,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"270","0204_000609_scrubbed.wav",3631.07,3632.19,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"271","0204_000609_scrubbed.wav",3634.89,3639.27,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"272","0204_000609_scrubbed.wav",3640.07,3640.68,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"273","0204_000609_scrubbed.wav",3642.37,3643,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"274","0204_000609_scrubbed.wav",3649.1,3651.3,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,TRUE
"275","0204_000609_scrubbed.wav",3652.1,3653.04,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,TRUE
"276","0204_000609_scrubbed.wav",3653.84,3655.75,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,TRUE
"277","0204_000609_scrubbed.wav",3656.55,3657.15,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,TRUE
"278","0204_000609_scrubbed.wav",3658.09,3659.65,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,TRUE
"279","0204_000609_scrubbed.wav",3683.12,3684.48,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,TRUE
"280","0204_000609_scrubbed.wav",3693.73,3694.33,2,1,1,2,1,1,2,1,2,1,2,3,2,1,1,1,1,1,TRUE
"281","0204_000609_scrubbed.wav",3695.57,3696.17,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"282","0204_000609_scrubbed.wav",3700.35,3700.95,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"283","0204_000609_scrubbed.wav",3703.96,3704.98,1,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,TRUE
"284","0204_000609_scrubbed.wav",3704.98,3708.93,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,TRUE
"285","0204_000609_scrubbed.wav",3708.93,3709.74,1,2,1,2,2,2,3,1,2,1,2,2,2,1,1,1,1,1,TRUE
"286","0204_000609_scrubbed.wav",3711.06,3719.24,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,TRUE
"287","0204_000609_scrubbed.wav",3720.24,3722.93,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,TRUE
"288","0204_000609_scrubbed.wav",3727.23,3728.03,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,TRUE
"289","0204_000609_scrubbed.wav",3728.03,3728.77,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,TRUE
"290","0204_000609_scrubbed.wav",3728.77,3730.04,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2,1,4,2,FALSE
"291","0204_000609_scrubbed.wav",3734.13,3734.96,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"292","0204_000609_scrubbed.wav",3736.9,3738,4,3,3,4,4,3,3,4,3,4,4,4,2,3,4,4,4,4,FALSE
"293","0204_000609_scrubbed.wav",3743.51,3745.3,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"294","0204_000609_scrubbed.wav",3745.3,3746.23,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"295","0204_000609_scrubbed.wav",3754.65,3758.22,2,4,1,4,3,4,4,4,2,4,4,3,2,4,4,4,4,4,FALSE
"296","0204_000609_scrubbed.wav",3791.52,3792.39,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"297","0204_000609_scrubbed.wav",3825.26,3825.89,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"298","0204_000609_scrubbed.wav",4382.08,4382.8,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"299","0204_000609_scrubbed.wav",6792.11,6792.71,1,1,2,1,1,1,2,1,2,5,2,3,2,1,1,1,1,1,TRUE
"300","0204_000609_scrubbed.wav",7190.06,7190.88,1,1,2,1,1,2,2,1,2,1,3,3,2,1,1,1,1,1,TRUE
"301","0204_000609_scrubbed.wav",7191.89,7193.08,2,1,2,1,2,2,2,1,2,1,3,3,2,1,1,1,1,1,TRUE
"302","0204_000609_scrubbed.wav",8652.13,8652.83,1,1,2,2,1,1,2,1,2,1,3,2,2,1,1,1,1,1,TRUE
"303","0204_000609_scrubbed.wav",9147.66,9148.46,1,1,2,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,TRUE
"304","0204_000609_scrubbed.wav",9582.19,9583.37,1,1,2,1,1,1,1,1,2,1,2,4,2,1,1,1,1,1,TRUE
"305","0204_000609_scrubbed.wav",9583.37,9584.36,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"306","0204_000609_scrubbed.wav",9588.64,9589.72,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,TRUE
"307","0204_000609_scrubbed.wav",12790.76,12791.37,1,4,1,4,5,4,5,4,5,4,4,5,5,5,4,5,5,5,FALSE
"308","0204_000609_scrubbed.wav",12802.62,12803.23,1,2,2,2,1,1,3,1,2,1,4,2,2,1,1,1,1,1,TRUE
"309","0204_000609_scrubbed.wav",12816.98,12817.61,4,2,2,1,4,1,4,1,5,1,5,3,2,1,1,1,1,1,TRUE
"310","0204_000609_scrubbed.wav",12836.04,12836.66,5,3,2,5,5,4,4,5,4,5,5,4,4,4,4,5,4,4,FALSE
"311","0204_000609_scrubbed.wav",12867.01,12868.12,5,5,2,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,FALSE
"312","0204_000609_scrubbed.wav",12942.3,12942.9,1,2,1,2,1,1,2,1,2,5,3,2,1,1,1,1,1,1,TRUE
"313","0204_000609_scrubbed.wav",12951.14,12952.37,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"314","0204_000609_scrubbed.wav",12975.51,12976.13,1,3,2,3,2,3,3,2,2,1,3,2,2,2,2,1,3,2,FALSE
"315","0204_000609_scrubbed.wav",13000.55,13001.48,5,5,2,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,FALSE
"316","0204_000609_scrubbed.wav",13001.48,13002.3,2,4,2,5,5,2,3,5,2,3,5,4,5,5,3,5,2,5,FALSE
"317","0204_000609_scrubbed.wav",13002.3,13002.95,5,5,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,FALSE
"318","0204_000609_scrubbed.wav",13168.97,13169.57,1,3,2,2,2,2,2,1,2,1,5,5,2,1,2,1,1,1,TRUE
"319","0204_000609_scrubbed.wav",13202.93,13204.9,1,1,2,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,TRUE
"320","0204_000609_scrubbed.wav",13220.85,13222.24,1,2,1,1,2,3,2,2,2,1,2,2,2,2,1,1,1,1,TRUE
"321","0204_000609_scrubbed.wav",13247.56,13248.39,1,2,1,3,5,1,2,5,2,1,3,2,5,1,1,1,1,1,TRUE
"322","0204_000609_scrubbed.wav",13293.38,13294.12,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"323","0204_000609_scrubbed.wav",13297.41,13298.59,2,2,2,2,2,2,2,1,2,1,2,3,2,1,2,1,1,2,FALSE
"324","0204_000609_scrubbed.wav",13324.63,13325.23,1,3,2,3,2,2,2,2,2,1,1,2,2,2,2,1,2,2,FALSE
"325","0204_000609_scrubbed.wav",13335.67,13336.8,1,2,2,3,2,1,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"326","0204_000609_scrubbed.wav",13341.86,13342.46,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"327","0204_000609_scrubbed.wav",13366.79,13367.88,1,2,2,2,2,1,2,2,2,1,2,3,2,1,1,1,1,1,TRUE
"328","0204_000609_scrubbed.wav",13375.32,13377.64,1,2,1,1,2,2,2,1,2,2,2,2,3,1,2,1,1,1,TRUE
"329","0204_000609_scrubbed.wav",13377.64,13378.44,1,2,2,2,1,2,2,2,2,1,2,2,3,1,2,1,1,2,FALSE
"330","0204_000609_scrubbed.wav",13385.3,13386.05,1,2,2,2,2,3,2,2,2,2,2,2,3,2,2,1,2,2,FALSE
"331","0204_000609_scrubbed.wav",13421.5,13422.46,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,1,1,TRUE
"332","0204_000609_scrubbed.wav",13437.92,13439.18,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"333","0204_000609_scrubbed.wav",13517.12,13518.18,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"334","0204_000609_scrubbed.wav",13550.55,13551.36,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,TRUE
"335","0204_000609_scrubbed.wav",13553.27,13555.1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2,1,TRUE
"336","0204_000609_scrubbed.wav",13555.1,13555.93,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,TRUE
"337","0204_000609_scrubbed.wav",13555.93,13556.78,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,TRUE
"338","0204_000609_scrubbed.wav",13556.78,13557.99,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,TRUE
"339","0204_000609_scrubbed.wav",13557.99,13558.79,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,FALSE
"340","0204_000609_scrubbed.wav",13558.79,13563.17,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,TRUE
"341","0204_000609_scrubbed.wav",13644.54,13646.35,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,FALSE
"342","0204_000609_scrubbed.wav",13647.15,13648.09,1,2,2,3,2,1,2,2,2,1,2,2,2,2,1,1,2,2,FALSE
"343","0204_000609_scrubbed.wav",13648.09,13649.26,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,TRUE
"344","0204_000609_scrubbed.wav",13735.88,13736.48,1,2,2,2,2,2,3,3,2,5,3,5,2,2,2,1,2,2,FALSE
"345","0204_000609_scrubbed.wav",13750.68,13751.5,1,4,2,3,5,3,5,4,5,5,4,5,5,5,4,5,4,5,FALSE
"346","0204_000609_scrubbed.wav",13779.77,13780.68,1,3,2,3,3,1,2,2,2,5,4,5,2,2,1,1,2,2,FALSE
"347","0204_000609_scrubbed.wav",13795.79,13796.95,1,2,1,3,2,1,2,2,2,1,3,2,2,1,1,1,2,1,TRUE
"348","0204_000609_scrubbed.wav",13922.24,13924.52,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"349","0204_000609_scrubbed.wav",13925.8,13926.55,2,2,2,2,2,1,3,2,2,5,4,4,2,1,1,5,1,2,FALSE
"350","0204_000609_scrubbed.wav",13928.97,13930.42,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,FALSE
"351","0204_000609_scrubbed.wav",13931.51,13933.77,2,3,1,3,2,3,3,2,2,2,4,2,2,2,3,3,3,2,FALSE
"352","0204_000609_scrubbed.wav",13960.54,13961.25,1,2,2,2,1,1,2,1,2,1,3,2,2,1,1,1,1,1,TRUE
"353","0204_000609_scrubbed.wav",13962.41,13963.01,1,1,2,3,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"354","0204_000609_scrubbed.wav",13964.04,13965.75,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,FALSE
"355","0204_000609_scrubbed.wav",13967.91,13968.86,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"356","0204_000609_scrubbed.wav",13979.7,13980.3,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"357","0204_000609_scrubbed.wav",13981.26,13982.66,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,1,TRUE
"358","0204_000609_scrubbed.wav",14006.65,14007.45,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,FALSE
"359","0204_000609_scrubbed.wav",14007.45,14008.23,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"360","0204_000609_scrubbed.wav",14015.86,14016.51,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,TRUE
"361","0204_000609_scrubbed.wav",14022.83,14027.29,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,TRUE
"362","0204_000609_scrubbed.wav",14027.29,14028.29,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,TRUE
"363","0204_000609_scrubbed.wav",14029.5,14031.08,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,TRUE
"364","0204_000609_scrubbed.wav",14036.92,14039.71,1,2,2,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"365","0204_000609_scrubbed.wav",14045.58,14046.3,1,2,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,TRUE
"366","0204_000609_scrubbed.wav",14057.43,14062.06,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,TRUE
"367","0204_000609_scrubbed.wav",14065.78,14066.85,1,2,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,TRUE
"368","0204_000609_scrubbed.wav",14068.82,14069.9,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,TRUE
"369","0204_000609_scrubbed.wav",14074.91,14075.92,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,TRUE
"370","0204_000609_scrubbed.wav",14075.92,14077.01,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,TRUE
"371","0204_000609_scrubbed.wav",14082.6,14084.19,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,TRUE
"372","0204_000609_scrubbed.wav",14088.29,14089.32,2,2,3,3,4,4,4,5,5,5,3,2,2,5,4,3,5,5,FALSE
"373","0204_000609_scrubbed.wav",14101.96,14102.56,1,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,FALSE
"374","0204_000609_scrubbed.wav",14106.19,14106.91,1,2,2,1,1,1,2,2,2,1,3,4,2,1,1,1,1,1,TRUE
"375","0204_000609_scrubbed.wav",14110.26,14110.86,1,2,2,1,1,1,2,1,2,1,2,4,2,1,1,1,1,1,TRUE
"376","0204_000609_scrubbed.wav",14124.44,14125.04,1,2,2,2,3,2,3,3,2,1,2,3,3,2,2,3,1,2,FALSE
"377","0204_000609_scrubbed.wav",14143.2,14145.14,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"378","0204_000609_scrubbed.wav",14145.14,14146.32,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"379","0204_000609_scrubbed.wav",14147.22,14148.39,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,TRUE
"380","0204_000609_scrubbed.wav",14159.58,14160.27,5,2,5,4,5,3,5,5,5,5,4,5,5,5,5,5,5,5,FALSE
"381","0204_000609_scrubbed.wav",14163.97,14165.05,5,3,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,FALSE
"382","0204_000609_scrubbed.wav",14169.11,14170.18,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE
"383","0204_000609_scrubbed.wav",14462.79,14466.25,1,2,2,3,2,2,2,2,2,1,4,2,2,2,1,1,1,2,FALSE
"384","0204_000609_scrubbed.wav",14467.05,14468.34,1,2,1,2,1,1,2,2,2,1,3,2,2,1,1,1,1,1,TRUE
