"","recording","startSeconds","endSeconds","blky_1_targetChildProminence","cvai_1_targetChildProminence","ejkq_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_2_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","lskw_1_targetChildProminence","lyur_1_targetChildProminence","pdav_1_targetChildProminence","pwwr_1_targetChildProminence","qoth_2_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_2_targetChildProminence","ztcp_1_targetChildProminence","modal_prominence","clean"
"1","0857_000301_scrubbed.wav",55.03,56.05,1,1,2,2,5,1,1,1,1,2,2,1,2,1,1,1,1,1,1,TRUE
"2","0857_000301_scrubbed.wav",61.32,61.93,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,TRUE
"3","0857_000301_scrubbed.wav",62.73,63.33,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,TRUE
"4","0857_000301_scrubbed.wav",66.31,66.92,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,TRUE
"5","0857_000301_scrubbed.wav",68.02,72.32,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,TRUE
"6","0857_000301_scrubbed.wav",73.26,81.1,2,2,1,2,2,2,2,2,2,1,1,3,2,1,2,1,1,2,2,FALSE
"7","0857_000301_scrubbed.wav",81.1,82.11,1,1,2,2,1,1,1,2,1,1,2,4,2,1,1,1,1,1,1,TRUE
"8","0857_000301_scrubbed.wav",82.11,87.77,1,2,2,2,2,1,2,2,3,1,2,2,2,1,2,1,1,1,2,FALSE
"9","0857_000301_scrubbed.wav",89,90.3,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,TRUE
"10","0857_000301_scrubbed.wav",91.32,92.19,1,2,2,2,3,2,2,3,3,2,2,3,2,2,2,1,2,2,2,FALSE
"11","0857_000301_scrubbed.wav",92.99,93.67,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,FALSE
"12","0857_000301_scrubbed.wav",98.88,103.48,1,2,2,2,3,2,2,4,3,2,2,4,2,2,3,1,1,2,2,FALSE
"13","0857_000301_scrubbed.wav",104.35,106.56,1,1,2,2,2,2,1,2,1,1,2,3,2,2,2,1,1,1,1,TRUE
"14","0857_000301_scrubbed.wav",107.36,109.23,1,1,1,2,2,1,1,2,1,2,3,2,2,1,1,1,1,1,1,TRUE
"15","0857_000301_scrubbed.wav",109.23,110.23,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,FALSE
"16","0857_000301_scrubbed.wav",110.23,112,1,2,3,2,3,2,3,3,3,2,2,3,2,2,2,1,2,2,2,FALSE
"17","0857_000301_scrubbed.wav",113.08,134.12,1,2,2,2,2,1,1,2,1,2,3,4,2,1,2,1,1,2,1,TRUE
"18","0857_000301_scrubbed.wav",136.36,149.37,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,TRUE
"19","0857_000301_scrubbed.wav",150.17,165.97,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,TRUE
"20","0857_000301_scrubbed.wav",167.2,167.95,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,FALSE
"21","0857_000301_scrubbed.wav",168.75,179.72,1,2,2,2,2,2,2,2,2,1,1,4,2,2,2,1,2,2,2,FALSE
"22","0857_000301_scrubbed.wav",181.25,184,1,2,2,2,2,2,2,2,2,2,2,4,2,2,3,1,2,3,2,FALSE
"23","0857_000301_scrubbed.wav",191.12,192.83,1,2,2,2,2,2,2,2,3,3,2,4,2,2,2,1,1,2,2,FALSE
"24","0857_000301_scrubbed.wav",199.83,201.1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,FALSE
"25","0857_000301_scrubbed.wav",203.54,204.14,1,2,1,2,2,1,2,2,1,2,2,3,2,1,2,1,2,1,2,FALSE
"26","0857_000301_scrubbed.wav",206.69,207.47,1,2,2,2,3,3,2,2,1,2,2,3,2,1,2,1,2,1,2,FALSE
"27","0857_000301_scrubbed.wav",208.8,209.59,1,2,2,2,3,2,2,2,2,2,2,4,2,2,2,1,2,2,2,FALSE
"28","0857_000301_scrubbed.wav",210.49,211.09,2,2,2,2,3,2,2,2,1,2,2,2,2,1,2,1,2,1,2,FALSE
"29","0857_000301_scrubbed.wav",220.16,221.9,1,2,1,2,3,2,2,2,1,2,2,2,2,1,2,1,2,1,2,FALSE
"30","0857_000301_scrubbed.wav",224.96,225.98,1,2,2,2,3,3,2,2,1,2,2,2,2,1,2,1,2,2,2,FALSE
"31","0857_000301_scrubbed.wav",229.03,230.48,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,FALSE
"32","0857_000301_scrubbed.wav",233.93,234.55,1,1,2,2,2,2,2,2,2,2,1,3,2,1,2,1,2,1,2,FALSE
"33","0857_000301_scrubbed.wav",235.35,236.53,2,2,3,2,3,3,3,3,3,3,1,4,2,3,3,1,2,3,3,FALSE
"34","0857_000301_scrubbed.wav",236.53,237.24,1,2,2,2,2,2,3,2,2,2,3,3,2,2,2,1,2,2,2,FALSE
"35","0857_000301_scrubbed.wav",300.32,301.66,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,TRUE
"36","0857_000301_scrubbed.wav",303.01,303.94,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,FALSE
"37","0857_000301_scrubbed.wav",328.72,329.5,1,2,1,2,2,1,2,2,1,1,2,3,2,2,2,1,2,2,2,FALSE
"38","0857_000301_scrubbed.wav",329.5,330.31,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,TRUE
"39","0857_000301_scrubbed.wav",330.31,331.31,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,TRUE
"40","0857_000301_scrubbed.wav",332.11,332.72,1,2,1,2,2,1,1,2,1,1,2,3,2,1,2,1,1,1,1,TRUE
"41","0857_000301_scrubbed.wav",3306.85,3307.45,1,2,1,2,2,1,2,2,1,2,3,3,2,1,2,1,1,1,1,TRUE
"42","0857_000301_scrubbed.wav",3310.89,3311.49,1,2,2,2,3,3,3,3,2,3,2,4,2,2,2,1,2,2,2,FALSE
"43","0857_000301_scrubbed.wav",3315.31,3319.12,1,1,1,2,2,1,2,2,2,2,1,3,2,1,2,1,1,2,1,TRUE
"44","0857_000301_scrubbed.wav",3323.34,3323.94,1,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,TRUE
"45","0857_000301_scrubbed.wav",3325.2,3327.08,1,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,TRUE
"46","0857_000301_scrubbed.wav",3327.88,3329.51,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,1,TRUE
"47","0857_000301_scrubbed.wav",3330.31,3331.52,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,FALSE
"48","0857_000301_scrubbed.wav",3332.71,3334.8,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,FALSE
"49","0857_000301_scrubbed.wav",3335.88,3336.48,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,1,TRUE
"50","0857_000301_scrubbed.wav",3337.38,3338.44,2,2,2,2,3,2,2,3,2,2,2,4,2,2,2,1,2,2,2,FALSE
"51","0857_000301_scrubbed.wav",3339.32,3341.32,1,2,2,2,3,2,2,2,2,2,2,4,2,2,2,1,2,3,2,FALSE
"52","0857_000301_scrubbed.wav",3342.12,3345.41,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,FALSE
"53","0857_000301_scrubbed.wav",3346.25,3347.52,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,TRUE
"54","0857_000301_scrubbed.wav",3348.37,3348.97,1,1,1,2,2,1,1,2,2,2,2,3,2,1,1,1,1,1,1,TRUE
"55","0857_000301_scrubbed.wav",3348.97,3350,2,2,2,2,3,2,3,2,3,2,1,3,2,2,3,1,2,2,2,FALSE
"56","0857_000301_scrubbed.wav",3350,3354.26,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,TRUE
"57","0857_000301_scrubbed.wav",3354.26,3355.49,1,2,1,2,3,2,2,2,2,2,1,3,2,2,3,1,2,3,2,FALSE
"58","0857_000301_scrubbed.wav",3356.86,3357.52,1,2,1,2,2,1,2,2,1,1,2,2,2,1,3,1,1,2,1,TRUE
"59","0857_000301_scrubbed.wav",3358.32,3365.5,1,1,1,2,2,1,2,2,2,1,1,2,2,1,3,1,1,1,1,TRUE
"60","0857_000301_scrubbed.wav",3366.3,3366.9,1,2,2,2,3,1,2,2,2,2,2,3,2,1,3,1,1,1,2,FALSE
"61","0857_000301_scrubbed.wav",3368.36,3372.01,1,1,1,2,2,1,2,2,2,1,2,3,2,1,2,1,1,1,1,TRUE
"62","0857_000301_scrubbed.wav",3377.25,3377.88,1,2,1,2,3,2,2,2,2,2,2,3,2,1,2,1,1,2,2,FALSE
"63","0857_000301_scrubbed.wav",3378.86,3384.12,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,TRUE
"64","0857_000301_scrubbed.wav",3385.01,3388.88,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,TRUE
"65","0857_000301_scrubbed.wav",3389.91,3391.55,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,TRUE
"66","0857_000301_scrubbed.wav",3391.55,3392.35,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,1,2,2,2,FALSE
"67","0857_000301_scrubbed.wav",3392.35,3394.91,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,FALSE
"68","0857_000301_scrubbed.wav",3395.72,3396.34,2,1,2,2,2,1,1,2,2,2,1,4,2,1,1,1,1,1,1,TRUE
"69","0857_000301_scrubbed.wav",3397.14,3399.6,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,FALSE
"70","0857_000301_scrubbed.wav",3400.4,3401.32,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,TRUE
"71","0857_000301_scrubbed.wav",3402.21,3403.29,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,FALSE
"72","0857_000301_scrubbed.wav",3403.29,3404.09,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,TRUE
"73","0857_000301_scrubbed.wav",3404.09,3407.93,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"74","0857_000301_scrubbed.wav",3408.73,3409.39,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,FALSE
"75","0857_000301_scrubbed.wav",3410.31,3411.55,2,2,1,2,3,2,2,2,2,2,2,3,2,2,3,1,2,3,2,FALSE
"76","0857_000301_scrubbed.wav",3412.88,3413.83,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,FALSE
"77","0857_000301_scrubbed.wav",3415.12,3416.2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,TRUE
"78","0857_000301_scrubbed.wav",3417.34,3418.2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"79","0857_000301_scrubbed.wav",3419.02,3422.79,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"80","0857_000301_scrubbed.wav",3423.63,3425.3,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,FALSE
"81","0857_000301_scrubbed.wav",3425.3,3426.73,3,2,1,2,3,2,2,4,2,2,1,3,2,2,2,1,2,2,2,FALSE
"82","0857_000301_scrubbed.wav",3582.17,3583.04,5,5,5,2,3,5,3,5,4,2,1,4,2,5,2,1,5,2,5,FALSE
"83","0857_000301_scrubbed.wav",3587.38,3588.94,5,4,5,2,4,5,5,4,5,5,4,4,2,4,5,1,5,5,4,FALSE
"84","0857_000301_scrubbed.wav",3594.43,3595.1,2,2,1,2,3,2,3,2,2,2,3,2,2,2,2,1,2,3,2,FALSE
"85","0857_000301_scrubbed.wav",3596.06,3596.67,2,2,2,2,3,2,3,3,2,3,3,3,2,2,2,1,2,3,2,FALSE
"86","0857_000301_scrubbed.wav",3598.51,3599.94,2,1,1,1,3,1,1,2,1,1,3,2,2,1,1,1,1,2,1,TRUE
"87","0857_000301_scrubbed.wav",3600.94,3601.99,1,1,1,1,2,1,1,2,1,1,3,2,2,1,1,1,1,1,1,TRUE
"88","0857_000301_scrubbed.wav",3601.99,3603.01,1,1,1,2,2,1,1,2,1,1,3,2,2,1,1,1,1,1,1,TRUE
"89","0857_000301_scrubbed.wav",3603.01,3604.37,1,1,1,2,2,1,1,2,2,2,3,1,2,1,1,1,1,1,1,TRUE
"90","0857_000301_scrubbed.wav",4016.64,4018.06,5,2,2,2,4,2,3,3,3,4,3,4,2,2,2,1,2,3,2,FALSE
"91","0857_000301_scrubbed.wav",4025.27,4026.28,1,2,1,2,3,1,1,2,2,2,3,2,2,1,2,2,1,1,1,TRUE
"92","0857_000301_scrubbed.wav",4027.87,4028.49,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,FALSE
"93","0857_000301_scrubbed.wav",4029.34,4030.01,2,2,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,3,2,FALSE
"94","0857_000301_scrubbed.wav",4030.88,4031.48,4,3,2,2,3,4,3,3,3,3,3,4,2,3,3,2,4,4,3,FALSE
"95","0857_000301_scrubbed.wav",4089.73,4090.79,1,2,2,2,2,2,2,3,1,2,3,3,2,2,2,1,2,1,2,FALSE
"96","0857_000301_scrubbed.wav",4092.34,4094.46,1,2,1,2,2,1,1,2,2,1,3,2,2,1,2,1,1,1,1,TRUE
"97","0857_000301_scrubbed.wav",4094.46,4095.46,1,2,2,2,3,2,2,2,2,1,3,3,2,1,2,2,2,2,2,FALSE
"98","0857_000301_scrubbed.wav",4097,4098.44,1,3,2,2,3,3,2,3,2,2,3,3,2,2,2,2,2,4,2,FALSE
"99","0857_000301_scrubbed.wav",4099.38,4100.45,1,3,1,2,3,2,2,2,2,1,3,3,2,2,2,2,2,1,2,FALSE
"100","0857_000301_scrubbed.wav",4108.96,4109.97,1,2,1,2,2,2,2,2,2,2,3,3,2,1,2,1,2,1,2,FALSE
"101","0857_000301_scrubbed.wav",4109.97,4110.73,1,2,1,2,3,2,2,2,2,1,3,2,2,1,2,1,2,1,2,FALSE
"102","0857_000301_scrubbed.wav",4111.75,4112.94,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,TRUE
"103","0857_000301_scrubbed.wav",4114.23,4115.65,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,TRUE
"104","0857_000301_scrubbed.wav",4117.04,4120.48,1,2,1,1,3,1,2,2,2,1,2,1,2,1,2,1,1,2,1,TRUE
"105","0857_000301_scrubbed.wav",4122.07,4123.43,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,TRUE
"106","0857_000301_scrubbed.wav",4124.58,4125.23,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,1,2,1,2,FALSE
"107","0857_000301_scrubbed.wav",4146.28,4148.25,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,FALSE
"108","0857_000301_scrubbed.wav",4149.13,4150.19,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,FALSE
"109","0857_000301_scrubbed.wav",4152.72,4155.18,1,2,2,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,FALSE
"110","0857_000301_scrubbed.wav",4155.18,4155.98,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,TRUE
"111","0857_000301_scrubbed.wav",4155.98,4168.68,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,FALSE
"112","0857_000301_scrubbed.wav",4169.48,4171.43,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,1,TRUE
"113","0857_000301_scrubbed.wav",4172.32,4178.25,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,1,TRUE
"114","0857_000301_scrubbed.wav",4179.05,4186.22,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,TRUE
"115","0857_000301_scrubbed.wav",4186.22,4187.3,4,3,4,2,4,3,3,3,4,3,1,4,2,3,3,1,4,4,3,FALSE
"116","0857_000301_scrubbed.wav",4189.15,4190.94,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,FALSE
"117","0857_000301_scrubbed.wav",4577.48,4578.58,5,5,5,5,5,5,5,5,5,5,4,5,2,5,3,2,5,5,5,FALSE
"118","0857_000301_scrubbed.wav",4663.69,4664.3,5,4,2,2,3,5,3,4,4,4,2,4,2,4,5,2,5,3,4,FALSE
"119","0857_000301_scrubbed.wav",5332.16,5332.76,5,4,4,2,3,4,3,4,5,4,2,4,2,4,3,1,5,4,4,FALSE
"120","0857_000301_scrubbed.wav",5566.14,5566.81,1,3,5,2,5,5,5,5,5,5,3,4,3,5,5,5,5,5,5,FALSE
"121","0857_000301_scrubbed.wav",5568.63,5569.28,5,3,5,2,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,FALSE
"122","0857_000301_scrubbed.wav",5951.88,5952.51,4,3,3,2,5,4,5,3,5,2,3,5,3,3,3,1,5,2,3,FALSE
"123","0857_000301_scrubbed.wav",6061.05,6061.71,2,3,1,2,3,4,1,3,1,5,2,4,3,1,1,1,1,1,1,TRUE
"124","0857_000301_scrubbed.wav",6117.21,6117.82,2,3,1,2,2,1,2,3,1,3,2,3,3,1,1,1,1,1,1,TRUE
"125","0857_000301_scrubbed.wav",6172.16,6172.99,5,5,4,2,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,FALSE
"126","0857_000301_scrubbed.wav",6175.44,6176.22,5,5,5,5,5,5,5,5,5,5,2,5,3,5,5,5,5,5,4,FALSE
"127","0857_000301_scrubbed.wav",6185,6185.82,2,4,3,3,3,4,3,3,4,4,2,4,3,3,3,2,3,4,3,FALSE
"128","0857_000301_scrubbed.wav",6206.36,6207.3,5,5,5,2,3,5,5,5,5,5,2,5,5,5,5,2,5,5,4,FALSE
"129","0857_000301_scrubbed.wav",6399.39,6399.99,5,4,2,2,5,1,2,2,1,3,3,3,2,1,2,2,1,1,1,TRUE
"130","0857_000301_scrubbed.wav",6426.27,6426.88,1,5,1,2,1,5,1,1,1,3,2,3,2,1,1,1,1,1,1,TRUE
"131","0857_000301_scrubbed.wav",6464.67,6465.48,2,3,2,2,2,1,1,3,3,3,2,4,2,1,3,5,1,2,2,FALSE
"132","0857_000301_scrubbed.wav",6492.68,6493.28,2,3,1,2,3,1,1,2,1,2,2,2,2,1,1,5,1,2,1,TRUE
"133","0857_000301_scrubbed.wav",6499.84,6500.45,2,3,2,2,3,1,2,3,2,3,3,3,2,2,2,5,2,3,2,FALSE
"134","0857_000301_scrubbed.wav",6554.3,6554.94,5,4,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,4,FALSE
"135","0857_000301_scrubbed.wav",6602.78,6603.43,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,FALSE
"136","0857_000301_scrubbed.wav",6671.07,6672.07,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,3,FALSE
"137","0857_000301_scrubbed.wav",6680.12,6680.72,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,FALSE
"138","0857_000301_scrubbed.wav",6725.84,6726.99,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,FALSE
"139","0857_000301_scrubbed.wav",6857.99,6858.63,1,3,3,2,4,1,3,3,5,3,4,4,3,1,1,5,2,1,1,TRUE
"140","0857_000301_scrubbed.wav",6861.53,6862.13,2,2,2,2,3,1,2,4,1,3,3,4,3,2,2,2,2,1,2,FALSE
"141","0857_000301_scrubbed.wav",7010.52,7011.12,2,2,2,2,4,1,3,4,2,3,2,3,2,2,2,2,2,1,2,FALSE
"142","0857_000301_scrubbed.wav",7575.69,7576.68,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,FALSE
"143","0857_000301_scrubbed.wav",7875.41,7876.21,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,3,FALSE
"144","0857_000301_scrubbed.wav",7876.21,7878.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,FALSE
"145","0857_000301_scrubbed.wav",7880.09,7880.72,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,FALSE
"146","0857_000301_scrubbed.wav",8049,8049.6,1,3,2,2,5,1,5,4,5,5,5,5,5,5,1,5,5,5,5,FALSE
"147","0857_000301_scrubbed.wav",8294.98,8295.78,2,2,1,2,3,1,3,3,1,4,3,4,5,2,2,5,2,1,1,TRUE
"148","0857_000301_scrubbed.wav",9168.07,9168.67,1,2,1,1,5,1,2,2,1,2,2,2,2,1,2,1,2,1,1,TRUE
"149","0857_000301_scrubbed.wav",9273.53,9274.13,1,2,2,2,3,2,2,3,2,3,2,2,2,2,2,1,2,3,2,FALSE
"150","0857_000301_scrubbed.wav",9288.99,9289.59,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"151","0857_000301_scrubbed.wav",9291.97,9292.57,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"152","0857_000301_scrubbed.wav",9302.85,9303.45,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"153","0857_000301_scrubbed.wav",9317.65,9318.27,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"154","0857_000301_scrubbed.wav",9334.27,9334.87,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"155","0857_000301_scrubbed.wav",9337.64,9338.24,2,2,1,3,2,3,3,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"156","0857_000301_scrubbed.wav",9343.36,9344.11,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,FALSE
"157","0857_000301_scrubbed.wav",9345.33,9345.93,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,TRUE
"158","0857_000301_scrubbed.wav",9348.37,9349.53,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,FALSE
"159","0857_000301_scrubbed.wav",9351.62,9352.24,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"160","0857_000301_scrubbed.wav",9354.42,9355.43,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"161","0857_000301_scrubbed.wav",9356.26,9357.03,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"162","0857_000301_scrubbed.wav",9357.84,9358.44,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,FALSE
"163","0857_000301_scrubbed.wav",9382.01,9382.61,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,FALSE
"164","0857_000301_scrubbed.wav",9409.61,9410.21,1,2,2,2,2,3,3,3,3,3,2,3,2,2,2,1,3,2,2,FALSE
"165","0857_000301_scrubbed.wav",9412.56,9413.19,5,4,2,5,5,5,5,5,3,4,2,5,2,5,5,1,5,5,5,FALSE
"166","0857_000301_scrubbed.wav",9439.02,9440.03,5,5,4,5,5,5,5,3,5,5,2,5,2,5,5,1,5,5,5,FALSE
"167","0857_000301_scrubbed.wav",9457.95,9458.55,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,1,2,2,2,FALSE
"168","0857_000301_scrubbed.wav",9464.6,9465.22,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,FALSE
"169","0857_000301_scrubbed.wav",9475.03,9475.63,2,2,3,2,3,2,3,3,2,2,2,3,2,2,3,1,3,2,2,FALSE
"170","0857_000301_scrubbed.wav",9477.85,9478.45,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,FALSE
"171","0857_000301_scrubbed.wav",9501.56,9502.18,5,4,4,5,3,5,5,5,5,5,2,5,5,5,5,2,5,5,5,FALSE
"172","0857_000301_scrubbed.wav",9506.25,9507.32,5,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,FALSE
"173","0857_000301_scrubbed.wav",9512.81,9513.47,5,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,FALSE
"174","0857_000301_scrubbed.wav",9517.96,9519.03,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,FALSE
"175","0857_000301_scrubbed.wav",9526.1,9527.1,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,FALSE
"176","0857_000301_scrubbed.wav",9530.85,9533.16,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,FALSE
"177","0857_000301_scrubbed.wav",9537.53,9538.13,5,5,5,5,5,5,5,5,5,5,3,5,2,5,5,2,5,5,4,FALSE
"178","0857_000301_scrubbed.wav",9538.13,9539.3,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,FALSE
"179","0857_000301_scrubbed.wav",9541.96,9542.67,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,FALSE
"180","0857_000301_scrubbed.wav",9545.82,9546.47,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,FALSE
"181","0857_000301_scrubbed.wav",9549.21,9549.91,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,TRUE
"182","0857_000301_scrubbed.wav",9551,9552,5,4,4,4,4,4,4,4,4,5,5,4,3,3,4,5,4,4,3,FALSE
"183","0857_000301_scrubbed.wav",9552,9552.69,1,2,1,1,2,1,2,2,1,2,4,2,2,1,1,2,1,1,1,TRUE
"184","0857_000301_scrubbed.wav",9581.81,9583.22,4,3,4,4,5,4,4,4,4,4,2,4,4,3,4,4,4,4,4,FALSE
"185","0857_000301_scrubbed.wav",9583.22,9584.01,1,2,2,2,3,1,1,2,1,2,3,2,2,1,1,1,1,1,1,TRUE
"186","0857_000301_scrubbed.wav",9585.03,9585.71,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,TRUE
"187","0857_000301_scrubbed.wav",9586.68,9587.74,1,2,1,2,1,2,2,2,2,2,3,3,3,2,2,1,2,2,2,FALSE
"188","0857_000301_scrubbed.wav",9591.05,9591.66,1,2,1,2,2,2,2,2,2,1,3,3,2,2,2,1,2,2,2,FALSE
"189","0857_000301_scrubbed.wav",9592.46,9593.06,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,TRUE
"190","0857_000301_scrubbed.wav",9649.65,9651.84,5,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,FALSE
"191","0857_000301_scrubbed.wav",9660.28,9661.57,5,4,5,5,2,5,5,5,5,5,2,5,5,5,5,5,5,5,4,FALSE
"192","0857_000301_scrubbed.wav",9673.3,9674.1,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"193","0857_000301_scrubbed.wav",9691.88,9692.87,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"194","0857_000301_scrubbed.wav",9694.36,9695.56,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
