"","recording","blky","cvai","ejkq","eoce","jkwa","jvfs","kfav","lant","lskw","lyur","mrkf","pdav","pwwr","qoth","szch","ukqu","vgvn","xgju","yzxn","ztcp"
"1","0340_000301_scrubbed.wav",0.237347363311391,0.332481373767002,NA,0.180723049482327,0.140562054160361,0.480002992045463,0.374196197830542,0.540596266874516,0.297735015664858,NA,NA,0.0826841953682213,0.142714039831029,NA,0.356123588786108,NA,0.220362127218947,0.0907397526804887,0.292555577410817,0.341808895411317
"2","0204_000609_scrubbed.wav",0.292966787667559,0.354561657402122,NA,0.388674578781216,0.476385624778087,0.471420214689745,0.440489089457985,0.49357776078398,0.337206491648282,NA,0.402679119452522,0.317711920167737,0.294993626424002,0.35762863811305,0.400725579408562,NA,0.429504411410492,0.269888532414693,0.475141172923653,NA
"3","0054_000603_scrubbed.wav",0.307288846798366,0.49236708678575,NA,0.292698143097451,0.338448643191709,0.469594523440428,0.471885119384745,0.641609130390142,0.532636241767209,NA,0.282549462385259,0.365473418492808,0.286524926160934,0.379765708200213,0.321702150893147,0.188472788824708,0.3595111912413,0.0778991285340087,0.387514394770384,0.479153314009023
