"","recording","startSeconds","endSeconds","blky_1_targetChildProminence","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_1_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","lplf_1_targetChildProminence","lskw_1_targetChildProminence","mrkf_1_targetChildProminence","pdav_1_targetChildProminence","pwwr_1_targetChildProminence","qoth_2_targetChildProminence","szch_1_targetChildProminence","ukqu_1_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_2_targetChildProminence","ztcp_1_targetChildProminence","modal_prominence","clean"
"546","0054_000603_scrubbed.wav",9080.83,9082.65,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"547","0054_000603_scrubbed.wav",9083.45,9085.01,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"548","0054_000603_scrubbed.wav",9085.81,9088.12,2,1,1,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,2,2,FALSE
"549","0054_000603_scrubbed.wav",9089.96,9090.56,2,2,1,2,2,2,2,3,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"550","0054_000603_scrubbed.wav",9092.35,9096.01,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"551","0054_000603_scrubbed.wav",9101.39,9102.11,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"552","0054_000603_scrubbed.wav",9103.72,9105.26,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"553","0054_000603_scrubbed.wav",9106.06,9107.52,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"554","0054_000603_scrubbed.wav",9108.42,9109.07,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"555","0054_000603_scrubbed.wav",9127.65,9129.05,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"556","0054_000603_scrubbed.wav",9130.22,9130.83,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,1,2,2,2,FALSE
"557","0054_000603_scrubbed.wav",9133.51,9134.12,2,2,2,2,2,2,2,3,2,3,2,2,2,1,1,2,1,2,2,2,FALSE
"558","0054_000603_scrubbed.wav",9135.02,9136.88,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"559","0054_000603_scrubbed.wav",9137.98,9141.18,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"560","0054_000603_scrubbed.wav",9144.72,9147.38,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,2,2,FALSE
"561","0054_000603_scrubbed.wav",9148.18,9148.78,2,2,2,2,1,2,2,2,2,3,2,2,2,1,1,2,1,1,2,2,FALSE
"562","0054_000603_scrubbed.wav",9153.75,9156.79,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,1,1,2,2,FALSE
"563","0054_000603_scrubbed.wav",9158.24,9162.36,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2,FALSE
"564","0054_000603_scrubbed.wav",9163.36,9167.25,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"565","0054_000603_scrubbed.wav",9168.16,9170.09,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"566","0054_000603_scrubbed.wav",9170.89,9173.97,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"567","0054_000603_scrubbed.wav",9192.08,9192.69,2,2,2,3,2,2,2,3,2,3,2,2,2,1,1,2,2,2,2,2,FALSE
"568","0054_000603_scrubbed.wav",9225.7,9226.33,2,2,2,2,2,3,3,3,2,3,2,2,2,2,1,2,1,2,2,2,FALSE
"569","0054_000603_scrubbed.wav",9244.43,9245.03,2,3,2,1,2,2,3,5,2,1,2,4,2,1,1,5,1,1,2,1,TRUE
"570","0054_000603_scrubbed.wav",9251.97,9253.06,2,2,2,3,2,1,2,2,2,1,2,4,2,2,1,2,1,2,2,2,FALSE
"571","0054_000603_scrubbed.wav",9254.76,9255.36,2,2,2,3,2,1,3,2,2,1,3,4,2,2,1,2,1,1,2,2,FALSE
"572","0054_000603_scrubbed.wav",9257.82,9258.75,2,2,2,2,1,1,2,2,2,1,2,3,2,1,1,2,1,1,1,1,TRUE
"573","0054_000603_scrubbed.wav",9271.11,9271.71,1,2,2,3,2,2,3,2,2,1,3,4,2,1,1,1,1,1,3,1,TRUE
"574","0054_000603_scrubbed.wav",9297.41,9298.75,1,2,2,2,2,1,2,2,2,1,2,4,2,1,1,2,1,1,2,2,FALSE
"575","0054_000603_scrubbed.wav",9302.75,9303.64,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,TRUE
"576","0054_000603_scrubbed.wav",9305.88,9307.38,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,FALSE
"577","0054_000603_scrubbed.wav",9344.65,9347.16,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,TRUE
"578","0054_000603_scrubbed.wav",9348.03,9349.01,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,5,1,2,2,2,FALSE
"579","0054_000603_scrubbed.wav",9352.36,9355.32,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,2,1,1,TRUE
"580","0054_000603_scrubbed.wav",9356.87,9358.47,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,TRUE
"581","0054_000603_scrubbed.wav",9363.76,9364.48,2,2,2,3,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,FALSE
"582","0054_000603_scrubbed.wav",9367.14,9368.18,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"583","0054_000603_scrubbed.wav",9371.77,9372.61,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"584","0054_000603_scrubbed.wav",9375.24,9376.53,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"585","0054_000603_scrubbed.wav",9377.33,9378,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"586","0054_000603_scrubbed.wav",9382.69,9383.29,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"587","0054_000603_scrubbed.wav",9390.55,9391.64,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"588","0054_000603_scrubbed.wav",9395.07,9395.82,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,1,2,2,2,FALSE
"589","0054_000603_scrubbed.wav",9397.05,9398.28,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1,2,2,2,FALSE
"590","0054_000603_scrubbed.wav",9403.19,9403.95,2,2,2,2,3,2,3,3,2,3,3,2,2,2,2,2,1,2,3,2,FALSE
"591","0054_000603_scrubbed.wav",9414.72,9415.72,1,2,2,2,1,1,2,2,2,3,2,2,2,1,1,2,1,1,1,1,TRUE
"592","0054_000603_scrubbed.wav",9417.41,9418.46,1,2,2,2,2,1,2,2,2,3,2,2,2,1,1,2,1,1,1,2,FALSE
"593","0054_000603_scrubbed.wav",9418.46,9419.58,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"594","0054_000603_scrubbed.wav",9420.38,9421.68,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"595","0054_000603_scrubbed.wav",9422.94,9423.62,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"596","0054_000603_scrubbed.wav",9426.27,9427.09,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,TRUE
"597","0054_000603_scrubbed.wav",9429.74,9430.35,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"598","0054_000603_scrubbed.wav",9434.11,9436.6,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"599","0054_000603_scrubbed.wav",9437.78,9443.19,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,FALSE
"600","0054_000603_scrubbed.wav",9444,9446.9,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,FALSE
"601","0054_000603_scrubbed.wav",9446.9,9447.91,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"602","0054_000603_scrubbed.wav",9447.91,9450.9,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"603","0054_000603_scrubbed.wav",9452.02,9463.36,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"604","0054_000603_scrubbed.wav",9466.71,9468.24,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,FALSE
"605","0054_000603_scrubbed.wav",9470.02,9470.62,2,2,2,2,2,1,2,2,2,3,2,2,2,2,1,2,1,1,2,2,FALSE
"606","0054_000603_scrubbed.wav",9471.5,9472.56,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"607","0054_000603_scrubbed.wav",9473.91,9474.51,1,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,FALSE
"608","0054_000603_scrubbed.wav",9652.62,9653.32,2,2,2,3,3,2,2,2,3,2,2,2,2,2,1,2,1,2,2,2,FALSE
"609","0054_000603_scrubbed.wav",9716.97,9717.57,1,2,2,1,2,2,3,2,3,2,2,4,2,2,1,3,1,1,2,2,FALSE
"610","0054_000603_scrubbed.wav",10177.06,10177.72,1,2,1,2,2,1,2,2,1,2,2,4,2,1,1,2,1,1,2,1,TRUE
"611","0054_000603_scrubbed.wav",10194.19,10195.45,1,2,1,2,3,1,2,2,2,2,2,3,2,1,1,2,1,1,2,2,FALSE
"612","0054_000603_scrubbed.wav",10198.48,10199.08,1,2,2,2,3,1,2,2,2,2,2,3,2,1,1,1,1,1,1,1,TRUE
"613","0054_000603_scrubbed.wav",10199.08,10199.88,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,FALSE
"614","0054_000603_scrubbed.wav",10201.82,10202.63,1,2,2,2,3,1,2,2,2,2,2,3,2,1,1,2,1,1,1,2,FALSE
"615","0054_000603_scrubbed.wav",10203.45,10204.26,2,2,2,2,3,1,2,2,2,2,2,3,2,2,2,2,1,2,2,2,FALSE
"616","0054_000603_scrubbed.wav",10206.19,10206.86,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,FALSE
"617","0054_000603_scrubbed.wav",10206.86,10208.29,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,FALSE
"618","0054_000603_scrubbed.wav",10209.59,10210.82,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"619","0054_000603_scrubbed.wav",10212.87,10213.89,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,FALSE
"620","0054_000603_scrubbed.wav",10216.06,10216.66,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,FALSE
"621","0054_000603_scrubbed.wav",10218.23,10218.83,2,2,2,2,3,1,2,2,3,2,2,3,2,1,1,2,1,1,2,2,FALSE
"622","0054_000603_scrubbed.wav",10228.28,10229.13,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"623","0054_000603_scrubbed.wav",10275.4,10276,1,2,1,2,3,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"624","0054_000603_scrubbed.wav",10289.99,10290.99,2,2,2,2,3,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,FALSE
"625","0054_000603_scrubbed.wav",10291.89,10292.52,2,2,2,2,2,1,2,2,2,2,2,3,2,1,1,2,1,2,2,2,FALSE
"626","0054_000603_scrubbed.wav",10295.51,10297.16,2,2,2,3,3,2,3,2,2,2,2,3,2,1,1,2,1,2,2,2,FALSE
"627","0054_000603_scrubbed.wav",10300.17,10300.97,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,TRUE
"628","0054_000603_scrubbed.wav",10315.69,10316.71,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,FALSE
"629","0054_000603_scrubbed.wav",10348.7,10349.51,1,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"630","0054_000603_scrubbed.wav",10353.84,10355.5,1,2,2,2,2,1,2,2,2,2,2,3,2,1,1,1,1,1,2,2,FALSE
"631","0054_000603_scrubbed.wav",10360.01,10360.84,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,TRUE
"632","0054_000603_scrubbed.wav",10378.29,10379.38,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,TRUE
"633","0054_000603_scrubbed.wav",10392.53,10393.79,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,FALSE
"634","0054_000603_scrubbed.wav",10396.24,10397.11,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"635","0054_000603_scrubbed.wav",10401.54,10402.51,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,FALSE
"636","0054_000603_scrubbed.wav",10403.62,10404.43,1,2,2,2,3,2,3,2,3,2,3,2,2,1,1,2,1,2,2,2,FALSE
"637","0054_000603_scrubbed.wav",10405.25,10406.21,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,FALSE
"638","0054_000603_scrubbed.wav",10408.22,10408.83,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,FALSE
"639","0054_000603_scrubbed.wav",10412.45,10413.32,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,FALSE
"640","0054_000603_scrubbed.wav",10414.12,10414.72,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,FALSE
"641","0054_000603_scrubbed.wav",10430.74,10431.34,1,2,2,2,3,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,FALSE
"642","0054_000603_scrubbed.wav",10434.4,10435,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"643","0054_000603_scrubbed.wav",10440.84,10441.59,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,FALSE
"644","0054_000603_scrubbed.wav",10446.8,10447.4,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,FALSE
"645","0054_000603_scrubbed.wav",10449.14,10450.98,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"646","0054_000603_scrubbed.wav",10452.77,10453.99,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"647","0054_000603_scrubbed.wav",10453.99,10454.93,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,FALSE
"648","0054_000603_scrubbed.wav",10454.93,10455.73,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,TRUE
"649","0054_000603_scrubbed.wav",10455.73,10458.02,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,TRUE
"650","0054_000603_scrubbed.wav",10459.28,10459.96,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,FALSE
"651","0054_000603_scrubbed.wav",10461.12,10462.61,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"652","0054_000603_scrubbed.wav",10462.61,10463.62,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"653","0054_000603_scrubbed.wav",10464.76,10465.59,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,FALSE
"654","0054_000603_scrubbed.wav",10467.69,10468.29,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"655","0054_000603_scrubbed.wav",10468.29,10469.12,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"656","0054_000603_scrubbed.wav",10469.12,10470.35,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"657","0054_000603_scrubbed.wav",10470.35,10471.23,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"658","0054_000603_scrubbed.wav",10473.51,10474.37,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"659","0054_000603_scrubbed.wav",10475.21,10476.22,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,TRUE
"660","0054_000603_scrubbed.wav",10476.22,10478.3,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,TRUE
"661","0054_000603_scrubbed.wav",10479.12,10481.93,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,TRUE
"662","0054_000603_scrubbed.wav",10484.36,10487.92,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,FALSE
"663","0054_000603_scrubbed.wav",10489.65,10490.25,1,2,2,3,3,2,2,3,2,2,2,2,2,1,1,2,1,2,2,2,FALSE
"664","0054_000603_scrubbed.wav",10491.06,10491.91,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,FALSE
"665","0054_000603_scrubbed.wav",10494,10496.31,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,TRUE
"666","0054_000603_scrubbed.wav",10497.11,10501.08,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,FALSE
"667","0054_000603_scrubbed.wav",10501.88,10502.49,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,FALSE
"668","0054_000603_scrubbed.wav",10503.67,10506.22,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,FALSE
"669","0054_000603_scrubbed.wav",10509.71,10512.08,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"670","0054_000603_scrubbed.wav",10513.77,10517.6,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,FALSE
"671","0054_000603_scrubbed.wav",10518.42,10522.28,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,1,2,FALSE
"672","0054_000603_scrubbed.wav",10524.3,10527.29,1,2,2,1,2,2,2,2,2,3,2,2,2,1,1,2,1,1,1,2,FALSE
"673","0054_000603_scrubbed.wav",10530.55,10533.5,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,1,1,2,FALSE
"674","0054_000603_scrubbed.wav",10533.5,10534.32,1,2,2,2,2,1,2,2,2,3,2,2,2,1,1,2,1,1,1,2,FALSE
"675","0054_000603_scrubbed.wav",10536.46,10539.51,1,2,2,2,1,1,2,2,2,3,2,2,2,1,2,2,1,1,1,2,FALSE
"676","0054_000603_scrubbed.wav",10540.53,10543.42,1,2,2,2,2,1,2,2,2,3,2,2,2,1,1,2,1,1,1,2,FALSE
"677","0054_000603_scrubbed.wav",10545.4,10546.6,1,2,1,1,1,1,1,2,2,3,2,2,2,1,1,1,1,1,1,1,TRUE
"678","0054_000603_scrubbed.wav",10546.6,10547.77,1,1,2,2,2,1,2,2,2,3,2,2,2,1,1,1,1,1,1,1,TRUE
"679","0054_000603_scrubbed.wav",10573.57,10574.37,1,2,2,2,2,1,2,5,2,3,2,2,2,1,1,1,1,2,1,2,FALSE
"680","0054_000603_scrubbed.wav",10574.37,10574.98,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,TRUE
"681","0054_000603_scrubbed.wav",10579.37,10580.24,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,TRUE
"682","0054_000603_scrubbed.wav",10580.24,10581.04,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,TRUE
"683","0054_000603_scrubbed.wav",10581.04,10582.77,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,TRUE
"684","0054_000603_scrubbed.wav",10583.68,10588.91,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,TRUE
"685","0054_000603_scrubbed.wav",10590.06,10591,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,TRUE
"686","0054_000603_scrubbed.wav",10591,10591.83,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,TRUE
"687","0054_000603_scrubbed.wav",10593.82,10596.99,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,TRUE
"688","0054_000603_scrubbed.wav",10598.23,10601.01,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,TRUE
"689","0054_000603_scrubbed.wav",10603.17,10603.78,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,TRUE
"690","0054_000603_scrubbed.wav",10605.59,10607.46,2,1,2,2,2,1,2,2,2,2,2,3,2,1,1,2,1,1,1,2,FALSE
"691","0054_000603_scrubbed.wav",10607.46,10610.22,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"692","0054_000603_scrubbed.wav",10610.22,10611.02,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,TRUE
"693","0054_000603_scrubbed.wav",10611.02,10613.06,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,TRUE
"694","0054_000603_scrubbed.wav",10614.18,10616.38,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,TRUE
"695","0054_000603_scrubbed.wav",10616.38,10617.18,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,TRUE
"696","0054_000603_scrubbed.wav",10618,10619.86,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,TRUE
"697","0054_000603_scrubbed.wav",10623.05,10625.38,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,TRUE
"698","0054_000603_scrubbed.wav",10625.38,10626.2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,FALSE
"699","0054_000603_scrubbed.wav",10626.2,10626.8,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"700","0054_000603_scrubbed.wav",10626.8,10627.6,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,FALSE
"701","0054_000603_scrubbed.wav",10627.6,10628.2,2,2,2,5,3,2,4,3,2,2,2,4,2,1,1,3,1,5,1,2,FALSE
"702","0054_000603_scrubbed.wav",10628.2,10629.06,1,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,1,2,FALSE
"703","0054_000603_scrubbed.wav",10629.06,10632.24,1,2,2,2,1,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,TRUE
"704","0054_000603_scrubbed.wav",10633.73,10637.19,1,2,2,1,2,1,2,2,1,3,2,2,2,1,1,1,1,1,1,1,TRUE
"705","0054_000603_scrubbed.wav",10639.87,10641.56,1,2,2,1,1,1,1,2,1,3,2,2,2,1,1,1,1,1,1,1,TRUE
"706","0054_000603_scrubbed.wav",10641.56,10642.58,1,2,2,1,1,1,1,2,1,3,2,2,2,1,1,1,1,1,1,1,TRUE
"707","0054_000603_scrubbed.wav",10642.58,10643.18,1,2,2,2,2,1,2,2,2,3,2,2,2,1,1,2,1,1,1,2,FALSE
"708","0054_000603_scrubbed.wav",10644.98,10648.02,1,2,2,1,2,1,2,2,1,3,2,2,2,1,1,2,1,2,1,1,TRUE
"709","0054_000603_scrubbed.wav",10648.02,10649.07,1,2,2,2,3,1,2,2,2,3,2,2,2,1,1,2,1,2,1,2,FALSE
"710","0054_000603_scrubbed.wav",10649.07,10650.88,1,2,1,1,2,1,2,2,1,3,2,2,2,1,1,2,1,1,1,1,TRUE
"711","0054_000603_scrubbed.wav",10652.59,10657.72,1,2,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1,1,1,1,TRUE
"712","0054_000603_scrubbed.wav",10659.3,10661.95,1,2,2,2,2,1,2,2,2,3,2,2,2,1,1,2,1,1,1,2,FALSE
"713","0054_000603_scrubbed.wav",10664.22,10668.77,1,2,1,1,2,1,2,2,2,3,2,2,2,1,1,2,1,1,1,1,TRUE
"714","0054_000603_scrubbed.wav",10669.68,10670.99,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"715","0054_000603_scrubbed.wav",10671.82,10674.05,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,FALSE
"716","0054_000603_scrubbed.wav",10674.05,10674.85,1,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,2,FALSE
"717","0054_000603_scrubbed.wav",10677.31,10681.55,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,FALSE
"718","0054_000603_scrubbed.wav",10682.85,10685.84,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,FALSE
"719","0054_000603_scrubbed.wav",10688.35,10691.33,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,TRUE
"720","0054_000603_scrubbed.wav",10693.96,10695.75,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,FALSE
"721","0054_000603_scrubbed.wav",10698.12,10699.25,1,2,1,3,1,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,TRUE
"722","0054_000603_scrubbed.wav",10700.09,10703.07,1,2,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1,1,1,1,TRUE
"723","0054_000603_scrubbed.wav",10705.23,10707.35,1,1,1,1,2,1,2,2,2,3,2,2,2,1,1,1,1,1,1,1,TRUE
"724","0054_000603_scrubbed.wav",10712.47,10716.61,1,2,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1,2,1,1,TRUE
"725","0054_000603_scrubbed.wav",10718.27,10718.87,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,FALSE
"726","0054_000603_scrubbed.wav",10719.67,10722.2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,FALSE
"727","0054_000603_scrubbed.wav",10724.1,10727.24,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,TRUE
"728","0054_000603_scrubbed.wav",10728.04,10729.42,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,2,1,2,FALSE
"729","0054_000603_scrubbed.wav",10730.22,10732.06,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,FALSE
"730","0054_000603_scrubbed.wav",10732.06,10732.86,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,TRUE
"731","0054_000603_scrubbed.wav",10733.66,10734.26,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,TRUE
"732","0054_000603_scrubbed.wav",10734.26,10735.24,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,FALSE
