"","recording","startSeconds","endSeconds","blky_1_targetChildProminence","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_1_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","lskw_1_targetChildProminence","mrkf_1_targetChildProminence","pdav_1_targetChildProminence","qoth_2_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_2_targetChildProminence","ztcp_1_targetChildProminence","modal_prominence","clean"
"65","0300_000607_scrubbed.wav",491.05,491.84,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,3,FALSE
"66","0300_000607_scrubbed.wav",492.64,493.5,1,2,3,2,1,1,2,2,2,3,2,1,2,1,2,2,3,FALSE
"67","0300_000607_scrubbed.wav",497.28,498.36,1,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,3,FALSE
"68","0300_000607_scrubbed.wav",500.08,501.21,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,3,FALSE
"69","0300_000607_scrubbed.wav",502.01,502.61,2,3,3,3,3,3,3,2,3,2,2,2,2,1,3,2,3,FALSE
"70","0300_000607_scrubbed.wav",503.87,504.47,1,2,2,2,2,2,2,2,2,3,2,1,1,1,2,2,3,FALSE
"71","0300_000607_scrubbed.wav",505.43,509.53,1,2,2,2,1,2,2,2,2,3,2,1,2,1,2,2,3,FALSE
"72","0300_000607_scrubbed.wav",510.72,511.39,1,1,1,2,1,2,2,2,1,3,2,1,1,1,2,2,2,FALSE
"73","0300_000607_scrubbed.wav",512.21,515.67,1,1,2,1,1,2,2,2,1,3,2,1,1,1,2,2,2,FALSE
"74","0300_000607_scrubbed.wav",516.89,517.74,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,3,FALSE
"75","0300_000607_scrubbed.wav",522.97,523.69,1,2,2,2,1,2,2,2,2,3,2,1,1,1,2,2,3,FALSE
"76","0300_000607_scrubbed.wav",526.35,528.73,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,3,FALSE
"77","0300_000607_scrubbed.wav",530.03,530.79,1,2,2,2,1,2,2,2,1,3,2,1,1,1,2,2,3,FALSE
"78","0300_000607_scrubbed.wav",531.83,532.43,1,3,3,3,2,3,3,2,2,3,2,2,1,1,2,2,3,FALSE
"79","0300_000607_scrubbed.wav",534.19,534.81,1,3,3,3,3,2,2,2,2,3,2,2,1,1,2,3,3,FALSE
"80","0300_000607_scrubbed.wav",535.61,536.58,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,FALSE
"81","0300_000607_scrubbed.wav",539.98,543.75,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,3,FALSE
"82","0300_000607_scrubbed.wav",544.7,547.57,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,FALSE
"83","0300_000607_scrubbed.wav",549.54,550.14,1,2,2,2,1,2,2,2,2,3,2,1,1,1,2,2,3,FALSE
"84","0300_000607_scrubbed.wav",555.39,556.04,5,5,5,5,5,5,5,5,2,3,5,5,5,1,5,5,5,FALSE
"85","0300_000607_scrubbed.wav",561.14,561.74,1,3,3,3,1,2,2,2,2,3,2,1,1,1,2,2,3,FALSE
"86","0300_000607_scrubbed.wav",562.54,564.89,1,2,3,3,2,2,2,2,2,3,2,1,1,1,2,2,3,FALSE
"87","0300_000607_scrubbed.wav",565.69,566.41,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,3,FALSE
"88","0300_000607_scrubbed.wav",568.42,569.02,1,3,3,2,1,2,2,2,2,2,2,1,1,1,2,2,3,FALSE
"89","0300_000607_scrubbed.wav",571.75,572.9,1,2,3,2,1,2,2,2,2,3,2,1,1,1,1,2,3,FALSE
"90","0300_000607_scrubbed.wav",573.7,576.65,1,1,2,2,1,2,2,2,1,3,2,1,1,1,1,2,2,FALSE
"91","0300_000607_scrubbed.wav",578.68,580.36,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,1,3,FALSE
"92","0300_000607_scrubbed.wav",581.16,585.07,1,1,2,2,1,1,2,2,1,3,2,1,1,1,1,1,2,FALSE
"93","0300_000607_scrubbed.wav",587.35,591.19,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,3,FALSE
"94","0300_000607_scrubbed.wav",592.06,592.88,1,2,2,2,2,2,2,2,1,3,2,1,1,1,2,1,3,FALSE
"95","0300_000607_scrubbed.wav",595.72,597.69,1,3,2,2,2,1,2,2,1,2,2,1,1,1,2,1,3,FALSE
"96","0300_000607_scrubbed.wav",598.49,601.88,2,2,2,2,2,2,2,2,1,3,2,1,2,1,2,2,3,FALSE
"97","0300_000607_scrubbed.wav",602.68,603.28,2,2,2,3,1,2,2,2,2,3,2,1,1,1,2,2,3,FALSE
"98","0300_000607_scrubbed.wav",604.9,606.79,1,2,2,2,1,2,2,2,1,3,2,1,1,1,2,2,3,FALSE
"99","0300_000607_scrubbed.wav",608.19,608.95,1,2,2,2,2,2,2,2,1,3,2,1,1,1,2,2,3,FALSE
"100","0300_000607_scrubbed.wav",610.96,613.66,2,2,2,2,1,2,2,2,2,3,2,2,1,1,2,2,3,FALSE
"101","0300_000607_scrubbed.wav",614.66,615.58,1,2,2,2,2,2,2,2,1,3,2,1,1,1,1,2,3,FALSE
"102","0300_000607_scrubbed.wav",616.39,617,2,3,2,3,3,2,3,2,2,3,2,2,1,1,3,2,3,FALSE
"103","0300_000607_scrubbed.wav",623.46,624.06,2,3,2,2,3,2,2,2,2,3,2,2,2,1,2,2,3,FALSE
"104","0300_000607_scrubbed.wav",624.86,628.08,1,2,2,2,2,2,2,2,2,3,2,1,1,1,2,1,3,FALSE
"105","0300_000607_scrubbed.wav",634.92,635.89,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,3,FALSE
"106","0300_000607_scrubbed.wav",636.69,637.58,1,2,2,2,2,2,2,2,1,3,2,2,1,1,2,2,3,FALSE
"107","0300_000607_scrubbed.wav",639.42,642.65,1,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,3,FALSE
"108","0300_000607_scrubbed.wav",643.45,646,1,2,2,2,1,2,2,2,2,3,2,1,2,1,1,2,3,FALSE
"109","0300_000607_scrubbed.wav",647.34,649.44,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,FALSE
"110","0300_000607_scrubbed.wav",650.24,651.06,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2,2,3,FALSE
"111","0300_000607_scrubbed.wav",652.31,654.54,2,2,2,2,1,2,2,2,1,3,2,1,1,1,1,2,3,FALSE
"112","0300_000607_scrubbed.wav",655.48,657.69,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,3,FALSE
"113","0300_000607_scrubbed.wav",658.67,659.27,1,3,2,2,3,2,2,2,2,3,2,2,2,1,2,2,3,FALSE
"114","0300_000607_scrubbed.wav",663.71,667.43,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,3,FALSE
"115","0300_000607_scrubbed.wav",668.28,670.69,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,3,FALSE
"116","0300_000607_scrubbed.wav",673.17,676.63,1,2,3,2,2,2,2,2,2,3,2,2,1,1,3,3,3,FALSE
"117","0300_000607_scrubbed.wav",684.45,685.6,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,3,FALSE
"118","0300_000607_scrubbed.wav",686.4,687.14,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,3,FALSE
"119","0300_000607_scrubbed.wav",689.66,691.95,1,2,2,2,2,2,2,2,1,3,2,2,1,1,2,2,3,FALSE
"120","0300_000607_scrubbed.wav",695.32,697.68,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,3,FALSE
"121","0300_000607_scrubbed.wav",699.09,700.14,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,3,FALSE
"122","0300_000607_scrubbed.wav",701.13,706.08,1,2,2,2,1,2,2,2,1,3,2,1,1,1,2,2,3,FALSE
"123","0300_000607_scrubbed.wav",706.89,709.28,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,FALSE
"124","0300_000607_scrubbed.wav",714.78,718.05,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,FALSE
"125","0300_000607_scrubbed.wav",718.85,723.67,1,2,1,2,1,2,2,2,1,3,2,2,1,1,1,2,3,FALSE
"126","0300_000607_scrubbed.wav",725.74,727.05,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,3,FALSE
"127","0300_000607_scrubbed.wav",728.2,729.53,1,2,2,2,2,2,2,2,1,3,2,2,1,1,2,2,3,FALSE
"128","0300_000607_scrubbed.wav",729.53,730.33,2,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,3,FALSE
"129","0300_000607_scrubbed.wav",730.33,730.93,1,2,2,2,3,2,2,2,1,2,2,2,3,1,2,2,3,FALSE
"130","0300_000607_scrubbed.wav",731.73,732.34,1,1,1,1,1,2,2,2,1,3,2,1,1,1,2,2,2,FALSE
"131","0300_000607_scrubbed.wav",738.27,739.03,1,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,FALSE
"132","0300_000607_scrubbed.wav",760.64,764.22,1,3,2,2,1,2,2,2,1,3,2,2,3,1,2,1,3,FALSE
"133","0300_000607_scrubbed.wav",1001.83,1002.6,1,3,2,3,3,2,3,2,2,2,2,1,2,1,2,1,3,FALSE
"134","0300_000607_scrubbed.wav",1407.86,1408.46,1,1,2,2,2,2,2,2,2,3,2,1,1,1,2,1,3,FALSE
"135","0300_000607_scrubbed.wav",1409.53,1410.37,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,3,FALSE
"136","0300_000607_scrubbed.wav",1444.62,1445.22,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,3,FALSE
"137","0300_000607_scrubbed.wav",1483.04,1483.64,4,5,4,5,4,3,4,2,1,3,2,2,3,1,4,5,5,FALSE
"138","0300_000607_scrubbed.wav",1493.25,1493.88,1,1,3,2,2,2,2,2,1,2,2,2,1,1,2,2,3,FALSE
"139","0300_000607_scrubbed.wav",1498.15,1498.76,1,2,3,2,2,1,2,2,1,3,2,1,1,1,2,2,3,FALSE
"140","0300_000607_scrubbed.wav",1508.16,1509.04,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,3,FALSE
"141","0300_000607_scrubbed.wav",1509.9,1510.55,1,1,1,2,1,1,2,1,1,3,2,1,1,1,1,1,2,FALSE
"142","0300_000607_scrubbed.wav",1521.3,1521.96,1,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,3,FALSE
"143","0300_000607_scrubbed.wav",1522.76,1523.5,1,3,2,2,2,2,3,2,1,2,2,2,2,1,2,2,3,FALSE
"144","0300_000607_scrubbed.wav",1593.64,1595.14,1,2,3,5,1,2,2,2,1,3,2,1,1,1,2,1,2,FALSE
"145","0300_000607_scrubbed.wav",1624.36,1624.98,1,2,2,2,1,1,2,2,1,3,2,1,1,1,2,1,2,FALSE
"146","0300_000607_scrubbed.wav",1631.06,1631.78,1,2,2,2,2,2,2,2,1,3,2,2,1,1,2,2,3,FALSE
"147","0300_000607_scrubbed.wav",1643.87,1645.43,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,3,FALSE
"148","0300_000607_scrubbed.wav",1648.56,1649.16,1,2,2,2,2,2,2,2,2,3,2,1,1,1,2,2,3,FALSE
"149","0300_000607_scrubbed.wav",1650.7,1651.3,1,2,2,3,2,2,2,2,2,3,2,2,1,1,2,2,3,FALSE
"150","0300_000607_scrubbed.wav",1655.42,1656.15,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,3,FALSE
"151","0300_000607_scrubbed.wav",1697.66,1700.49,1,2,2,2,2,2,2,2,1,3,2,1,1,1,2,2,3,FALSE
"152","0300_000607_scrubbed.wav",1700.49,1701.49,1,2,3,5,3,2,2,2,1,2,2,2,1,1,2,2,3,FALSE
"153","0300_000607_scrubbed.wav",1714.1,1714.9,1,2,3,3,2,2,3,2,1,2,2,2,1,1,2,2,3,FALSE
"154","0300_000607_scrubbed.wav",1717.64,1719.33,1,2,3,3,2,2,3,2,1,3,2,2,1,1,2,2,3,FALSE
"155","0300_000607_scrubbed.wav",1734.16,1735.57,1,3,3,3,2,2,3,2,1,2,2,2,1,1,3,2,3,FALSE
"156","0300_000607_scrubbed.wav",1738.09,1738.69,1,2,3,3,2,2,3,2,1,2,2,2,1,1,2,2,3,FALSE
"157","0300_000607_scrubbed.wav",1818.26,1819.69,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,FALSE
"158","0300_000607_scrubbed.wav",1823.41,1824.11,1,2,2,2,3,2,3,2,2,2,2,2,2,1,2,2,3,FALSE
"159","0300_000607_scrubbed.wav",1842.67,1843.37,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,FALSE
"160","0300_000607_scrubbed.wav",1851.73,1853.28,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,3,FALSE
"161","0300_000607_scrubbed.wav",1853.28,1854.3,1,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,3,FALSE
"162","0300_000607_scrubbed.wav",1882.9,1883.5,1,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,3,FALSE
"163","0300_000607_scrubbed.wav",1884.3,1884.9,5,2,4,4,4,3,4,2,2,2,2,3,2,1,4,2,3,FALSE
"164","0300_000607_scrubbed.wav",1891.11,1891.74,2,2,3,2,2,2,2,2,2,2,2,1,2,1,2,2,3,FALSE
"165","0300_000607_scrubbed.wav",1893.7,1895.08,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,3,FALSE
"166","0300_000607_scrubbed.wav",1895.95,1896.75,2,3,2,3,2,2,3,2,1,2,2,2,2,1,2,2,3,FALSE
"167","0300_000607_scrubbed.wav",1899.4,1901.94,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,3,FALSE
"168","0300_000607_scrubbed.wav",1901.94,1903.46,2,3,2,2,2,2,2,2,1,3,2,2,2,1,2,2,3,FALSE
"169","0300_000607_scrubbed.wav",1903.46,1904.55,1,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,3,FALSE
"170","0300_000607_scrubbed.wav",1907.98,1909.26,1,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,3,FALSE
"171","0300_000607_scrubbed.wav",1914.74,1915.34,1,2,2,3,1,2,2,2,1,2,2,2,2,1,1,2,3,FALSE
"172","0300_000607_scrubbed.wav",1916.78,1917.79,1,4,2,3,2,2,3,2,1,3,2,2,3,1,2,2,3,FALSE
"173","0300_000607_scrubbed.wav",1917.79,1920.28,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,3,FALSE
"174","0300_000607_scrubbed.wav",1922.53,1925.97,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,FALSE
"175","0300_000607_scrubbed.wav",1928.74,1929.41,2,3,2,2,2,2,3,2,3,3,2,2,2,1,2,2,3,FALSE
"176","0300_000607_scrubbed.wav",1931.08,1932.23,1,2,1,2,2,1,2,2,1,3,2,1,1,1,2,2,3,FALSE
"177","0300_000607_scrubbed.wav",1943.75,1945.16,1,2,2,3,2,2,3,2,2,3,2,2,2,1,3,2,3,FALSE
"178","0300_000607_scrubbed.wav",2020.24,2021.01,4,3,3,5,2,3,4,4,5,3,2,3,3,2,3,4,3,FALSE
"179","0300_000607_scrubbed.wav",2069.31,2069.91,4,4,4,5,5,3,5,4,4,2,3,5,3,2,5,5,5,FALSE
"180","0300_000607_scrubbed.wav",2104.09,2104.82,4,4,4,5,4,3,4,4,5,2,3,4,3,2,4,4,4,FALSE
"181","0300_000607_scrubbed.wav",2242.31,2242.93,4,4,4,5,5,3,4,4,4,3,3,4,4,2,4,4,4,FALSE
"182","0300_000607_scrubbed.wav",2264.98,2265.58,2,3,2,3,2,2,3,3,2,3,2,2,3,2,2,2,2,FALSE
"183","0300_000607_scrubbed.wav",2383.92,2384.86,1,3,2,4,2,2,3,2,4,3,2,2,3,2,3,3,3,FALSE
"184","0300_000607_scrubbed.wav",2386.01,2387.05,1,2,2,5,2,2,3,2,3,3,2,2,2,2,3,3,3,FALSE
"185","0300_000607_scrubbed.wav",2388.36,2388.96,1,2,2,2,2,2,2,2,2,4,2,1,1,1,1,2,3,FALSE
"186","0300_000607_scrubbed.wav",2408.41,2409.49,1,2,2,3,2,2,2,2,1,4,2,1,1,1,2,2,3,FALSE
"187","0300_000607_scrubbed.wav",2409.49,2410.49,1,2,2,3,2,2,2,2,2,3,2,2,1,1,2,2,3,FALSE
"188","0300_000607_scrubbed.wav",2411.29,2411.89,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,3,FALSE
"189","0300_000607_scrubbed.wav",2594.56,2595.27,1,2,2,5,2,3,3,2,2,3,2,2,2,1,2,2,3,FALSE
"190","0300_000607_scrubbed.wav",2614.63,2617.2,1,2,3,5,2,2,3,2,2,2,2,2,2,1,2,2,3,FALSE
"191","0300_000607_scrubbed.wav",2717.99,2718.7,4,4,3,5,4,3,3,2,4,3,3,3,4,1,4,4,5,FALSE
"192","0300_000607_scrubbed.wav",2720.56,2721.18,3,2,3,5,2,3,3,2,3,2,2,2,2,1,2,3,3,FALSE
"193","0300_000607_scrubbed.wav",2730.15,2730.75,1,2,3,5,1,1,2,2,2,3,2,1,1,2,2,3,3,FALSE
"194","0300_000607_scrubbed.wav",2995.66,2996.27,2,4,3,5,4,3,5,2,5,4,2,4,2,1,2,2,3,FALSE
"195","0300_000607_scrubbed.wav",2997.38,2998.03,2,2,2,5,2,2,2,2,4,3,2,2,2,1,2,2,3,FALSE
"196","0300_000607_scrubbed.wav",3003.71,3004.31,1,2,2,2,2,2,2,2,4,4,2,2,1,1,2,2,3,FALSE
"197","0300_000607_scrubbed.wav",3022.93,3023.53,1,2,2,3,2,2,3,2,2,4,2,2,1,1,2,2,3,FALSE
"198","0300_000607_scrubbed.wav",3028.37,3029.37,1,3,2,4,3,2,3,2,3,4,2,2,2,1,2,2,3,FALSE
"199","0300_000607_scrubbed.wav",3030.24,3032.38,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,FALSE
"200","0300_000607_scrubbed.wav",3035.07,3036.58,1,2,2,2,2,2,2,2,3,4,2,2,2,1,2,2,3,FALSE
"201","0300_000607_scrubbed.wav",3037.99,3038.87,1,2,2,2,1,2,2,2,2,3,2,1,2,1,2,2,3,FALSE
"202","0300_000607_scrubbed.wav",3039.84,3042.62,1,2,2,3,1,2,2,2,2,3,2,1,2,1,2,2,3,FALSE
"203","0300_000607_scrubbed.wav",3049.16,3050.98,1,2,2,2,2,2,3,2,2,3,2,2,1,1,2,2,3,FALSE
"204","0300_000607_scrubbed.wav",3052.11,3053.27,1,2,2,1,1,2,2,2,1,3,2,1,1,1,1,1,2,FALSE
"205","0300_000607_scrubbed.wav",3053.27,3054.3,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,3,FALSE
