"","recording","startSeconds","endSeconds","blky_1_targetChildProminence","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_1_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","lskw_1_targetChildProminence","mrkf_1_targetChildProminence","pdav_1_targetChildProminence","qoth_2_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_2_targetChildProminence","ztcp_1_targetChildProminence","modal_prominence","clean"
"1405","0196_000902_scrubbed.wav",35909.18,35909.92,2,3,4,2,2,3,3,2,3,3,2,2,2,2,2,3,2,FALSE
"1406","0196_000902_scrubbed.wav",35910.74,35913.06,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,FALSE
"1407","0196_000902_scrubbed.wav",35914.03,35916.05,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,FALSE
"1408","0196_000902_scrubbed.wav",35916.86,35917.48,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,TRUE
"1409","0196_000902_scrubbed.wav",35921.51,35924.38,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,FALSE
"1410","0196_000902_scrubbed.wav",35924.38,35925.69,4,3,2,3,2,3,3,4,4,2,2,2,3,2,4,3,2,FALSE
"1411","0196_000902_scrubbed.wav",35925.69,35927.89,3,3,2,3,3,3,4,2,3,2,3,2,2,1,4,3,3,FALSE
"1412","0196_000902_scrubbed.wav",36032.97,36033.86,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1413","0196_000902_scrubbed.wav",36035.91,36038.01,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1414","0196_000902_scrubbed.wav",36038.99,36040.44,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,FALSE
"1415","0196_000902_scrubbed.wav",36041.24,36042.81,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1416","0196_000902_scrubbed.wav",36042.81,36043.9,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,FALSE
"1417","0196_000902_scrubbed.wav",36043.9,36048.51,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,TRUE
"1418","0196_000902_scrubbed.wav",36052.13,36056.77,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"1419","0196_000902_scrubbed.wav",36056.77,36057.66,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"1420","0196_000902_scrubbed.wav",36058.46,36059.11,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"1421","0196_000902_scrubbed.wav",36059.11,36059.96,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"1422","0196_000902_scrubbed.wav",36061.03,36061.77,1,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,1,TRUE
"1423","0196_000902_scrubbed.wav",36072.54,36073.52,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,FALSE
"1424","0196_000902_scrubbed.wav",36086.92,36089.18,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,3,FALSE
"1425","0196_000902_scrubbed.wav",36093.26,36095.01,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,FALSE
"1426","0196_000902_scrubbed.wav",36106.55,36107.15,1,2,2,3,2,2,2,2,1,2,2,1,2,1,1,2,2,FALSE
"1427","0196_000902_scrubbed.wav",36115.97,36116.8,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"1428","0196_000902_scrubbed.wav",36124.33,36124.96,1,3,5,5,5,5,5,5,5,2,5,5,2,1,5,5,4,FALSE
"1429","0196_000902_scrubbed.wav",36132.53,36133.25,5,5,5,5,5,5,5,5,5,2,5,5,5,1,5,5,3,FALSE
"1430","0196_000902_scrubbed.wav",36135.08,36136.08,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,FALSE
"1431","0196_000902_scrubbed.wav",36142.37,36142.97,2,3,2,4,3,4,3,2,4,2,2,2,3,2,2,5,2,FALSE
"1432","0196_000902_scrubbed.wav",36143.77,36145.08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,FALSE
"1433","0196_000902_scrubbed.wav",36145.89,36146.56,2,2,2,2,2,3,3,2,3,2,2,2,3,2,2,3,2,FALSE
"1434","0196_000902_scrubbed.wav",36147.64,36149.44,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,FALSE
"1435","0196_000902_scrubbed.wav",36150.81,36151.62,5,5,5,5,5,5,5,2,5,3,2,5,5,2,5,5,4,FALSE
"1436","0196_000902_scrubbed.wav",36158.97,36159.57,1,3,2,4,2,3,2,2,3,2,2,2,1,1,2,3,2,FALSE
"1437","0196_000902_scrubbed.wav",36160.59,36161.47,2,3,3,4,3,4,4,4,4,3,2,2,3,2,4,3,3,FALSE
"1438","0196_000902_scrubbed.wav",36165.32,36166.36,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,3,FALSE
"1439","0196_000902_scrubbed.wav",36226.74,36230.92,4,4,4,5,2,4,4,2,3,5,3,3,2,5,4,4,4,FALSE
"1440","0196_000902_scrubbed.wav",36230.92,36231.92,4,3,3,3,4,3,3,2,4,5,3,3,3,4,2,4,3,FALSE
"1441","0196_000902_scrubbed.wav",36231.92,36236.24,2,2,2,1,2,3,2,2,2,5,2,2,2,2,2,3,2,FALSE
"1442","0196_000902_scrubbed.wav",36237.13,36237.84,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,FALSE
"1443","0196_000902_scrubbed.wav",36247.33,36248.03,2,2,3,2,2,2,2,2,2,2,2,2,2,5,2,2,2,FALSE
"1444","0196_000902_scrubbed.wav",36248.98,36249.58,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1445","0196_000902_scrubbed.wav",36254.23,36254.85,1,2,2,5,5,5,5,5,5,2,2,5,5,1,5,5,3,FALSE
"1446","0196_000902_scrubbed.wav",36289.5,36290.3,5,3,5,5,5,5,5,5,5,2,5,5,5,5,2,5,4,FALSE
"1447","0196_000902_scrubbed.wav",36351.3,36352.1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,2,FALSE
"1448","0196_000902_scrubbed.wav",36395.62,36396.22,1,5,5,1,1,1,2,2,5,3,2,1,1,1,1,1,1,TRUE
"1449","0196_000902_scrubbed.wav",36419.08,36420.48,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,FALSE
"1450","0196_000902_scrubbed.wav",36421.53,36422.52,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,FALSE
"1451","0196_000902_scrubbed.wav",36423.32,36424.13,1,2,2,2,2,1,2,2,1,3,2,1,2,1,1,2,2,FALSE
"1452","0196_000902_scrubbed.wav",36425.08,36425.68,1,2,2,2,1,2,2,2,1,3,2,1,2,1,1,2,2,FALSE
"1453","0196_000902_scrubbed.wav",36426.49,36429.16,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,TRUE
"1454","0196_000902_scrubbed.wav",36444.18,36444.78,2,2,2,3,2,3,2,2,3,2,2,2,2,1,2,3,2,FALSE
"1455","0196_000902_scrubbed.wav",36448.85,36449.49,3,2,3,3,3,4,2,2,4,2,2,2,2,1,2,2,2,FALSE
"1456","0196_000902_scrubbed.wav",36450.33,36450.93,3,2,2,3,3,3,2,2,4,2,2,2,2,1,2,2,2,FALSE
"1457","0196_000902_scrubbed.wav",36455.48,36456.08,2,2,2,3,3,3,2,2,2,2,2,1,2,1,2,2,2,FALSE
"1458","0196_000902_scrubbed.wav",36460.07,36461.36,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,FALSE
"1459","0196_000902_scrubbed.wav",36469.16,36469.76,2,2,2,3,3,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1460","0196_000902_scrubbed.wav",36472.92,36473.52,3,3,2,4,3,3,3,2,3,2,2,2,3,1,2,2,2,FALSE
"1461","0196_000902_scrubbed.wav",36475.09,36478.78,2,2,2,3,2,3,2,2,3,2,2,2,3,1,2,3,2,FALSE
"1462","0196_000902_scrubbed.wav",36479.71,36481.72,2,2,2,3,3,3,2,2,2,2,2,1,3,1,2,2,2,FALSE
"1463","0196_000902_scrubbed.wav",36481.72,36482.85,1,1,5,2,3,2,2,2,1,2,2,1,2,1,1,2,1,TRUE
"1464","0196_000902_scrubbed.wav",36482.85,36486.65,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,TRUE
"1465","0196_000902_scrubbed.wav",36487.45,36495.62,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,FALSE
"1466","0196_000902_scrubbed.wav",36495.62,36496.67,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,FALSE
"1467","0196_000902_scrubbed.wav",36498.18,36505.16,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,TRUE
"1468","0196_000902_scrubbed.wav",36506.16,36511.36,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,TRUE
"1469","0196_000902_scrubbed.wav",36512.24,36521.33,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"1470","0196_000902_scrubbed.wav",36523.09,36527.01,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"1471","0196_000902_scrubbed.wav",36527.81,36534.98,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,FALSE
"1472","0196_000902_scrubbed.wav",36538.86,36539.46,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"1473","0196_000902_scrubbed.wav",36541.51,36542.11,2,2,2,3,2,3,3,2,1,2,2,2,2,1,1,3,2,FALSE
"1474","0196_000902_scrubbed.wav",36544.97,36546.39,3,3,3,5,4,3,3,3,4,2,2,3,4,1,4,4,3,FALSE
"1475","0196_000902_scrubbed.wav",36547.19,36548.15,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,FALSE
"1476","0196_000902_scrubbed.wav",36549.57,36551.05,1,2,2,3,3,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1477","0196_000902_scrubbed.wav",36567.97,36568.66,5,5,5,5,5,5,5,5,5,2,5,5,5,1,5,5,3,FALSE
"1478","0196_000902_scrubbed.wav",36590.9,36591.5,2,3,2,4,4,3,3,2,4,2,2,2,3,1,2,3,2,FALSE
"1479","0196_000902_scrubbed.wav",36610.2,36611.04,5,5,3,5,5,5,5,5,5,2,5,5,5,4,5,5,5,FALSE
"1480","0196_000902_scrubbed.wav",36619.57,36620.17,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,3,FALSE
"1481","0196_000902_scrubbed.wav",36621.65,36622.69,1,2,2,3,3,2,2,2,2,3,2,1,2,1,2,1,2,FALSE
"1482","0196_000902_scrubbed.wav",36626.55,36627.27,1,5,3,5,5,5,5,5,2,2,2,5,5,5,5,5,4,FALSE
"1483","0196_000902_scrubbed.wav",36635.51,36636.11,3,3,4,3,5,3,3,3,5,2,2,2,3,5,2,3,3,FALSE
"1484","0196_000902_scrubbed.wav",36636.91,36637.51,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,FALSE
"1485","0196_000902_scrubbed.wav",36644.44,36645.45,3,3,3,4,4,3,3,2,4,2,3,3,3,3,4,4,3,FALSE
"1486","0196_000902_scrubbed.wav",36659.48,36660.92,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,3,FALSE
"1487","0196_000902_scrubbed.wav",36662.08,36663.92,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,FALSE
"1488","0196_000902_scrubbed.wav",36665.1,36666.16,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,3,FALSE
"1489","0196_000902_scrubbed.wav",36686.84,36687.44,2,3,2,3,3,3,2,2,4,1,2,2,2,5,3,3,2,FALSE
"1490","0196_000902_scrubbed.wav",36688.39,36689.01,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,3,FALSE
"1491","0196_000902_scrubbed.wav",36691.88,36692.54,2,3,2,3,4,2,2,2,3,2,5,2,2,4,2,3,2,FALSE
"1492","0196_000902_scrubbed.wav",36693.34,36693.94,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,FALSE
"1493","0196_000902_scrubbed.wav",36708.91,36709.52,1,3,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,FALSE
"1494","0196_000902_scrubbed.wav",36721.41,36722.52,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,FALSE
"1495","0196_000902_scrubbed.wav",36765.21,36766.66,2,3,2,5,2,5,4,4,5,2,5,5,5,5,5,2,5,FALSE
"1496","0196_000902_scrubbed.wav",36775.01,36775.61,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1497","0196_000902_scrubbed.wav",36777.37,36777.97,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,3,FALSE
"1498","0196_000902_scrubbed.wav",36781.81,36782.41,4,4,5,5,4,4,4,5,4,2,4,5,3,5,3,4,4,FALSE
"1499","0196_000902_scrubbed.wav",36796.68,36797.28,2,3,2,4,3,3,3,2,5,2,2,2,2,5,2,4,2,FALSE
"1500","0196_000902_scrubbed.wav",36798.08,36798.87,2,3,2,4,2,3,3,2,3,2,2,2,3,4,2,2,2,FALSE
"1501","0196_000902_scrubbed.wav",36800.9,36801.5,2,3,2,3,3,2,2,2,3,2,2,2,3,2,2,2,2,FALSE
"1502","0196_000902_scrubbed.wav",36804.28,36804.88,2,3,2,3,3,3,3,2,4,2,2,2,2,2,2,2,2,FALSE
"1503","0196_000902_scrubbed.wav",36806.11,36806.71,2,3,2,2,3,3,2,2,4,2,2,2,3,2,2,2,2,FALSE
"1504","0196_000902_scrubbed.wav",36808,36809.63,2,3,2,3,3,3,3,2,3,2,2,2,3,2,2,3,2,FALSE
"1505","0196_000902_scrubbed.wav",36810.69,36811.29,2,3,3,4,4,3,3,2,3,2,2,2,3,2,2,2,2,FALSE
"1506","0196_000902_scrubbed.wav",36813.04,36815.22,1,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1507","0196_000902_scrubbed.wav",36817.07,36817.67,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,FALSE
"1508","0196_000902_scrubbed.wav",36818.47,36819.17,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1509","0196_000902_scrubbed.wav",36820.05,36821.3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1510","0196_000902_scrubbed.wav",36822.1,36823.2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,FALSE
"1511","0196_000902_scrubbed.wav",36824.05,36825.05,2,2,2,3,3,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1512","0196_000902_scrubbed.wav",36829.73,36834.5,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1513","0196_000902_scrubbed.wav",36835.3,36839.14,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,FALSE
"1514","0196_000902_scrubbed.wav",36839.94,36842.8,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,TRUE
"1515","0196_000902_scrubbed.wav",36843.62,36844.22,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,TRUE
"1516","0196_000902_scrubbed.wav",36975.98,36976.58,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,TRUE
"1517","0196_000902_scrubbed.wav",36977.38,36977.98,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,TRUE
"1518","0196_000902_scrubbed.wav",37009.81,37011.34,1,2,2,3,2,2,2,2,3,2,2,1,2,1,1,2,2,FALSE
"1519","0196_000902_scrubbed.wav",37014.87,37015.81,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1520","0196_000902_scrubbed.wav",37017.48,37018.08,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,FALSE
"1521","0196_000902_scrubbed.wav",37019.41,37020.01,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1522","0196_000902_scrubbed.wav",37031.64,37032.26,2,2,2,3,3,3,2,2,3,3,2,2,2,1,2,2,2,FALSE
"1523","0196_000902_scrubbed.wav",37036.63,37037.54,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,3,2,FALSE
"1524","0196_000902_scrubbed.wav",37037.54,37038.34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,FALSE
"1525","0196_000902_scrubbed.wav",37039.34,37041.44,1,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,FALSE
"1526","0196_000902_scrubbed.wav",37051.28,37052.13,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,FALSE
"1527","0196_000902_scrubbed.wav",37074.82,37075.7,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,TRUE
"1528","0196_000902_scrubbed.wav",37077.13,37077.73,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,FALSE
"1529","0196_000902_scrubbed.wav",37109.42,37113.17,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,FALSE
"1530","0196_000902_scrubbed.wav",37114.19,37116.76,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1531","0196_000902_scrubbed.wav",37116.76,37117.76,1,2,1,2,2,2,2,2,1,2,2,1,5,1,1,2,2,FALSE
"1532","0196_000902_scrubbed.wav",37119.5,37123.05,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,FALSE
"1533","0196_000902_scrubbed.wav",37125.04,37125.64,4,4,2,4,4,5,4,4,4,2,4,4,3,1,4,4,4,FALSE
"1534","0196_000902_scrubbed.wav",37125.64,37126.49,4,4,2,3,4,3,3,2,4,2,4,3,4,1,4,4,4,FALSE
"1535","0196_000902_scrubbed.wav",37126.49,37129.8,1,2,2,2,2,2,2,2,2,4,2,2,2,1,1,2,2,FALSE
"1536","0196_000902_scrubbed.wav",37130.84,37132.96,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,FALSE
"1537","0196_000902_scrubbed.wav",37136.35,37137.01,1,3,2,2,4,3,3,2,4,3,2,2,2,5,2,4,2,FALSE
"1538","0196_000902_scrubbed.wav",37138.81,37141.04,1,2,1,2,2,1,2,2,2,3,2,1,2,1,1,2,2,FALSE
"1539","0196_000902_scrubbed.wav",37142.37,37143.13,1,2,2,2,4,2,3,2,2,2,2,2,2,5,2,3,2,FALSE
"1540","0196_000902_scrubbed.wav",37144.27,37145.38,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,FALSE
"1541","0196_000902_scrubbed.wav",37146.18,37147.21,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,TRUE
"1542","0196_000902_scrubbed.wav",37148.01,37148.61,1,3,2,2,2,2,3,3,3,2,2,2,2,4,4,2,2,FALSE
"1543","0196_000902_scrubbed.wav",37149.41,37150.38,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,TRUE
"1544","0196_000902_scrubbed.wav",37150.38,37151.6,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"1545","0196_000902_scrubbed.wav",37151.6,37152.28,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,TRUE
"1546","0196_000902_scrubbed.wav",37153.28,37157.24,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,TRUE
"1547","0196_000902_scrubbed.wav",37157.24,37158.04,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"1548","0196_000902_scrubbed.wav",37158.04,37161.1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"1549","0196_000902_scrubbed.wav",37162.22,37164.95,1,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,2,FALSE
"1550","0196_000902_scrubbed.wav",37166.59,37168.26,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,TRUE
"1551","0196_000902_scrubbed.wav",37168.26,37169.31,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,TRUE
"1552","0196_000902_scrubbed.wav",37169.31,37173.95,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,TRUE
"1553","0196_000902_scrubbed.wav",37173.95,37175.22,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,TRUE
"1554","0196_000902_scrubbed.wav",37175.22,37178.95,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,TRUE
"1555","0196_000902_scrubbed.wav",37180.21,37182.45,1,3,2,3,2,3,3,2,3,2,2,2,3,1,2,3,2,FALSE
"1556","0196_000902_scrubbed.wav",37186.8,37188,1,3,2,3,2,3,3,2,3,2,2,2,3,2,2,3,2,FALSE
"1557","0196_000902_scrubbed.wav",37192.5,37193.1,2,3,2,3,2,2,2,2,3,2,2,2,3,2,3,2,2,FALSE
"1558","0196_000902_scrubbed.wav",37193.94,37195.74,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,3,2,FALSE
"1559","0196_000902_scrubbed.wav",37205.4,37206,1,4,2,3,3,3,3,2,3,4,2,2,3,2,2,4,2,FALSE
"1560","0196_000902_scrubbed.wav",37226.57,37228.7,2,3,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,FALSE
"1561","0196_000902_scrubbed.wav",37245.68,37246.32,2,3,2,3,1,2,3,2,3,3,2,2,2,2,2,2,2,FALSE
"1562","0196_000902_scrubbed.wav",37247.35,37248.42,1,2,2,1,1,1,2,2,1,3,2,1,2,1,1,2,1,TRUE
"1563","0196_000902_scrubbed.wav",37249.23,37250.79,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,FALSE
"1564","0196_000902_scrubbed.wav",37251.59,37252.93,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,TRUE
"1565","0196_000902_scrubbed.wav",37279.13,37281.05,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,TRUE
"1566","0196_000902_scrubbed.wav",37346.17,37346.77,2,2,2,2,2,3,2,2,3,2,2,2,2,1,2,2,2,FALSE
"1567","0196_000902_scrubbed.wav",37346.77,37348.24,2,2,2,3,3,3,3,2,4,2,2,2,3,1,3,2,2,FALSE
"1568","0196_000902_scrubbed.wav",37349.41,37350.03,1,2,2,3,3,3,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1569","0196_000902_scrubbed.wav",37351.24,37353.43,2,2,2,3,3,3,2,2,2,2,3,2,2,1,2,2,2,FALSE
"1570","0196_000902_scrubbed.wav",37354.23,37355.88,3,3,2,3,3,3,3,2,3,2,3,2,2,1,2,2,3,FALSE
"1571","0196_000902_scrubbed.wav",37357.16,37359.19,2,2,2,3,3,3,2,2,3,2,3,2,2,1,2,2,2,FALSE
"1572","0196_000902_scrubbed.wav",37360.27,37362.29,2,2,2,2,3,3,2,2,2,2,3,2,1,1,2,2,2,FALSE
"1573","0196_000902_scrubbed.wav",37363.09,37364.34,2,2,2,3,3,3,2,2,2,2,3,2,2,1,2,2,2,FALSE
"1574","0196_000902_scrubbed.wav",37364.34,37365.91,2,2,2,3,3,3,3,3,2,2,3,2,3,2,2,2,2,FALSE
"1575","0196_000902_scrubbed.wav",37366.71,37367.55,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,FALSE
"1576","0196_000902_scrubbed.wav",37367.55,37368.55,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,FALSE
"1577","0196_000902_scrubbed.wav",37368.55,37369.98,2,3,2,2,3,3,3,2,3,2,3,2,2,1,2,2,2,FALSE
"1578","0196_000902_scrubbed.wav",37371.57,37372.35,2,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,FALSE
"1579","0196_000902_scrubbed.wav",37373.15,37374.79,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,FALSE
"1580","0196_000902_scrubbed.wav",37374.79,37376.07,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,FALSE
"1581","0196_000902_scrubbed.wav",37376.07,37376.8,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,FALSE
"1582","0196_000902_scrubbed.wav",37376.8,37378.04,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,FALSE
"1583","0196_000902_scrubbed.wav",37378.04,37382.93,2,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,FALSE
"1584","0196_000902_scrubbed.wav",37382.93,37383.93,2,2,2,3,3,3,3,2,3,2,2,2,3,2,2,2,2,FALSE
"1585","0196_000902_scrubbed.wav",37383.93,37387.25,1,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,FALSE
"1586","0196_000902_scrubbed.wav",37388.22,37389.23,3,2,2,3,3,3,3,2,3,2,2,2,2,2,2,3,2,FALSE
"1587","0196_000902_scrubbed.wav",37389.23,37390.18,3,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,FALSE
"1588","0196_000902_scrubbed.wav",37390.18,37391.6,3,2,2,2,3,3,2,2,3,3,2,2,1,2,2,2,2,FALSE
"1589","0196_000902_scrubbed.wav",37391.6,37397,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,FALSE
"1590","0196_000902_scrubbed.wav",37397,37398,2,2,2,1,2,2,2,2,2,3,2,1,1,2,1,2,2,FALSE
"1591","0196_000902_scrubbed.wav",37398,37399.65,2,2,2,1,3,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1592","0196_000902_scrubbed.wav",37400.46,37404.61,2,2,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2,FALSE
"1593","0196_000902_scrubbed.wav",37405.66,37406.93,2,2,2,3,3,3,2,2,2,3,3,2,2,2,2,2,2,FALSE
"1594","0196_000902_scrubbed.wav",37406.93,37407.93,2,2,2,3,2,3,3,2,3,3,3,2,2,2,2,2,2,FALSE
"1595","0196_000902_scrubbed.wav",37407.93,37408.65,2,2,2,3,3,3,3,2,3,3,3,2,2,2,2,2,2,FALSE
"1596","0196_000902_scrubbed.wav",37410.25,37411.39,2,2,2,3,3,3,2,2,3,3,3,2,2,2,2,2,2,FALSE
"1597","0196_000902_scrubbed.wav",37411.39,37412.01,2,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,FALSE
"1598","0196_000902_scrubbed.wav",37412.81,37413.95,1,1,1,2,2,2,2,2,2,3,3,1,2,2,1,2,2,FALSE
"1599","0196_000902_scrubbed.wav",37413.95,37414.96,1,1,2,2,3,2,2,2,2,2,3,1,1,1,1,2,1,TRUE
"1600","0196_000902_scrubbed.wav",37417.1,37417.7,2,2,2,2,4,3,3,2,3,3,3,2,1,2,2,3,2,FALSE
"1601","0196_000902_scrubbed.wav",37418.6,37419.21,1,2,2,2,3,2,2,2,3,2,3,2,2,1,2,2,2,FALSE
"1602","0196_000902_scrubbed.wav",37420.68,37424.64,1,2,2,3,3,3,2,2,3,3,3,2,2,1,2,2,2,FALSE
"1603","0196_000902_scrubbed.wav",37427.25,37428.27,1,2,2,3,3,3,3,2,3,3,3,3,2,2,2,3,3,FALSE
"1604","0196_000902_scrubbed.wav",37428.27,37429.08,1,2,2,2,2,3,2,2,3,3,3,2,2,1,2,2,2,FALSE
"1605","0196_000902_scrubbed.wav",37429.88,37430.75,1,2,2,2,2,3,2,2,2,3,3,2,2,1,2,2,2,FALSE
"1606","0196_000902_scrubbed.wav",37432.6,37433.86,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,FALSE
