"","recording","startSeconds","endSeconds","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_1_targetChildProminence","lant_2_targetChildProminence","lskw_1_targetChildProminence","mrkf_1_targetChildProminence","pdav_1_targetChildProminence","pwwr_1_targetChildProminence","qoth_2_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_1_targetChildProminence","modal_prominence","clean"
"664","0437_010603_scrubbed.wav",13909.95,13910.61,2,5,3,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"665","0437_010603_scrubbed.wav",13912.65,13913.69,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"666","0437_010603_scrubbed.wav",13915.9,13916.62,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"667","0437_010603_scrubbed.wav",13919.37,13920.36,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"668","0437_010603_scrubbed.wav",13923.07,13923.67,2,2,3,3,2,2,1,3,2,2,1,2,1,2,2,FALSE
"669","0437_010603_scrubbed.wav",14261.49,14262.59,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"670","0437_010603_scrubbed.wav",14264.46,14265.06,2,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"671","0437_010603_scrubbed.wav",14311.22,14311.89,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"672","0437_010603_scrubbed.wav",14313.36,14314.19,2,2,2,2,2,2,1,3,2,2,1,1,1,1,2,FALSE
"673","0437_010603_scrubbed.wav",14317.09,14317.69,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,TRUE
"674","0437_010603_scrubbed.wav",14318.49,14319.09,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,TRUE
"675","0437_010603_scrubbed.wav",14337.73,14338.33,2,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"676","0437_010603_scrubbed.wav",14348.85,14349.46,2,2,3,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"677","0437_010603_scrubbed.wav",14383.16,14384.18,2,2,3,2,2,2,3,3,2,2,2,2,1,2,2,FALSE
"678","0437_010603_scrubbed.wav",14393.4,14394,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"679","0437_010603_scrubbed.wav",14395.04,14395.82,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"680","0437_010603_scrubbed.wav",14407.03,14407.63,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"681","0437_010603_scrubbed.wav",14408.53,14409.13,2,1,2,1,2,2,1,3,2,2,1,2,1,2,2,FALSE
"682","0437_010603_scrubbed.wav",14412.93,14414.01,2,1,2,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"683","0437_010603_scrubbed.wav",14415.64,14416.44,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"684","0437_010603_scrubbed.wav",14418.78,14420.4,2,1,2,2,2,2,2,3,2,2,1,2,1,1,2,FALSE
"685","0437_010603_scrubbed.wav",14433.14,14433.79,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,FALSE
"686","0437_010603_scrubbed.wav",14455.77,14456.44,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,FALSE
"687","0437_010603_scrubbed.wav",14457.56,14461.39,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"688","0437_010603_scrubbed.wav",14463.44,14464.24,2,2,2,2,3,2,3,2,2,2,2,2,1,2,2,FALSE
"689","0437_010603_scrubbed.wav",14467.79,14469.37,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"690","0437_010603_scrubbed.wav",14470.44,14471.05,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,FALSE
"691","0437_010603_scrubbed.wav",14483.31,14483.98,2,2,2,2,3,3,3,2,2,2,2,2,1,2,2,FALSE
"692","0437_010603_scrubbed.wav",14497.14,14497.74,2,2,2,2,3,2,1,2,2,2,1,2,1,2,2,FALSE
"693","0437_010603_scrubbed.wav",14499.4,14500.01,2,2,3,2,3,3,2,2,2,2,2,2,1,2,2,FALSE
"694","0437_010603_scrubbed.wav",14500.01,14501.01,2,3,3,3,3,3,3,3,3,2,3,3,1,3,3,FALSE
"695","0437_010603_scrubbed.wav",14501.01,14501.67,2,2,2,1,2,1,1,3,2,2,1,2,1,1,2,FALSE
"696","0437_010603_scrubbed.wav",14518.1,14519.44,2,1,2,2,2,2,1,3,2,2,1,1,1,2,2,FALSE
"697","0437_010603_scrubbed.wav",14529.73,14530.33,2,2,1,1,2,2,1,2,2,2,1,1,2,1,2,FALSE
"698","0437_010603_scrubbed.wav",14535.04,14535.64,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,FALSE
"699","0437_010603_scrubbed.wav",14566.12,14566.77,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,FALSE
"700","0437_010603_scrubbed.wav",14592.18,14593.06,2,2,3,1,2,2,1,3,2,2,1,2,2,2,2,FALSE
"701","0437_010603_scrubbed.wav",14594.45,14595.1,2,2,1,1,1,2,1,3,2,2,1,1,1,2,1,TRUE
"702","0437_010603_scrubbed.wav",14597.31,14597.91,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"703","0437_010603_scrubbed.wav",14622.7,14624.3,2,2,2,1,2,2,1,3,2,2,2,1,1,1,2,FALSE
"704","0437_010603_scrubbed.wav",14636.77,14637.48,2,2,2,1,2,2,1,3,2,2,1,2,1,1,2,FALSE
"705","0437_010603_scrubbed.wav",14655.92,14656.83,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,FALSE
"706","0437_010603_scrubbed.wav",14667.8,14668.4,2,2,3,1,2,2,1,2,2,2,1,1,1,1,2,FALSE
"707","0437_010603_scrubbed.wav",14669.2,14670.23,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,FALSE
"708","0437_010603_scrubbed.wav",14684.8,14685.41,2,2,3,2,3,2,1,2,2,2,2,2,1,2,2,FALSE
"709","0437_010603_scrubbed.wav",14687.75,14688.36,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"710","0437_010603_scrubbed.wav",14690.17,14691.79,2,2,3,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"711","0437_010603_scrubbed.wav",14698.41,14699.41,2,2,3,3,3,3,1,2,2,2,2,2,1,2,2,FALSE
"712","0437_010603_scrubbed.wav",14731.81,14732.41,2,2,3,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"713","0437_010603_scrubbed.wav",14739.69,14740.47,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,FALSE
"714","0437_010603_scrubbed.wav",14746.69,14747.6,2,1,1,1,1,1,1,3,2,2,1,1,1,1,1,TRUE
"715","0437_010603_scrubbed.wav",14774.31,14775.77,2,1,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"716","0437_010603_scrubbed.wav",14790,14791.77,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"717","0437_010603_scrubbed.wav",14792.57,14793.17,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,FALSE
"718","0437_010603_scrubbed.wav",14794.08,14795.12,2,2,3,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"719","0437_010603_scrubbed.wav",14795.93,14796.69,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,FALSE
"720","0437_010603_scrubbed.wav",14797.49,14798.68,2,2,3,3,3,2,2,2,4,2,3,3,1,3,2,FALSE
"721","0437_010603_scrubbed.wav",14799.61,14800.36,4,5,5,5,5,2,5,2,5,2,5,5,1,5,5,FALSE
"722","0437_010603_scrubbed.wav",14825.37,14825.97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,FALSE
"723","0437_010603_scrubbed.wav",14829.22,14830.1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,FALSE
"724","0437_010603_scrubbed.wav",14831,14832.62,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,FALSE
"725","0437_010603_scrubbed.wav",14840.48,14841.12,2,2,3,2,3,2,2,1,2,2,2,2,1,2,2,FALSE
"726","0437_010603_scrubbed.wav",14848.76,14849.53,2,2,2,3,2,2,1,2,2,2,1,2,1,2,2,FALSE
"727","0437_010603_scrubbed.wav",14850.82,14851.84,2,2,2,2,2,2,1,3,2,2,1,1,1,2,2,FALSE
"728","0437_010603_scrubbed.wav",14851.84,14853,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"729","0437_010603_scrubbed.wav",14853.97,14854.62,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"730","0437_010603_scrubbed.wav",14856.23,14857.41,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2,FALSE
"731","0437_010603_scrubbed.wav",14859.42,14860.11,2,2,4,3,4,2,5,2,2,2,3,2,1,2,2,FALSE
"732","0437_010603_scrubbed.wav",14862.73,14863.33,3,5,5,5,5,5,5,2,5,2,5,5,1,2,5,FALSE
"733","0437_010603_scrubbed.wav",14917.63,14918.23,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,FALSE
"734","0437_010603_scrubbed.wav",14919.17,14919.79,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"735","0437_010603_scrubbed.wav",14920.61,14921.78,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,FALSE
"736","0437_010603_scrubbed.wav",14986.43,14987.05,5,5,5,5,5,5,5,3,5,2,5,5,1,5,5,FALSE
"737","0437_010603_scrubbed.wav",14988.87,14989.51,2,2,2,2,3,2,3,2,4,2,2,1,1,2,2,FALSE
"738","0437_010603_scrubbed.wav",15021.05,15021.78,5,4,3,4,4,2,3,2,2,2,3,4,1,3,2,FALSE
"739","0437_010603_scrubbed.wav",15043.94,15044.55,2,1,4,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"740","0437_010603_scrubbed.wav",15257.08,15257.69,5,2,4,4,5,2,5,3,5,2,5,2,2,5,2,FALSE
"741","0437_010603_scrubbed.wav",15270.64,15271.64,5,5,5,5,5,5,5,2,5,2,5,5,2,5,5,FALSE
"742","0437_010603_scrubbed.wav",15280.33,15281.73,5,5,5,5,5,5,5,3,5,2,5,5,2,5,5,FALSE
"743","0437_010603_scrubbed.wav",15375.8,15376.44,3,2,3,4,2,2,1,3,4,2,1,2,5,2,2,FALSE
"744","0437_010603_scrubbed.wav",15393.72,15394.38,2,2,2,2,3,2,1,3,2,2,2,2,2,2,2,FALSE
"745","0437_010603_scrubbed.wav",15424.49,15425.09,2,2,3,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"746","0437_010603_scrubbed.wav",15448.03,15448.64,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"747","0437_010603_scrubbed.wav",15451.42,15452.09,2,5,5,5,5,5,5,2,5,4,5,5,1,5,5,FALSE
"748","0437_010603_scrubbed.wav",15464.73,15467.87,2,2,2,2,2,5,1,2,2,2,2,2,1,2,2,FALSE
"749","0437_010603_scrubbed.wav",15472.29,15472.9,2,2,3,3,3,3,2,3,2,2,2,2,1,2,2,FALSE
"750","0437_010603_scrubbed.wav",15473.9,15474.5,2,2,3,2,3,3,1,3,2,2,2,2,1,2,2,FALSE
"751","0437_010603_scrubbed.wav",15480.4,15481.24,2,2,3,2,3,2,1,2,3,2,2,2,1,2,2,FALSE
"752","0437_010603_scrubbed.wav",15482.15,15482.83,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,FALSE
"753","0437_010603_scrubbed.wav",15487.52,15488.12,2,2,3,2,2,2,1,2,3,2,2,2,1,2,2,FALSE
"754","0437_010603_scrubbed.wav",15491.32,15491.92,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"755","0437_010603_scrubbed.wav",15493.5,15496.29,2,1,2,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"756","0437_010603_scrubbed.wav",15498.71,15500.6,2,1,2,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"757","0437_010603_scrubbed.wav",15500.6,15501.46,2,4,3,2,3,3,2,2,2,2,2,2,1,2,2,FALSE
"758","0437_010603_scrubbed.wav",15501.46,15502.06,2,2,3,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"759","0437_010603_scrubbed.wav",15503.46,15504.45,2,2,3,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"760","0437_010603_scrubbed.wav",15509.12,15509.72,2,2,3,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"761","0437_010603_scrubbed.wav",15525.24,15525.84,2,2,3,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"762","0437_010603_scrubbed.wav",15526.64,15527.96,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2,FALSE
"763","0437_010603_scrubbed.wav",15577.63,15578.23,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,FALSE
"764","0437_010603_scrubbed.wav",15579.03,15579.64,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"765","0437_010603_scrubbed.wav",15588.08,15589.09,3,3,3,4,3,3,4,2,2,2,2,3,1,3,3,FALSE
"766","0437_010603_scrubbed.wav",15589.09,15589.7,2,2,3,2,2,2,3,2,2,2,1,2,1,2,2,FALSE
"767","0437_010603_scrubbed.wav",15595.13,15595.73,2,2,3,3,3,2,3,3,2,2,2,3,1,2,2,FALSE
"768","0437_010603_scrubbed.wav",15602.16,15602.77,3,2,3,2,3,2,3,3,3,2,2,3,1,2,2,FALSE
"769","0437_010603_scrubbed.wav",15603.57,15605.68,2,2,3,2,3,2,3,2,2,2,2,3,1,2,2,FALSE
"770","0437_010603_scrubbed.wav",15606.48,15607.34,2,2,3,2,3,2,3,2,2,2,2,3,1,2,2,FALSE
"771","0437_010603_scrubbed.wav",15607.34,15609.7,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,FALSE
"772","0437_010603_scrubbed.wav",15611.82,15612.42,2,2,2,1,2,2,3,2,2,2,2,1,1,2,2,FALSE
"773","0437_010603_scrubbed.wav",15619.33,15619.95,2,2,3,1,2,2,2,1,2,2,1,1,1,2,2,FALSE
"774","0437_010603_scrubbed.wav",15624.94,15625.71,2,2,3,2,2,2,3,2,2,2,1,2,1,2,2,FALSE
"775","0437_010603_scrubbed.wav",15626.56,15628.16,2,2,2,2,2,2,3,3,2,2,2,2,1,2,2,FALSE
"776","0437_010603_scrubbed.wav",15635.12,15635.92,2,2,2,2,3,2,3,1,2,2,2,2,1,2,2,FALSE
"777","0437_010603_scrubbed.wav",15649.51,15650.5,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,FALSE
"778","0437_010603_scrubbed.wav",15680.94,15681.61,2,2,2,1,2,2,3,2,2,2,1,2,1,1,2,FALSE
"779","0437_010603_scrubbed.wav",15682.41,15683.01,2,2,2,2,2,2,3,3,2,2,1,2,1,1,2,FALSE
"780","0437_010603_scrubbed.wav",15685.5,15686.16,3,1,5,5,5,5,3,2,5,2,5,5,1,2,5,FALSE
"781","0437_010603_scrubbed.wav",15693.75,15694.38,2,1,2,2,3,2,3,1,3,2,1,1,1,2,2,FALSE
"782","0437_010603_scrubbed.wav",15695.26,15696.4,2,3,4,4,3,3,3,2,4,2,2,3,1,3,3,FALSE
"783","0437_010603_scrubbed.wav",15736.53,15737.18,2,2,3,2,2,3,3,3,2,2,2,2,1,2,2,FALSE
"784","0437_010603_scrubbed.wav",15750.16,15751.79,2,2,3,2,2,2,3,2,2,2,2,2,1,2,2,FALSE
"785","0437_010603_scrubbed.wav",15774.42,15775.02,2,2,3,2,2,2,3,2,2,2,2,2,1,2,2,FALSE
"786","0437_010603_scrubbed.wav",15789.33,15789.95,2,2,3,2,2,2,2,2,2,2,1,2,1,1,2,FALSE
"787","0437_010603_scrubbed.wav",15791.89,15793.75,2,2,3,1,2,2,2,1,2,2,2,2,1,2,2,FALSE
"788","0437_010603_scrubbed.wav",15794.66,15795.26,2,2,3,2,2,2,3,1,2,2,1,2,1,2,2,FALSE
"789","0437_010603_scrubbed.wav",15807.22,15808.03,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,FALSE
"790","0437_010603_scrubbed.wav",15813.1,15814.93,2,2,2,2,2,2,2,3,2,2,1,1,1,1,2,FALSE
"791","0437_010603_scrubbed.wav",15820.41,15821.09,2,2,3,2,3,2,3,3,2,2,2,2,1,1,2,FALSE
"792","0437_010603_scrubbed.wav",15824.16,15826.11,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,FALSE
"793","0437_010603_scrubbed.wav",15831.64,15832.65,2,2,3,2,3,2,2,2,4,2,2,2,1,2,2,FALSE
"794","0437_010603_scrubbed.wav",15834.14,15835.82,2,2,2,2,2,2,2,3,2,2,1,2,1,1,2,FALSE
"795","0437_010603_scrubbed.wav",15836.62,15837.55,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,FALSE
"796","0437_010603_scrubbed.wav",15839.71,15840.33,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,FALSE
"797","0437_010603_scrubbed.wav",15849.92,15850.79,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,FALSE
"798","0437_010603_scrubbed.wav",15862.61,15863.61,3,3,3,3,3,4,3,2,4,2,2,3,1,2,3,FALSE
"799","0437_010603_scrubbed.wav",15865.43,15866.05,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,FALSE
"800","0437_010603_scrubbed.wav",15867.28,15868.56,2,3,3,2,3,3,2,3,2,2,2,2,1,2,2,FALSE
"801","0437_010603_scrubbed.wav",15869.84,15870.44,4,4,4,4,4,3,3,2,3,2,3,4,1,4,4,FALSE
"802","0437_010603_scrubbed.wav",15872.74,15873.87,4,5,5,5,5,5,3,2,5,2,5,5,1,5,5,FALSE
"803","0437_010603_scrubbed.wav",15873.87,15875.93,4,4,4,4,3,3,4,2,5,4,4,4,1,4,4,FALSE
"804","0437_010603_scrubbed.wav",15882.96,15884.11,3,3,4,4,3,2,4,2,4,3,3,3,1,3,3,FALSE
"805","0437_010603_scrubbed.wav",15887.48,15888.53,2,5,5,5,5,2,5,3,5,5,5,5,1,5,5,FALSE
"806","0437_010603_scrubbed.wav",15888.53,15889.19,2,3,4,3,3,2,4,3,3,3,2,2,1,3,3,FALSE
"807","0437_010603_scrubbed.wav",15890.99,15892,3,3,4,4,3,3,5,3,3,3,3,3,2,4,3,FALSE
"808","0437_010603_scrubbed.wav",15892,15893.04,2,3,2,3,2,2,4,2,2,3,2,2,2,2,2,FALSE
"809","0437_010603_scrubbed.wav",15893.84,15895.43,2,3,3,3,2,3,3,3,2,3,2,2,1,2,2,FALSE
"810","0437_010603_scrubbed.wav",15895.43,15896.57,4,5,5,5,5,5,3,2,5,3,5,4,5,5,5,FALSE
"811","0437_010603_scrubbed.wav",15903.57,15904.17,4,5,5,5,5,5,4,3,5,3,5,4,5,5,5,FALSE
"812","0437_010603_scrubbed.wav",15905.28,15906.08,4,5,5,5,5,2,5,3,5,3,5,5,5,5,5,FALSE
"813","0437_010603_scrubbed.wav",15906.08,15906.94,2,2,3,3,3,2,4,2,3,3,2,2,5,3,2,FALSE
"814","0437_010603_scrubbed.wav",15906.94,15908.29,2,2,3,3,3,2,3,3,2,3,2,2,5,3,2,FALSE
"815","0437_010603_scrubbed.wav",15911.16,15911.8,2,2,2,2,2,2,3,3,2,3,1,2,2,5,2,FALSE
"816","0437_010603_scrubbed.wav",15914.11,15915.11,2,1,2,2,2,1,2,3,2,2,1,1,1,2,2,FALSE
"817","0437_010603_scrubbed.wav",15916.11,15919.96,2,1,1,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"818","0437_010603_scrubbed.wav",15921,15922.06,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,FALSE
"819","0437_010603_scrubbed.wav",15924.99,15926.23,5,5,5,5,5,5,5,3,5,5,5,5,1,5,5,FALSE
"820","0437_010603_scrubbed.wav",15931.56,15932.16,5,5,5,5,5,5,5,2,5,5,5,5,1,5,5,FALSE
"821","0437_010603_scrubbed.wav",15933.42,15934.6,3,2,3,2,2,2,2,2,2,2,1,2,5,2,2,FALSE
"822","0437_010603_scrubbed.wav",15934.6,15935.92,5,5,3,5,5,5,5,2,5,5,5,5,5,5,5,FALSE
"823","0437_010603_scrubbed.wav",15935.92,15936.98,2,2,1,2,2,2,2,3,3,2,1,2,1,2,2,FALSE
"824","0437_010603_scrubbed.wav",15936.98,15938.9,3,4,3,4,3,5,3,1,4,2,3,4,2,4,3,FALSE
"825","0437_010603_scrubbed.wav",16016.49,16017.09,2,3,5,4,4,5,4,2,4,2,3,2,1,3,2,FALSE
"826","0437_010603_scrubbed.wav",16041.1,16042.22,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,FALSE
"827","0437_010603_scrubbed.wav",16043.39,16044.57,2,2,2,2,2,2,2,4,2,2,1,2,1,2,2,FALSE
"828","0437_010603_scrubbed.wav",16045.97,16046.65,2,2,1,2,2,2,2,4,2,2,1,2,1,2,2,FALSE
"829","0437_010603_scrubbed.wav",16074.83,16075.43,2,2,1,1,2,2,2,4,2,2,1,2,1,2,2,FALSE
"830","0437_010603_scrubbed.wav",16076.23,16080.13,2,2,1,1,2,2,1,4,2,2,1,2,1,2,2,FALSE
"831","0437_010603_scrubbed.wav",16081.02,16081.84,2,2,2,1,2,2,1,4,2,2,1,2,1,2,2,FALSE
"832","0437_010603_scrubbed.wav",16106.9,16108.39,3,2,5,5,5,3,5,2,5,2,5,5,1,5,5,FALSE
"833","0437_010603_scrubbed.wav",16109.77,16110.67,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"834","0437_010603_scrubbed.wav",16116.99,16118.34,2,2,3,2,2,2,1,2,3,2,2,2,1,2,2,FALSE
"835","0437_010603_scrubbed.wav",16118.34,16119.87,3,3,4,4,4,4,4,2,3,2,3,4,1,5,4,FALSE
"836","0437_010603_scrubbed.wav",16131.26,16132.26,2,4,5,4,4,5,5,1,3,2,3,3,1,4,4,FALSE
"837","0437_010603_scrubbed.wav",16157.93,16159.18,2,1,1,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"838","0437_010603_scrubbed.wav",16168.74,16170.01,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2,FALSE
"839","0437_010603_scrubbed.wav",16220.77,16221.37,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,FALSE
"840","0437_010603_scrubbed.wav",16569.97,16570.97,2,3,3,2,2,2,3,1,2,2,2,2,2,2,2,FALSE
"841","0437_010603_scrubbed.wav",16573.79,16574.49,3,3,3,2,2,4,4,3,4,2,2,2,2,2,2,FALSE
"842","0437_010603_scrubbed.wav",16581.52,16584.22,2,2,2,1,2,2,1,3,2,2,1,2,1,2,2,FALSE
"843","0437_010603_scrubbed.wav",16585.25,16585.85,2,3,3,3,3,4,1,2,4,2,2,2,1,2,2,FALSE
"844","0437_010603_scrubbed.wav",16590.71,16592.26,2,2,3,3,2,2,1,2,3,2,2,2,1,2,2,FALSE
"845","0437_010603_scrubbed.wav",16596,16596.82,2,1,3,2,2,2,1,1,2,2,1,2,1,2,2,FALSE
"846","0437_010603_scrubbed.wav",16601.46,16602.08,2,1,3,3,2,2,2,3,3,2,2,2,1,2,2,FALSE
"847","0437_010603_scrubbed.wav",16602.9,16603.9,3,2,3,3,4,3,2,1,3,2,3,2,1,4,3,FALSE
"848","0437_010603_scrubbed.wav",16603.9,16604.73,2,3,5,4,4,5,2,3,3,2,3,3,1,4,3,FALSE
"849","0437_010603_scrubbed.wav",16633.32,16633.92,5,5,5,5,5,5,5,2,5,2,5,5,1,5,5,FALSE
"850","0437_010603_scrubbed.wav",16635.83,16636.43,4,5,5,5,5,5,5,3,5,2,5,5,1,4,5,FALSE
"851","0437_010603_scrubbed.wav",16641.37,16642.5,4,5,2,5,5,5,5,2,5,2,5,2,1,5,5,FALSE
"852","0437_010603_scrubbed.wav",16643.74,16644.88,4,4,4,5,5,4,5,2,4,2,5,3,1,5,4,FALSE
"853","0437_010603_scrubbed.wav",16656.04,16657.82,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"854","0437_010603_scrubbed.wav",16660.7,16661.69,2,2,3,2,2,2,3,2,2,2,2,2,1,2,2,FALSE
"855","0437_010603_scrubbed.wav",16661.69,16662.94,2,3,4,4,4,4,2,2,4,2,3,3,1,3,2,FALSE
"856","0437_010603_scrubbed.wav",16662.94,16663.54,3,2,3,2,3,2,3,2,2,2,2,3,1,3,2,FALSE
"857","0437_010603_scrubbed.wav",16664.37,16664.97,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,FALSE
"858","0437_010603_scrubbed.wav",16675.59,16676.39,2,5,5,5,5,5,5,2,5,2,5,5,1,5,5,FALSE
"859","0437_010603_scrubbed.wav",16677.53,16678.27,2,2,3,2,2,3,3,1,2,2,2,2,1,3,2,FALSE
"860","0437_010603_scrubbed.wav",16688.67,16689.67,2,3,3,5,4,4,5,1,3,2,5,3,1,5,3,FALSE
"861","0437_010603_scrubbed.wav",16694.2,16694.94,3,3,4,5,4,3,5,2,5,2,4,2,1,3,2,FALSE
"862","0437_010603_scrubbed.wav",16695.86,16696.46,3,3,5,3,3,4,4,2,5,2,3,2,1,3,3,FALSE
"863","0437_010603_scrubbed.wav",16697.26,16697.86,3,3,4,3,3,2,4,2,5,2,3,3,1,3,3,FALSE
"864","0437_010603_scrubbed.wav",16700.52,16701.14,4,4,3,5,3,5,5,2,4,2,3,5,1,3,3,FALSE
"865","0437_010603_scrubbed.wav",16702.76,16703.39,3,5,3,5,5,3,4,1,5,2,5,3,1,5,5,FALSE
"866","0437_010603_scrubbed.wav",16704.62,16705.62,5,5,5,5,5,5,5,2,5,5,5,5,1,5,5,FALSE
"867","0437_010603_scrubbed.wav",16707.42,16708.91,4,4,5,4,4,3,5,2,5,5,5,5,1,5,5,FALSE
"868","0437_010603_scrubbed.wav",16838.6,16839.89,2,2,4,3,3,2,4,2,3,2,2,3,5,3,2,FALSE
"869","0437_010603_scrubbed.wav",16841.83,16843.54,4,4,5,5,4,3,5,3,5,4,4,4,5,5,4,FALSE
"870","0437_010603_scrubbed.wav",16848.85,16849.46,4,5,5,5,5,5,5,2,4,5,5,4,5,5,5,FALSE
"871","0437_010603_scrubbed.wav",16891.17,16892.28,4,5,3,5,5,5,2,1,5,4,5,5,5,2,5,FALSE
"872","0437_010603_scrubbed.wav",17106.3,17106.9,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,FALSE
"873","0437_010603_scrubbed.wav",17161.21,17161.81,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,FALSE
"874","0437_010603_scrubbed.wav",17172.04,17172.84,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,FALSE
"875","0437_010603_scrubbed.wav",17173.82,17174.42,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,FALSE
"876","0437_010603_scrubbed.wav",17184.61,17186.21,4,5,5,5,5,5,5,2,5,5,5,5,5,5,5,FALSE
"877","0437_010603_scrubbed.wav",17187.22,17187.82,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,FALSE
"878","0437_010603_scrubbed.wav",17193.84,17194.44,3,2,2,4,2,3,5,3,2,2,2,2,5,2,2,FALSE
"879","0437_010603_scrubbed.wav",17198.77,17199.37,4,5,5,5,5,5,5,2,5,2,5,2,5,5,5,FALSE
"880","0437_010603_scrubbed.wav",17346.21,17347.21,5,5,5,5,5,2,5,3,5,2,5,5,5,5,5,FALSE
"881","0437_010603_scrubbed.wav",17415.7,17416.3,4,2,2,5,5,5,5,2,5,4,5,2,5,5,5,FALSE
