"","recording","startSeconds","endSeconds","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_2_targetChildProminence","lant_2_targetChildProminence","lskw_1_targetChildProminence","lyur_1_targetChildProminence","mrkf_1_targetChildProminence","pdav_1_targetChildProminence","pwwr_1_targetChildProminence","qoth_2_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_2_targetChildProminence","ztcp_1_targetChildProminence","modal_prominence","clean"
"209","0344_000913.wav",13779.78,13781.88,2,2,2,3,2,2,2,1,3,2,2,2,2,1,2,2,3,FALSE
"210","0344_000913.wav",13782.76,13783.36,2,2,3,4,2,2,2,1,3,3,2,2,2,1,2,2,3,FALSE
"211","0344_000913.wav",13787.02,13787.64,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,3,FALSE
"212","0344_000913.wav",13788.62,13789.32,2,3,1,2,2,2,2,2,3,2,2,2,2,1,2,2,3,FALSE
"213","0344_000913.wav",13790.4,13794.63,2,1,1,1,2,2,1,1,3,2,2,1,1,1,2,2,2,FALSE
"214","0344_000913.wav",13800.8,13801.78,3,4,3,4,4,2,3,2,3,4,2,2,3,1,3,2,3,FALSE
"215","0344_000913.wav",13805.28,13807.04,2,3,3,3,3,2,2,1,3,4,2,2,1,1,2,2,3,FALSE
"216","0344_000913.wav",13858.55,13859.15,2,2,1,1,2,2,2,1,3,2,2,1,1,1,2,2,3,FALSE
"217","0344_000913.wav",13885.76,13887.66,2,2,2,1,2,2,1,1,3,2,2,1,1,1,2,2,3,FALSE
"218","0344_000913.wav",13896.34,13897.72,2,2,2,1,2,2,1,1,3,2,2,1,1,1,2,2,3,FALSE
"219","0344_000913.wav",13914.58,13915.44,2,2,2,1,2,2,2,1,3,2,2,2,2,1,2,2,3,FALSE
"220","0344_000913.wav",14089.51,14091.38,2,2,2,2,2,2,1,1,3,2,2,1,2,1,2,2,3,FALSE
"221","0344_000913.wav",14111.32,14111.98,4,4,5,5,5,5,5,1,3,5,5,5,5,5,5,5,6,FALSE
"222","0344_000913.wav",14113.92,14114.86,4,4,4,3,3,4,4,1,3,4,2,2,3,1,2,4,5,FALSE
"223","0344_000913.wav",14115.66,14116.28,2,2,2,1,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"224","0344_000913.wav",14241.06,14242.08,3,3,3,3,3,2,2,1,3,3,2,2,3,2,2,2,3,FALSE
"225","0344_000913.wav",14295.28,14295.91,5,5,5,5,5,5,5,5,3,5,2,5,5,5,5,5,4,FALSE
"226","0344_000913.wav",14372.11,14374.61,2,2,1,1,2,1,1,1,3,2,2,1,2,1,1,1,2,FALSE
"227","0344_000913.wav",14380.82,14381.45,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,FALSE
"228","0344_000913.wav",14423.6,14425.3,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,FALSE
"229","0344_000913.wav",14451.86,14454.07,2,1,1,1,2,2,1,1,3,2,2,1,1,1,1,1,2,FALSE
"230","0344_000913.wav",14533.73,14534.33,4,5,5,5,5,5,5,1,3,5,5,5,5,5,5,5,6,FALSE
"231","0344_000913.wav",14534.33,14535.13,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,FALSE
"232","0344_000913.wav",14535.13,14536.02,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,FALSE
"233","0344_000913.wav",14570.83,14571.54,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,FALSE
"234","0344_000913.wav",14575.25,14576.41,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,FALSE
"235","0344_000913.wav",14582.26,14583.25,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,FALSE
"236","0344_000913.wav",14586.81,14588.06,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"237","0344_000913.wav",14590.68,14592.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"238","0344_000913.wav",14602.71,14603.5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,FALSE
"239","0344_000913.wav",14610.74,14611.34,4,5,5,5,4,2,3,4,5,4,3,4,4,1,2,4,5,FALSE
"240","0344_000913.wav",14613.51,14614.43,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"241","0344_000913.wav",14616.15,14616.76,3,1,5,1,2,2,2,1,4,2,2,1,1,1,1,2,2,FALSE
"242","0344_000913.wav",14616.76,14617.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"243","0344_000913.wav",14629.42,14630.54,4,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,FALSE
"244","0344_000913.wav",14631.65,14633.12,4,4,5,4,4,4,5,5,5,5,5,4,5,2,4,4,3,FALSE
"245","0344_000913.wav",14654.4,14655.21,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,FALSE
"246","0344_000913.wav",14670.87,14671.49,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"247","0344_000913.wav",14726.24,14726.84,3,2,2,2,3,2,2,1,4,3,2,2,2,1,2,2,3,FALSE
"248","0344_000913.wav",14898.47,14899.07,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"249","0344_000913.wav",14908.83,14909.43,2,1,2,1,2,2,2,1,4,2,2,1,2,1,2,2,3,FALSE
"250","0344_000913.wav",14948.21,14948.81,3,2,3,4,3,2,3,1,3,4,4,3,4,1,3,2,4,FALSE
"251","0344_000913.wav",14957.16,14958.1,2,1,2,2,2,2,2,1,3,2,3,2,2,1,2,2,3,FALSE
"252","0344_000913.wav",14960.59,14961.23,3,3,3,4,4,2,3,1,4,2,4,3,4,2,3,3,4,FALSE
"253","0344_000913.wav",14966.77,14967.37,4,4,3,4,3,2,4,4,5,4,2,3,4,3,4,3,4,FALSE
"254","0344_000913.wav",14993.59,14994.2,2,1,2,1,2,2,2,1,3,2,2,1,2,1,1,2,3,FALSE
"255","0344_000913.wav",14995.01,14995.7,2,1,2,1,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"256","0344_000913.wav",14996.72,14997.35,2,2,3,3,3,2,3,1,3,2,2,3,3,2,3,3,4,FALSE
"257","0344_000913.wav",15051.89,15053.16,1,1,2,1,2,2,1,1,3,2,2,1,1,1,2,2,2,FALSE
"258","0344_000913.wav",18907.04,18907.64,2,1,2,1,2,2,1,5,4,2,2,1,1,1,1,1,2,FALSE
"259","0344_000913.wav",18961.91,18962.93,4,5,5,5,5,4,4,5,5,5,2,5,5,5,5,5,4,FALSE
"260","0344_000913.wav",18967.01,18967.75,3,1,1,1,1,2,1,5,3,2,2,1,1,1,1,1,2,FALSE
"261","0344_000913.wav",18972.01,18972.74,3,1,1,1,2,2,1,5,3,2,2,1,2,1,1,1,2,FALSE
"262","0344_000913.wav",18973.63,18974.23,2,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,2,FALSE
"263","0344_000913.wav",18984.41,18985.01,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,2,FALSE
"264","0344_000913.wav",19106.76,19111.13,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,FALSE
"265","0344_000913.wav",19116.81,19117.9,5,5,3,5,5,5,2,5,5,5,2,5,5,5,5,5,4,FALSE
"266","0344_000913.wav",19117.9,19119.28,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"267","0344_000913.wav",19129.25,19130.18,4,4,3,2,2,2,3,5,4,4,2,2,3,1,2,4,3,FALSE
"268","0344_000913.wav",19130.98,19131.58,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"269","0344_000913.wav",19133.9,19134.51,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"270","0344_000913.wav",19136.26,19137.09,4,3,3,4,2,2,3,3,4,4,3,2,3,3,2,3,3,FALSE
"271","0344_000913.wav",19144.3,19144.9,3,3,3,2,3,4,3,3,4,3,2,2,3,3,2,4,3,FALSE
"272","0344_000913.wav",19150.78,19152.37,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,FALSE
"273","0344_000913.wav",19154.25,19155.52,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"274","0344_000913.wav",19160.31,19161.1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"275","0344_000913.wav",19234.25,19234.94,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"276","0344_000913.wav",19286.72,19287.32,3,3,1,4,3,2,2,1,5,2,5,2,5,1,2,4,3,FALSE
"277","0344_000913.wav",19334.48,19335.26,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"278","0344_000913.wav",19392.2,19394.6,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,FALSE
"279","0344_000913.wav",19406.46,19407.67,2,4,3,1,2,2,2,5,3,4,2,2,3,1,2,5,3,FALSE
"280","0344_000913.wav",19408.49,19409.09,2,4,3,1,2,2,3,1,3,2,2,2,2,1,1,5,3,FALSE
"281","0344_000913.wav",19423.88,19425.05,1,1,1,1,1,2,1,1,3,2,2,1,1,1,1,1,2,FALSE
"282","0344_000913.wav",19425.85,19426.46,1,1,1,1,1,2,1,1,3,2,2,1,1,1,1,1,2,FALSE
"283","0344_000913.wav",19427.28,19427.88,1,1,1,1,1,2,1,1,3,2,2,1,1,1,1,1,2,FALSE
"284","0344_000913.wav",19956.4,19957,1,1,1,1,2,2,2,1,3,2,2,1,2,1,2,1,2,FALSE
"285","0344_000913.wav",20971.82,20972.62,2,3,2,2,3,2,2,1,3,2,2,2,3,1,2,2,3,FALSE
"286","0344_000913.wav",21004.06,21005.06,4,4,2,3,3,2,3,1,3,3,2,2,3,1,2,2,3,FALSE
"287","0344_000913.wav",21005.06,21008.57,4,3,2,2,3,2,3,1,3,3,2,2,3,1,2,2,3,FALSE
"288","0344_000913.wav",21034.85,21036.51,4,3,3,2,3,2,2,1,3,3,2,2,3,1,2,2,3,FALSE
"289","0344_000913.wav",21061.73,21062.37,2,3,2,2,3,2,2,1,3,3,2,2,2,1,2,2,3,FALSE
"290","0344_000913.wav",21064.62,21066,2,2,2,1,2,2,2,1,3,3,2,1,2,1,1,2,3,FALSE
"291","0344_000913.wav",21068.22,21069.47,2,2,2,1,2,2,1,1,3,3,2,1,1,1,1,2,3,FALSE
"292","0344_000913.wav",23328.33,23329.47,2,2,2,1,2,2,2,1,3,3,2,1,1,1,2,2,3,FALSE
"293","0344_000913.wav",23336.04,23337.17,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,FALSE
"294","0344_000913.wav",23351.84,23353.15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"295","0344_000913.wav",23355.31,23355.91,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,FALSE
"296","0344_000913.wav",23391.89,23393.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"297","0344_000913.wav",23398.54,23400.6,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,FALSE
"298","0344_000913.wav",23425.35,23426.18,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"299","0344_000913.wav",23441.89,23442.89,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,3,FALSE
"300","0344_000913.wav",23456.81,23460.69,2,5,2,1,2,2,2,5,2,4,3,1,5,1,5,2,3,FALSE
"301","0344_000913.wav",23473.34,23477.24,2,5,2,1,2,2,2,5,2,4,2,1,5,5,5,2,3,FALSE
"302","0344_000913.wav",23483.9,23485.05,3,5,2,2,3,2,3,5,2,3,2,2,2,1,2,2,3,FALSE
"303","0344_000913.wav",23491.32,23491.93,3,2,5,3,3,2,4,5,2,3,2,1,3,1,5,2,3,FALSE
"304","0344_000913.wav",23516.82,23517.64,4,1,5,1,2,2,3,5,2,3,2,1,1,1,2,1,2,FALSE
"305","0344_000913.wav",23519.55,23520.15,2,2,2,1,2,2,2,5,2,2,2,1,2,1,2,2,3,FALSE
"306","0344_000913.wav",23520.95,23523.72,2,1,2,1,2,2,2,5,2,3,2,1,2,1,2,2,3,FALSE
"307","0344_000913.wav",23540.66,23542.12,2,1,2,1,2,2,2,5,2,2,2,1,1,1,2,1,3,FALSE
"308","0344_000913.wav",23543.72,23544.77,3,4,5,4,3,4,4,5,2,5,2,4,4,3,5,2,4,FALSE
"309","0344_000913.wav",23553.25,23554,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,3,FALSE
"310","0344_000913.wav",23555.16,23557.08,2,2,2,2,3,2,2,1,2,3,2,2,1,1,2,3,3,FALSE
"311","0344_000913.wav",23559.82,23560.45,3,4,3,4,3,2,3,3,2,4,2,3,3,1,4,3,4,FALSE
"312","0344_000913.wav",23613.57,23614.17,2,1,2,1,2,2,2,1,2,3,2,1,1,1,1,2,3,FALSE
"313","0344_000913.wav",23668,23669.05,2,1,2,1,2,2,2,1,2,3,2,1,1,1,2,2,3,FALSE
"314","0344_000913.wav",23756.07,23756.97,4,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,FALSE
"315","0344_000913.wav",23864.49,23865.53,2,2,3,1,2,1,2,1,2,3,2,1,1,1,1,1,2,FALSE
"316","0344_000913.wav",23890.18,23890.78,2,2,3,2,3,2,2,1,2,3,2,2,2,1,2,2,3,FALSE
"317","0344_000913.wav",23998.53,24000.24,2,3,3,3,3,2,3,1,2,3,3,2,3,1,2,2,4,FALSE
"318","0344_000913.wav",24000.24,24000.9,2,3,3,3,3,2,3,1,3,3,3,2,3,1,2,2,4,FALSE
"319","0344_000913.wav",24122.78,24123.45,2,3,2,2,3,2,2,1,3,3,3,2,2,1,2,2,3,FALSE
"320","0344_000913.wav",24348.95,24349.88,2,1,2,1,2,2,2,1,2,3,3,1,2,1,1,1,3,FALSE
"321","0344_000913.wav",24491.84,24492.44,2,1,2,2,2,2,2,1,2,2,3,1,1,1,1,2,3,FALSE
"322","0344_000913.wav",24526.42,24527.47,2,1,1,1,2,2,1,1,2,2,3,1,1,1,1,1,2,FALSE
"323","0344_000913.wav",24578.28,24580.4,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,FALSE
"324","0344_000913.wav",24679.53,24680.13,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,FALSE
"325","0344_000913.wav",24695.94,24697.17,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,3,FALSE
"326","0344_000913.wav",24713.7,24714.34,2,2,2,3,2,2,1,1,2,2,2,2,2,1,5,2,3,FALSE
"327","0344_000913.wav",24715.14,24715.98,2,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,3,FALSE
"328","0344_000913.wav",24719.37,24719.98,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,3,FALSE
"329","0344_000913.wav",24721.27,24721.87,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,3,FALSE
"330","0344_000913.wav",24725.63,24728,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,3,3,FALSE
"331","0344_000913.wav",24729.82,24731.26,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,2,3,FALSE
"332","0344_000913.wav",24763.93,24764.82,2,1,1,1,1,2,2,1,3,2,2,1,2,1,1,1,2,FALSE
"333","0344_000913.wav",24766.34,24767,2,1,2,1,2,2,1,1,3,2,2,1,2,1,1,1,2,FALSE
"334","0344_000913.wav",24770.51,24771.27,2,2,3,2,2,2,2,1,3,2,2,2,2,1,2,2,3,FALSE
"335","0344_000913.wav",24772.07,24774.86,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,3,FALSE
"336","0344_000913.wav",24774.86,24775.77,2,2,3,2,2,2,2,1,3,2,2,2,2,1,2,2,3,FALSE
"337","0344_000913.wav",24775.77,24776.39,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,3,FALSE
"338","0344_000913.wav",24776.39,24777.26,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,3,FALSE
"339","0344_000913.wav",24777.26,24778.76,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,3,FALSE
"340","0344_000913.wav",24779.56,24780.17,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,3,FALSE
"341","0344_000913.wav",24809.22,24810.02,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,FALSE
"342","0344_000913.wav",24811.64,24812.76,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,3,FALSE
"343","0344_000913.wav",24814.26,24816.24,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,3,FALSE
"344","0344_000913.wav",24837.54,24838.14,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2,3,FALSE
"345","0344_000913.wav",25061.11,25061.77,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,3,FALSE
"346","0344_000913.wav",25090.51,25092.12,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,FALSE
"347","0344_000913.wav",25097.41,25098.53,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,3,FALSE
"348","0344_000913.wav",25119.59,25120.2,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,FALSE
"349","0344_000913.wav",25226.2,25228.23,2,2,3,2,2,2,2,1,2,2,5,2,2,1,2,2,3,FALSE
"350","0344_000913.wav",25229.73,25230.33,2,2,3,3,2,2,2,1,3,2,2,2,2,1,2,2,3,FALSE
"351","0344_000913.wav",25233.37,25234.05,2,2,3,3,2,2,2,1,4,2,2,2,2,1,2,2,3,FALSE
"352","0344_000913.wav",25234.98,25235.58,2,2,3,3,3,2,2,2,4,2,2,2,2,1,2,2,3,FALSE
"353","0344_000913.wav",25254.94,25255.54,2,2,3,3,2,2,2,2,4,3,2,2,2,1,2,2,3,FALSE
"354","0344_000913.wav",25351.67,25352.65,2,3,3,3,2,2,3,2,4,2,2,2,2,1,2,2,3,FALSE
"355","0344_000913.wav",25388.16,25389.16,2,3,4,3,3,2,3,2,4,2,2,2,3,2,2,3,2,FALSE
"356","0344_000913.wav",25477.24,25478.07,2,3,4,2,2,2,2,1,3,2,2,2,3,1,2,2,3,FALSE
"357","0344_000913.wav",26142.46,26143.06,2,3,3,3,3,2,2,2,5,4,2,2,3,1,3,3,3,FALSE
"358","0344_000913.wav",26159.84,26160.44,2,3,2,2,2,2,2,2,3,2,2,2,2,1,2,2,3,FALSE
"359","0344_000913.wav",26165.17,26166.01,2,2,3,2,3,2,2,2,3,3,2,2,3,1,2,2,3,FALSE
"360","0344_000913.wav",26603.61,26604.21,2,1,3,2,2,2,2,2,3,2,2,2,2,1,2,2,3,FALSE
"361","0344_000913.wav",26854.48,26855.63,2,2,3,1,2,2,2,2,3,2,2,2,2,1,2,3,3,FALSE
"362","0344_000913.wav",26855.63,26856.23,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,3,3,FALSE
"363","0344_000913.wav",26856.23,26857.04,2,2,3,1,2,2,1,2,2,2,2,1,2,1,2,3,3,FALSE
"364","0344_000913.wav",26858.38,26859.23,2,2,3,1,2,2,1,2,3,3,2,1,2,1,2,2,3,FALSE
"365","0344_000913.wav",26862.04,26862.84,2,2,3,2,3,2,2,2,2,2,2,2,5,1,2,2,3,FALSE
"366","0344_000913.wav",26964.59,26965.39,2,2,3,1,2,2,2,2,3,2,2,1,2,1,2,2,3,FALSE
"367","0344_000913.wav",27085.18,27086.18,2,3,3,1,2,2,2,2,2,2,2,2,3,1,2,2,3,FALSE
"368","0344_000913.wav",27170.37,27171.17,2,3,3,2,3,2,2,2,3,2,2,2,3,1,2,3,3,FALSE
"369","0344_000913.wav",27171.17,27171.84,2,3,3,1,2,2,2,2,3,2,2,2,2,1,2,2,3,FALSE
"370","0344_000913.wav",27197.05,27197.65,2,3,3,2,2,2,2,2,3,2,2,2,2,1,2,3,3,FALSE
"371","0344_000913.wav",27230.15,27230.75,2,3,3,2,2,2,3,2,2,2,2,2,3,1,2,2,3,FALSE
"372","0344_000913.wav",27281.73,27282.43,2,1,3,1,2,2,2,2,3,2,2,1,2,1,1,2,3,FALSE
"373","0344_000913.wav",27283.43,27284.18,2,1,3,1,2,2,2,1,2,2,2,2,2,1,2,2,3,FALSE
"374","0344_000913.wav",27293.72,27294.54,2,1,2,2,2,2,2,2,3,2,2,2,5,1,2,2,3,FALSE
"375","0344_000913.wav",27295.9,27296.5,2,2,3,2,2,2,1,2,2,2,2,2,5,1,2,2,3,FALSE
"376","0344_000913.wav",27543.72,27544.93,2,3,2,1,2,2,1,2,3,2,2,1,2,1,1,2,3,FALSE
"377","0344_000913.wav",27550.1,27550.9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,FALSE
"378","0344_000913.wav",27551.87,27552.47,2,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,FALSE
"379","0344_000913.wav",27553.84,27554.44,2,2,3,2,2,2,2,2,2,2,2,1,2,1,2,3,3,FALSE
"380","0344_000913.wav",27556.89,27560.15,2,3,3,2,3,2,2,2,3,2,2,2,2,1,2,2,3,FALSE
"381","0344_000913.wav",27562.89,27563.49,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,3,FALSE
"382","0344_000913.wav",27564.29,27564.89,2,2,2,1,2,2,1,2,3,2,2,2,2,1,2,2,3,FALSE
"383","0344_000913.wav",27566.19,27566.79,4,3,3,3,3,2,3,2,2,3,2,3,4,1,3,3,4,FALSE
"384","0344_000913.wav",27567.6,27568.2,2,2,2,1,2,2,2,2,3,2,2,1,2,1,2,2,3,FALSE
"385","0344_000913.wav",27570.97,27571.63,2,2,2,1,2,2,1,2,3,2,2,1,2,1,2,2,3,FALSE
"386","0344_000913.wav",27573.23,27573.86,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,FALSE
"387","0344_000913.wav",27575.05,27576.3,2,2,2,1,2,2,1,1,3,2,2,1,2,1,2,2,3,FALSE
"388","0344_000913.wav",27577.1,27578.13,3,4,3,4,4,2,3,4,2,4,2,4,4,3,4,4,4,FALSE
"389","0344_000913.wav",27578.13,27582.31,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,3,3,FALSE
"390","0344_000913.wav",27583.11,27583.91,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,3,FALSE
"391","0344_000913.wav",27586.55,27587.26,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,3,FALSE
"392","0344_000913.wav",27588.14,27588.74,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,3,FALSE
"393","0344_000913.wav",27589.54,27590.34,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,3,FALSE
"394","0344_000913.wav",27591.39,27592.85,2,2,2,1,2,2,1,1,3,2,2,1,2,1,2,3,3,FALSE
"395","0344_000913.wav",27595.71,27596.5,2,2,3,2,2,2,2,1,3,2,2,2,2,1,2,3,3,FALSE
"396","0344_000913.wav",27599.46,27600.07,2,2,2,1,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"397","0344_000913.wav",27600.07,27600.87,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,3,FALSE
"398","0344_000913.wav",27602.67,27603.3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,FALSE
"399","0344_000913.wav",27605.1,27605.72,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,3,3,FALSE
"400","0344_000913.wav",27637.98,27638.58,2,2,2,2,3,2,3,2,2,2,2,2,2,1,2,2,3,FALSE
"401","0344_000913.wav",27788.87,27789.49,2,2,3,3,3,2,3,2,3,2,2,2,2,1,2,2,3,FALSE
"402","0344_000913.wav",27845.42,27846.26,2,3,3,3,3,2,2,5,2,2,2,2,2,1,2,3,3,FALSE
"403","0344_000913.wav",27852.07,27852.68,3,3,3,2,4,2,3,1,3,2,2,2,3,1,2,2,3,FALSE
"404","0344_000913.wav",27871.88,27872.9,2,1,3,1,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"405","0344_000913.wav",27904,27904.82,2,2,3,2,2,2,2,1,3,2,2,2,2,1,2,3,3,FALSE
"406","0344_000913.wav",27923.65,27924.26,2,2,2,3,3,2,2,1,3,2,2,2,2,1,2,3,3,FALSE
"407","0344_000913.wav",28079.68,28080.28,3,1,2,1,3,2,1,1,2,2,2,1,1,1,2,2,3,FALSE
"408","0344_000913.wav",28201.29,28201.89,3,1,5,5,5,5,5,1,2,5,2,5,5,1,5,5,5,FALSE
"409","0344_000913.wav",28458.8,28459.96,3,3,3,3,3,2,3,4,4,4,2,2,3,1,2,2,4,FALSE
"410","0344_000913.wav",28780.77,28783.08,3,3,3,3,3,2,3,4,3,2,2,2,3,1,2,2,4,FALSE
"411","0344_000913.wav",28784.88,28786.16,5,5,5,5,5,2,5,5,4,5,2,5,5,5,5,5,4,FALSE
"412","0344_000913.wav",28787.19,28787.79,3,2,2,1,2,2,3,1,3,3,2,2,2,1,2,5,3,FALSE
"413","0344_000913.wav",28841.81,28842.46,2,2,2,1,2,2,1,1,2,3,2,1,1,1,1,2,3,FALSE
"414","0344_000913.wav",28843.34,28844.31,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,3,FALSE
"415","0344_000913.wav",28844.31,28845.56,2,1,2,1,2,2,1,1,3,3,2,1,1,1,1,2,2,FALSE
"416","0344_000913.wav",29021.61,29022.27,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,3,FALSE
"417","0344_000913.wav",29023.27,29024.02,3,1,2,1,2,2,1,1,2,3,2,1,1,1,1,2,2,FALSE
"418","0344_000913.wav",29051.63,29052.26,2,1,2,1,2,2,1,1,3,3,2,1,2,1,1,2,3,FALSE
"419","0344_000913.wav",29064.92,29065.72,2,1,2,1,2,2,2,1,2,3,2,1,2,1,1,2,3,FALSE
"420","0344_000913.wav",29308.21,29309.02,2,1,2,1,2,2,2,1,3,3,2,1,2,1,1,2,3,FALSE
"421","0344_000913.wav",29383.72,29384.32,2,1,2,1,2,2,1,1,3,2,2,1,2,1,1,2,3,FALSE
"422","0344_000913.wav",29385.12,29385.9,2,1,2,1,2,2,2,1,3,2,2,1,2,1,1,2,3,FALSE
"423","0344_000913.wav",29387.58,29388.34,2,1,2,1,2,2,2,1,3,3,2,1,2,1,1,2,3,FALSE
"424","0344_000913.wav",29392.29,29392.89,3,1,2,1,3,2,3,1,3,3,2,1,2,1,2,4,3,FALSE
"425","0344_000913.wav",29491.38,29492.2,2,2,2,1,2,2,2,1,2,3,2,1,2,1,2,2,3,FALSE
"426","0344_000913.wav",29500.64,29501.45,2,2,3,2,3,2,2,2,2,3,2,2,2,1,2,2,3,FALSE
"427","0344_000913.wav",29527.63,29528.69,2,2,3,1,2,2,2,1,2,3,2,1,2,1,2,2,3,FALSE
"428","0344_000913.wav",29836.84,29838.28,2,2,2,1,2,2,2,1,2,3,2,1,2,1,2,2,3,FALSE
"429","0344_000913.wav",29838.28,29839.28,2,3,2,2,2,2,2,1,3,3,2,1,2,1,2,2,3,FALSE
"430","0344_000913.wav",29840.37,29841.17,2,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"431","0344_000913.wav",29871.4,29872.28,2,3,3,2,3,2,2,2,3,2,2,2,2,1,2,3,3,FALSE
"432","0344_000913.wav",29894.54,29895.15,2,1,2,2,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"433","0344_000913.wav",30042.66,30043.26,3,1,2,1,3,2,3,1,2,2,2,1,2,1,2,2,3,FALSE
