"","recording","startSeconds","endSeconds","blky_1_targetChildProminence","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_1_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","lskw_1_targetChildProminence","mrkf_1_targetChildProminence","pdav_1_targetChildProminence","pwwr_1_targetChildProminence","qoth_2_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_2_targetChildProminence","modal_prominence","clean"
"1201","0833_010606.wav",10317.81,10318.89,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,TRUE
"1202","0833_010606.wav",10326.6,10328.02,1,2,1,1,2,1,2,2,1,3,2,2,1,2,1,1,1,TRUE
"1203","0833_010606.wav",10330.84,10331.45,1,1,2,1,1,1,1,1,1,3,2,2,1,1,1,1,1,TRUE
"1204","0833_010606.wav",10332.42,10333.64,1,1,2,1,1,1,2,1,1,3,2,2,1,1,1,1,1,TRUE
"1205","0833_010606.wav",10340.82,10341.92,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1206","0833_010606.wav",10352.14,10352.97,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1207","0833_010606.wav",10356.86,10357.61,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1208","0833_010606.wav",10366.13,10366.89,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1209","0833_010606.wav",10368.2,10369.02,1,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,TRUE
"1210","0833_010606.wav",10370.86,10371.87,1,1,2,2,3,3,2,2,1,3,2,2,1,2,1,1,1,TRUE
"1211","0833_010606.wav",10378.88,10379.62,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1212","0833_010606.wav",10381.39,10382.04,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1213","0833_010606.wav",10385.12,10385.73,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1214","0833_010606.wav",10389.04,10389.67,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,TRUE
"1215","0833_010606.wav",10391.98,10392.58,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1216","0833_010606.wav",10393.58,10394.18,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1217","0833_010606.wav",10398.69,10399.38,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1218","0833_010606.wav",10414.51,10415.41,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1219","0833_010606.wav",10420.69,10421.29,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1220","0833_010606.wav",10423.89,10424.53,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,TRUE
"1221","0833_010606.wav",10426.71,10427.79,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,TRUE
"1222","0833_010606.wav",10448.28,10449.04,2,2,2,2,2,2,3,2,1,2,3,2,2,2,1,2,2,FALSE
"1223","0833_010606.wav",10454.95,10456.5,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1224","0833_010606.wav",10470.26,10471.05,1,1,1,1,1,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1225","0833_010606.wav",10475.47,10476.21,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,FALSE
"1226","0833_010606.wav",10487.94,10488.54,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,FALSE
"1227","0833_010606.wav",10489.99,10490.59,1,2,2,2,2,3,2,2,1,3,2,3,1,2,1,2,2,FALSE
"1228","0833_010606.wav",10498.67,10499.57,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2,FALSE
"1229","0833_010606.wav",10501.16,10502.37,2,2,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2,FALSE
"1230","0833_010606.wav",10521.53,10523.33,2,2,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2,FALSE
"1231","0833_010606.wav",10526.66,10527.26,2,2,2,2,2,4,3,2,1,2,2,3,1,3,1,1,2,FALSE
"1232","0833_010606.wav",10535.19,10535.8,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,3,FALSE
"1233","0833_010606.wav",10539.44,10540.04,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,FALSE
"1234","0833_010606.wav",10543.61,10545.18,2,2,2,2,2,3,2,2,3,2,2,2,2,2,1,2,2,FALSE
"1235","0833_010606.wav",10552.7,10553.6,2,2,2,2,1,1,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1236","0833_010606.wav",10554.78,10555.38,1,1,2,2,1,2,2,2,1,3,2,2,1,2,1,1,1,TRUE
"1237","0833_010606.wav",10560.19,10560.86,1,1,2,1,1,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1238","0833_010606.wav",10561.87,10563,2,2,3,3,4,3,2,2,3,2,2,2,2,2,1,2,2,FALSE
"1239","0833_010606.wav",10565.21,10566.29,2,3,3,3,4,4,3,2,4,2,4,2,2,3,2,2,2,FALSE
"1240","0833_010606.wav",10573.75,10574.35,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1241","0833_010606.wav",10589.11,10589.71,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,FALSE
"1242","0833_010606.wav",10593.39,10593.99,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1243","0833_010606.wav",10598.78,10599.38,1,2,2,3,2,3,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1244","0833_010606.wav",10601.18,10602.03,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1245","0833_010606.wav",10605.1,10608.01,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1246","0833_010606.wav",10614.4,10615.4,2,3,3,3,3,3,3,2,1,2,2,2,3,3,1,3,3,FALSE
"1247","0833_010606.wav",10619.25,10620.05,2,2,1,1,2,1,2,2,4,2,4,1,1,1,2,1,1,TRUE
"1248","0833_010606.wav",10624.11,10625.58,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1249","0833_010606.wav",10650.64,10651.92,3,4,3,5,3,4,3,2,5,2,2,2,3,3,3,3,3,FALSE
"1250","0833_010606.wav",10653.75,10654.36,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,FALSE
"1251","0833_010606.wav",10657.56,10658.16,4,3,3,3,2,3,2,2,5,3,2,2,2,2,1,2,2,FALSE
"1252","0833_010606.wav",10661.06,10661.7,2,2,2,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1253","0833_010606.wav",10672.11,10672.79,2,2,2,2,3,3,3,2,3,3,2,2,2,2,2,2,2,FALSE
"1254","0833_010606.wav",10690.76,10691.83,2,3,3,3,4,4,3,2,4,3,4,2,3,3,4,3,3,FALSE
"1255","0833_010606.wav",10709.77,10710.37,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1256","0833_010606.wav",10730.73,10731.6,1,2,1,1,2,1,2,2,1,4,2,2,1,2,1,1,1,TRUE
"1257","0833_010606.wav",10735.01,10735.61,1,2,1,1,1,2,2,2,1,4,2,2,1,2,1,1,1,TRUE
"1258","0833_010606.wav",10741.4,10742.3,1,2,1,3,2,2,3,2,1,4,2,2,1,2,1,2,2,FALSE
"1259","0833_010606.wav",10746.06,10746.92,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1260","0833_010606.wav",10766.76,10767.81,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1261","0833_010606.wav",10770.25,10770.88,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1262","0833_010606.wav",10777.51,10778.11,1,2,1,2,2,1,3,2,1,3,2,2,1,2,1,1,1,TRUE
"1263","0833_010606.wav",10779.82,10780.42,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1264","0833_010606.wav",10781.77,10782.83,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1265","0833_010606.wav",10786.82,10787.77,1,2,1,2,1,2,2,2,3,2,2,2,1,1,1,1,1,TRUE
"1266","0833_010606.wav",10788.75,10789.35,1,2,1,2,2,3,2,2,1,3,2,2,1,2,1,1,1,TRUE
"1267","0833_010606.wav",10790.15,10790.75,4,2,2,2,2,3,3,2,1,2,3,2,2,2,1,2,2,FALSE
"1268","0833_010606.wav",10794.78,10795.38,1,2,2,2,2,2,2,2,1,3,2,2,2,2,1,1,2,FALSE
"1269","0833_010606.wav",10800.25,10801.26,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1270","0833_010606.wav",10804.79,10805.58,1,1,2,2,2,1,2,2,1,3,2,3,1,2,1,1,1,TRUE
"1271","0833_010606.wav",10806.88,10807.87,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1272","0833_010606.wav",10837.98,10838.74,1,1,1,1,2,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1273","0833_010606.wav",10846.65,10847.29,1,3,2,2,2,3,3,2,4,2,2,2,2,1,1,2,2,FALSE
"1274","0833_010606.wav",10849.12,10849.73,1,2,1,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1275","0833_010606.wav",10850.89,10851.55,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"1276","0833_010606.wav",10855.69,10856.29,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,TRUE
"1277","0833_010606.wav",10879.96,10880.56,1,2,1,2,2,3,2,2,1,3,2,2,1,2,1,1,1,TRUE
"1278","0833_010606.wav",10883.31,10884.35,1,2,2,3,2,2,2,2,3,3,2,2,1,2,1,1,2,FALSE
"1279","0833_010606.wav",10888.45,10889.05,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1280","0833_010606.wav",10890.01,10890.62,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1281","0833_010606.wav",10899.14,10900.84,2,2,1,3,1,2,2,2,3,2,2,2,1,2,1,1,2,FALSE
"1282","0833_010606.wav",10902.78,10903.38,1,2,1,2,1,2,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1283","0833_010606.wav",10904.2,10907.3,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1284","0833_010606.wav",10912.01,10912.77,1,1,2,5,5,2,2,5,1,2,2,2,1,1,1,1,1,TRUE
"1285","0833_010606.wav",10918.32,10918.99,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1286","0833_010606.wav",10931.34,10932.08,1,2,2,3,3,4,3,2,1,2,2,2,2,3,1,2,2,FALSE
"1287","0833_010606.wav",10933,10933.6,1,1,3,3,2,1,2,3,1,3,2,2,1,2,1,1,1,TRUE
"1288","0833_010606.wav",10934.81,10935.52,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1289","0833_010606.wav",10944.21,10944.81,1,2,2,2,2,3,2,2,1,1,2,2,1,2,1,2,2,FALSE
"1290","0833_010606.wav",10945.61,10946.21,4,5,5,3,5,5,5,5,5,2,5,5,5,5,1,5,5,FALSE
"1291","0833_010606.wav",10948.92,10949.52,1,2,2,3,2,3,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1292","0833_010606.wav",10950.55,10951.62,5,5,5,5,5,5,4,5,5,2,5,2,5,5,5,5,4,FALSE
"1293","0833_010606.wav",10973.36,10974.28,2,2,2,2,2,3,2,2,1,2,2,2,2,3,1,2,2,FALSE
"1294","0833_010606.wav",10982.76,10984.3,4,4,4,4,4,4,4,3,3,2,4,3,3,3,4,4,4,FALSE
"1295","0833_010606.wav",10984.3,10985.3,4,3,3,4,4,3,3,3,4,3,4,2,3,4,4,3,3,FALSE
"1296","0833_010606.wav",10985.3,10985.93,1,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"1297","0833_010606.wav",10986.94,10987.89,3,3,2,3,4,3,3,2,4,2,4,2,3,2,3,3,3,FALSE
"1298","0833_010606.wav",10988.89,10989.67,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,FALSE
"1299","0833_010606.wav",10990.67,10991.27,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1300","0833_010606.wav",10998.38,10999,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,FALSE
"1301","0833_010606.wav",11004,11004.67,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,3,FALSE
"1302","0833_010606.wav",11005.67,11006.95,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,FALSE
"1303","0833_010606.wav",11007.96,11009.13,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,TRUE
"1304","0833_010606.wav",11010.29,11013.83,1,1,1,1,1,2,2,2,1,3,2,1,1,1,1,1,1,TRUE
"1305","0833_010606.wav",11014.83,11015.49,1,2,1,1,2,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1306","0833_010606.wav",11016.5,11017.43,2,2,2,2,3,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"1307","0833_010606.wav",11018.23,11018.83,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"1308","0833_010606.wav",11020.47,11021.76,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1309","0833_010606.wav",11023.46,11024.06,2,2,1,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1310","0833_010606.wav",11037.77,11038.37,2,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1311","0833_010606.wav",11039.17,11040.25,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,FALSE
"1312","0833_010606.wav",11041.05,11043.6,3,2,4,3,4,3,3,2,3,2,2,2,2,3,3,3,3,FALSE
"1313","0833_010606.wav",11044.6,11045.2,3,2,1,2,3,2,2,2,1,1,2,2,2,3,2,2,2,FALSE
"1314","0833_010606.wav",11046.2,11047.35,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"1315","0833_010606.wav",11048.35,11049.78,4,2,4,3,4,3,3,2,4,2,2,3,3,3,3,3,3,FALSE
"1316","0833_010606.wav",11051.69,11052.44,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1317","0833_010606.wav",11053.46,11054.72,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,1,TRUE
"1318","0833_010606.wav",11058.6,11060.06,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1319","0833_010606.wav",11065.79,11066.53,1,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1320","0833_010606.wav",11071.13,11071.73,2,2,2,3,2,2,2,2,3,2,2,2,2,2,1,2,2,FALSE
"1321","0833_010606.wav",11073.72,11074.33,2,2,2,2,2,3,2,2,1,1,2,2,2,2,1,2,2,FALSE
"1322","0833_010606.wav",11077.66,11078.26,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1323","0833_010606.wav",11079.06,11080.22,2,2,1,3,2,3,2,2,2,1,2,2,2,2,1,2,2,FALSE
"1324","0833_010606.wav",11084.99,11085.99,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,1,2,FALSE
"1325","0833_010606.wav",11089.47,11090.15,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"1326","0833_010606.wav",11094.98,11095.59,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,FALSE
"1327","0833_010606.wav",11097.03,11097.7,1,2,2,2,2,3,2,2,1,1,2,2,1,1,1,2,2,FALSE
"1328","0833_010606.wav",11100.71,11101.31,1,2,1,2,2,3,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1329","0833_010606.wav",11111.01,11111.61,1,2,2,1,1,2,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1330","0833_010606.wav",11123.87,11125.37,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1331","0833_010606.wav",11126.83,11127.43,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1332","0833_010606.wav",11130.72,11131.32,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1333","0833_010606.wav",11137.2,11137.96,1,2,1,3,1,1,2,2,1,2,2,2,1,3,1,1,1,TRUE
"1334","0833_010606.wav",11140.46,11141.08,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"1335","0833_010606.wav",11163.54,11165.18,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1336","0833_010606.wav",11165.98,11166.58,1,2,1,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1337","0833_010606.wav",11179.19,11180.07,1,2,1,2,1,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1338","0833_010606.wav",11184.66,11185.56,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1339","0833_010606.wav",11187.17,11188.34,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,TRUE
"1340","0833_010606.wav",11198.09,11200.17,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1341","0833_010606.wav",11202.05,11203.24,2,2,2,1,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"1342","0833_010606.wav",11204.24,11206.34,1,2,2,2,3,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"1343","0833_010606.wav",11207.23,11209.36,1,2,2,2,2,2,2,2,1,3,2,2,2,2,1,1,2,FALSE
"1344","0833_010606.wav",11212.15,11212.95,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,TRUE
"1345","0833_010606.wav",11218.04,11218.64,4,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1346","0833_010606.wav",11220.32,11220.94,4,2,1,5,2,3,3,2,1,2,2,3,1,2,1,2,2,FALSE
"1347","0833_010606.wav",11237.27,11240.13,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1348","0833_010606.wav",11244.11,11244.76,2,1,1,5,5,3,2,2,1,2,2,3,1,2,1,1,1,TRUE
"1349","0833_010606.wav",11245.56,11246.73,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,TRUE
"1350","0833_010606.wav",11250.15,11250.85,1,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,1,TRUE
"1351","0833_010606.wav",11260.38,11261.65,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"1352","0833_010606.wav",11266.15,11267.02,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1353","0833_010606.wav",11277.03,11277.63,4,2,1,4,4,4,3,2,4,2,3,3,2,3,1,2,2,FALSE
"1354","0833_010606.wav",11278.53,11279.13,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,1,1,TRUE
"1355","0833_010606.wav",11282.55,11283.73,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1356","0833_010606.wav",11285.75,11286.72,1,2,2,1,1,1,2,2,1,3,2,1,1,1,1,1,1,TRUE
"1357","0833_010606.wav",11287.7,11288.87,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"1358","0833_010606.wav",11290.71,11291.58,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1359","0833_010606.wav",11293.6,11294.62,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1360","0833_010606.wav",11296.72,11298.07,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"1361","0833_010606.wav",11426.33,11427.11,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,FALSE
"1362","0833_010606.wav",11429.25,11429.88,2,2,2,2,2,2,3,2,3,2,2,2,2,2,1,3,2,FALSE
"1363","0833_010606.wav",11441.13,11441.73,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1364","0833_010606.wav",11443.26,11443.86,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,FALSE
"1365","0833_010606.wav",11445.63,11446.23,4,5,4,5,5,5,5,5,2,2,5,5,5,5,1,5,4,FALSE
"1366","0833_010606.wav",11477.12,11477.86,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1367","0833_010606.wav",11478.99,11479.6,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,2,FALSE
"1368","0833_010606.wav",11485.74,11487.67,2,2,2,3,3,2,3,2,2,3,2,2,2,3,1,2,2,FALSE
"1369","0833_010606.wav",11511.24,11511.88,1,2,1,1,1,2,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1370","0833_010606.wav",11514.34,11515.06,1,1,1,1,1,1,2,2,1,3,2,1,1,1,1,1,1,TRUE
"1371","0833_010606.wav",11517.14,11518.25,1,2,2,2,1,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1372","0833_010606.wav",11520.35,11521.17,1,2,2,1,1,1,2,2,1,3,2,1,1,1,1,1,1,TRUE
"1373","0833_010606.wav",11528.99,11529.69,1,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1374","0833_010606.wav",11530.69,11531.65,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"1375","0833_010606.wav",11532.45,11533.05,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1376","0833_010606.wav",11538.06,11538.72,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"1377","0833_010606.wav",11539.66,11541.61,1,2,2,3,1,2,2,2,1,2,2,2,2,2,1,1,2,FALSE
"1378","0833_010606.wav",11546.84,11547.44,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1379","0833_010606.wav",11548.24,11548.84,1,1,2,1,1,1,2,2,1,3,2,1,1,1,1,1,1,TRUE
"1380","0833_010606.wav",11559.52,11560.38,1,1,2,1,1,1,1,2,1,3,2,1,1,1,1,1,1,TRUE
"1381","0833_010606.wav",11561.49,11562.5,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,1,2,FALSE
"1382","0833_010606.wav",11568.08,11568.75,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,TRUE
"1383","0833_010606.wav",11578.39,11578.99,1,2,2,2,1,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1384","0833_010606.wav",11578.99,11579.8,1,2,1,2,1,2,2,2,1,3,2,2,2,2,1,1,2,FALSE
"1385","0833_010606.wav",11580.6,11581.25,1,1,1,2,1,2,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1386","0833_010606.wav",11611.27,11611.87,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1387","0833_010606.wav",11613.11,11614.22,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1388","0833_010606.wav",11622.5,11623.11,1,2,2,2,2,3,2,2,1,2,2,2,2,1,1,2,2,FALSE
"1389","0833_010606.wav",11628.34,11629.29,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1390","0833_010606.wav",11644.64,11645.3,1,2,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1391","0833_010606.wav",11665.99,11668.01,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1392","0833_010606.wav",11669.32,11669.93,1,2,1,3,3,3,2,2,2,2,2,2,2,3,1,3,2,FALSE
"1393","0833_010606.wav",11677.38,11678.98,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1394","0833_010606.wav",11681.66,11682.27,4,2,1,5,4,4,4,2,3,3,2,4,2,3,1,4,4,FALSE
"1395","0833_010606.wav",11684.24,11684.9,1,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"1396","0833_010606.wav",11703.49,11704.46,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1397","0833_010606.wav",11705.68,11706.68,1,2,2,3,2,2,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1398","0833_010606.wav",11707.48,11708.11,1,2,1,2,2,2,2,2,2,3,2,2,2,1,1,2,2,FALSE
"1399","0833_010606.wav",11708.93,11709.53,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1400","0833_010606.wav",11715.18,11715.96,1,2,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"1401","0833_010606.wav",11716.77,11717.39,4,3,4,4,3,4,3,3,5,2,2,3,3,3,5,4,3,FALSE
"1402","0833_010606.wav",11732.62,11733.23,4,2,4,3,4,5,3,3,4,2,2,2,2,3,4,2,2,FALSE
"1403","0833_010606.wav",11740.81,11741.48,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1404","0833_010606.wav",11750.27,11750.89,5,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,FALSE
"1405","0833_010606.wav",11752.73,11753.58,1,1,1,1,1,1,2,2,5,2,2,2,1,1,1,1,1,TRUE
"1406","0833_010606.wav",11757.52,11758.31,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1407","0833_010606.wav",11762.68,11763.79,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1408","0833_010606.wav",11765.64,11766.25,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1409","0833_010606.wav",11773.96,11774.59,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1410","0833_010606.wav",11775.57,11776.17,2,2,1,2,2,3,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1411","0833_010606.wav",11784,11784.77,1,2,1,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1412","0833_010606.wav",11786.79,11787.95,1,2,1,2,2,1,2,2,1,3,2,2,1,2,1,2,2,FALSE
"1413","0833_010606.wav",11794.03,11795.32,1,2,1,2,2,2,2,2,3,3,2,2,2,2,1,2,2,FALSE
"1414","0833_010606.wav",11797.16,11798.17,1,2,1,2,2,2,2,2,3,3,2,2,2,2,1,2,2,FALSE
"1415","0833_010606.wav",11798.97,11799.57,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1416","0833_010606.wav",11815.15,11817.64,1,1,1,2,1,1,2,2,2,3,2,2,1,1,1,1,1,TRUE
"1417","0833_010606.wav",11820.73,11821.33,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,FALSE
"1418","0833_010606.wav",11823.77,11826.52,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1419","0833_010606.wav",11831.43,11834.04,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,FALSE
"1420","0833_010606.wav",11840.29,11840.97,2,2,2,3,4,3,3,4,1,2,2,3,1,2,1,4,2,FALSE
"1421","0833_010606.wav",11844.75,11845.47,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
